map name       source         band [mu]      glon           glat           ra             dec            distance ["]   
30.942-0.802   1              250            30.9642        -0.8037        282.6776       -2.1177        0.00           
30.942-0.802   1              350            30.9649        -0.8043        282.6785       -2.1173        3.32           
30.971-0.143   1              250            30.9691        -0.1307        282.0805       -1.8064        0.00           
30.971-0.143   1              350            30.9695        -0.1310        282.0810       -1.8062        1.80           
300.081-0.13   1              250            300.0569       -0.1162        186.5496       -62.8470       0.00           
300.081-0.13   1              350            300.0557       -0.1163        186.5470       -62.8470       4.33           
300.094-0.38   1              250            300.0942       -0.3834        186.5739       -63.1165       0.00           
300.094-0.38   1              350            300.0942       -0.3827        186.5740       -63.1158       2.52           
300.104-0.34   1              250            300.0877       -0.3471        186.5674       -63.0798       0.00           
300.104-0.34   1              350            300.0881       -0.3478        186.5681       -63.0805       2.90           
300.158-0.14   1              250            300.1821       -0.1780        186.8100       -62.9205       0.00           
300.158-0.14   1              350            300.1827       -0.1769        186.8116       -62.9194       4.51           
300.205-0.35   1              250            300.2057       -0.3537        186.8255       -63.0976       0.00           
300.205-0.35   1              350            300.2059       -0.3526        186.8262       -63.0965       4.02           
300.257-0.25   1              250            300.2521       -0.2521        186.9482       -63.0008       0.00           
300.257-0.25   1              350            300.2522       -0.2523        186.9484       -63.0010       0.80           
300.352-0.68   1              250            300.3616       -0.6617        187.1080       -63.4186       0.00           
300.352-0.68   1              350            300.3617       -0.6606        187.1084       -63.4175       3.98           
300.395-0.19   1              250            300.3812       -0.2553        187.2309       -63.0155       0.00           
300.395-0.19   1              350            300.3819       -0.2540        187.2327       -63.0143       5.32           
300.395-0.19   2              250            300.3612       -0.2577        187.1865       -63.0161       0.00           
300.395-0.19   2              350            300.3604       -0.2565        187.1850       -63.0149       5.19           
300.395-0.19   3              250            300.3592       -0.2330        187.1869       -62.9913       0.00           
300.395-0.19   3              350            300.3596       -0.2328        187.1878       -62.9912       1.61           
300.395-0.19   4              250            300.4214       -0.2237        187.3251       -62.9875       0.00           
300.395-0.19   4              350            300.4214       -0.2236        187.3252       -62.9874       0.36           
300.395-0.19   5              250            300.3428       -0.2265        187.1522       -62.9834       0.00           
300.395-0.19   5              350            300.3422       -0.2265        187.1509       -62.9834       2.16           
300.395-0.19   6              250            300.4677       -0.2004        187.4310       -62.9682       0.00           
300.395-0.19   6              350            300.4685       -0.1994        187.4330       -62.9673       4.61           
300.395-0.19   7              250            300.4282       -0.1897        187.3465       -62.9542       0.00           
300.395-0.19   7              350            300.4288       -0.1904        187.3476       -62.9549       3.32           
300.395-0.19   8              250            300.4719       -0.1620        187.4473       -62.9303       0.00           
300.395-0.19   8              350            300.4723       -0.1612        187.4484       -62.9295       3.22           
300.395-0.19   9              250            300.4489       -0.1554        187.3982       -62.9218       0.00           
300.395-0.19   9              350            300.4499       -0.1545        187.4006       -62.9210       4.84           
300.406-0.06   1              250            300.3834       -0.0944        187.2665       -62.8554       0.00           
300.406-0.06   1              350            300.3839       -0.0944        187.2676       -62.8554       1.80           
300.5-0.212    1              250            300.4893       -0.1840        187.4814       -62.9537       0.00           
300.5-0.212    1              350            300.4887       -0.1825        187.4804       -62.9521       5.82           
300.5-0.212    2              250            300.5109       -0.1622        187.5327       -62.9337       0.00           
300.5-0.212    2              350            300.5109       -0.1605        187.5330       -62.9321       6.12           
300.743+0.12   1              250            300.7228       0.1117         188.0421       -62.6774       0.00           
300.743+0.12   1              350            300.7225       0.1127         188.0416       -62.6763       3.76           
300.743+0.12   2              250            300.7616       0.1267         188.1288       -62.6653       0.00           
300.743+0.12   2              350            300.7614       0.1275         188.1285       -62.6645       2.97           
300.743+0.12   3              250            300.7375       0.1292         188.0769       -62.6610       0.00           
300.743+0.12   3              350            300.7381       0.1292         188.0782       -62.6611       2.16           
300.761+0.07   1              250            300.7673       0.0950         188.1361       -62.6973       0.00           
300.761+0.07   1              350            300.7664       0.0958         188.1343       -62.6964       4.33           
300.936+0.94   1              250            300.9619       0.9256         188.6770       -61.8821       0.00           
300.936+0.94   1              350            300.9625       0.9248         188.6782       -61.8830       3.60           
301.062-0.01   1              250            301.1216       -0.0838        188.8830       -62.8996       0.00           
301.062-0.01   1              350            301.1213       -0.0828        188.8825       -62.8986       3.76           
301.062-0.01   2              250            301.1200       -0.0738        188.8809       -62.8895       0.00           
301.062-0.01   2              350            301.1198       -0.0728        188.8806       -62.8885       3.67           
301.062-0.01   3              250            301.0665       -0.0668        188.7647       -62.8792       0.00           
301.062-0.01   3              350            301.0675       -0.0666        188.7669       -62.8791       3.67           
301.062-0.01   4              250            301.1142       -0.0565        188.8705       -62.8719       0.00           
301.062-0.01   4              350            301.1146       -0.0550        188.8716       -62.8704       5.59           
301.062-0.01   5              250            301.1238       -0.0442        188.8932       -62.8602       0.00           
301.062-0.01   5              350            301.1241       -0.0425        188.8941       -62.8586       6.21           
301.062-0.01   6              250            301.1059       -0.0435        188.8541       -62.8584       0.00           
301.062-0.01   6              350            301.1057       -0.0433        188.8537       -62.8582       1.02           
301.062-0.01   7              250            301.1055       -0.0030        188.8588       -62.8180       0.00           
301.062-0.01   7              350            301.1048       -0.0046        188.8570       -62.8195       6.29           
301.062-0.01   8              250            301.0739       -0.0063        188.7893       -62.8193       0.00           
301.062-0.01   8              350            301.0749       -0.0070        188.7914       -62.8201       4.39           
301.062-0.01   9              250            301.1211       -0.0007        188.8932       -62.8167       0.00           
301.062-0.01   9              350            301.1215       -0.0005        188.8941       -62.8165       1.61           
301.062-0.01   10             250            301.0918       0.0029         188.8296       -62.8112       0.00           
301.062-0.01   10             350            301.0929       0.0003         188.8317       -62.8139       10.16          
301.062-0.01   11             250            301.0574       0.0512         188.7612       -62.7609       0.00           
301.062-0.01   11             350            301.0584       0.0541         188.7638       -62.7580       11.04          
301.062-0.01   12             250            301.1031       0.0599         188.8621       -62.7551       0.00           
301.062-0.01   12             350            301.1042       0.0607         188.8646       -62.7543       4.90           
301.111-0.28   1              250            301.1254       -0.3059        188.8611       -63.1215       0.00           
301.111-0.28   1              350            301.1270       -0.3061        188.8646       -63.1218       5.80           
301.131-0.27   1              250            301.1075       -0.2585        188.8281       -63.0731       0.00           
301.131-0.27   1              350            301.1078       -0.2582        188.8288       -63.0728       1.53           
301.423-0.11   1              250            301.4101       -0.1218        189.5111       -62.9540       0.00           
301.423-0.11   1              350            301.4119       -0.1216        189.5151       -62.9539       6.52           
301.423-0.11   2              250            301.3734       -0.1171        189.4311       -62.9473       0.00           
301.423-0.11   2              350            301.3740       -0.1161        189.4325       -62.9464       4.20           
301.423-0.11   3              250            301.4144       -0.0926        189.5239       -62.9250       0.00           
301.423-0.11   3              350            301.4146       -0.0922        189.5244       -62.9246       1.61           
301.515+0.27   1              250            301.5036       0.2358         189.7544       -62.6015       0.00           
301.515+0.27   1              350            301.5043       0.2346         189.7558       -62.6027       5.00           
301.515+0.27   2              250            301.5604       0.2551         189.8797       -62.5849       0.00           
301.515+0.27   2              350            301.5610       0.2547         189.8809       -62.5853       2.60           
301.515+0.27   3              250            301.5335       0.2539         189.8212       -62.5848       0.00           
301.515+0.27   3              350            301.5331       0.2542         189.8204       -62.5845       1.80           
301.515+0.27   4              250            301.5011       0.2707         189.7527       -62.5665       0.00           
301.515+0.27   4              350            301.5018       0.2707         189.7542       -62.5666       2.52           
301.515+0.27   5              250            301.4840       0.2860         189.7172       -62.5504       0.00           
301.515+0.27   5              350            301.4843       0.2864         189.7179       -62.5500       1.80           
301.521+0.34   1              250            301.5228       0.3021         189.8030       -62.5362       0.00           
301.521+0.34   1              350            301.5251       0.3033         189.8081       -62.5351       9.34           
301.558-0.38   1              250            301.5377       -0.3707        189.7651       -63.2089       0.00           
301.558-0.38   1              350            301.5393       -0.3705        189.7687       -63.2088       5.80           
301.649-0.27   1              250            301.6497       -0.2748        190.0227       -63.1183       0.00           
301.649-0.27   1              350            301.6494       -0.2727        190.0223       -63.1162       7.64           
301.659+0.24   1              250            301.6227       0.2440         190.0138       -62.5988       0.00           
301.659+0.24   1              350            301.6221       0.2442         190.0125       -62.5986       2.28           
301.659-0.36   1              250            301.6459       -0.3697        190.0050       -63.2129       0.00           
301.659-0.36   1              350            301.6459       -0.3688        190.0051       -63.2120       3.24           
301.659-0.36   2              250            301.6592       -0.3667        190.0348       -63.2105       0.00           
301.659-0.36   2              350            301.6575       -0.3646        190.0313       -63.2084       9.73           
301.659-0.36   3              250            301.6355       -0.3327        189.9857       -63.1755       0.00           
301.659-0.36   3              350            301.6353       -0.3313        189.9854       -63.1741       5.09           
301.659-0.36   4              250            301.6227       -0.3282        189.9578       -63.1704       0.00           
301.659-0.36   4              350            301.6230       -0.3275        189.9585       -63.1698       2.74           
301.779+0.87   1              250            301.7702       0.8876         190.3877       -61.9618       0.00           
301.779+0.87   1              350            301.7704       0.8882         190.3882       -61.9613       2.28           
301.876+0.58   1              250            301.8777       0.5862         190.5937       -62.2670       0.00           
301.876+0.58   1              350            301.8765       0.5881         190.5913       -62.2651       8.09           
301.876+0.58   2              250            301.8952       0.6067         190.6328       -62.2471       0.00           
301.876+0.58   2              350            301.8959       0.6073         190.6343       -62.2465       3.32           
302.121-0.02   1              250            302.1735       -0.0243        191.1952       -62.8862       0.00           
302.121-0.02   1              350            302.1749       -0.0244        191.1983       -62.8864       5.05           
302.132+0.93   1              250            302.1346       0.9188         191.1644       -61.9425       0.00           
302.132+0.93   1              350            302.1342       0.9193         191.1635       -61.9419       2.31           
302.147+0.10   1              250            302.1508       0.0955         191.1524       -62.7659       0.00           
302.147+0.10   1              350            302.1507       0.0958         191.1522       -62.7656       1.14           
302.164+0.03   1              250            302.0782       -0.0525        190.9844       -62.9118       0.00           
302.164+0.03   1              350            302.0744       -0.0528        190.9760       -62.9120       13.72          
302.164+0.03   2              250            302.0708       -0.0391        190.9690       -62.8982       0.00           
302.164+0.03   2              350            302.0712       -0.0392        190.9699       -62.8983       1.48           
302.164+0.03   3              250            302.1472       0.0292         191.1406       -62.8321       0.00           
302.164+0.03   3              350            302.1490       0.0302         191.1446       -62.8311       7.41           
302.164+0.03   4              250            302.0707       0.0751         190.9761       -62.7840       0.00           
302.164+0.03   4              350            302.0711       0.0766         190.9771       -62.7826       5.59           
302.164+0.03   5              250            302.1849       0.1002         191.2271       -62.7621       0.00           
302.164+0.03   5              350            302.1841       0.0991         191.2253       -62.7632       4.90           
302.168+0.63   1              250            302.1275       0.6614         191.1346       -62.1996       0.00           
302.168+0.63   1              350            302.1277       0.6622         191.1351       -62.1988       2.97           
302.168+0.63   2              250            302.1351       0.6909         191.1526       -62.1703       0.00           
302.168+0.63   2              350            302.1357       0.6908         191.1539       -62.1704       2.19           
302.172+0.25   1              250            302.1723       0.2599         191.2086       -62.6021       0.00           
302.172+0.25   1              350            302.1727       0.2600         191.2094       -62.6020       1.48           
302.172+0.80   1              250            302.1763       0.8142         191.2474       -62.0481       0.00           
302.172+0.80   1              350            302.1774       0.8151         191.2498       -62.0472       5.12           
302.366+0.89   1              250            302.3675       0.8994         191.6586       -61.9671       0.00           
302.366+0.89   1              350            302.3682       0.8991         191.6601       -61.9674       2.74           
302.412-0.1    1              250            302.4410       -0.0194        191.7822       -62.8870       0.00           
302.412-0.1    1              350            302.4404       -0.0189        191.7809       -62.8865       2.81           
302.543+0.00   1              250            302.5438       -0.0014        192.0083       -62.8706       0.00           
302.543+0.00   1              350            302.5440       -0.0008        192.0088       -62.8700       2.28           
302.575+0.23   1              250            302.5482       0.2245         192.0244       -62.6448       0.00           
302.575+0.23   1              350            302.5458       0.2245         192.0192       -62.6447       8.64           
302.673+0.21   1              250            302.6712       0.2299         192.2921       -62.6407       0.00           
302.673+0.21   1              350            302.6725       0.2319         192.2950       -62.6387       8.59           
302.676-0.07   1              250            302.7362       -0.1068        192.4287       -62.9779       0.00           
302.676-0.07   1              350            302.7367       -0.1076        192.4298       -62.9787       3.40           
302.676-0.07   2              250            302.6618       -0.1004        192.2651       -62.9709       0.00           
302.676-0.07   2              350            302.6625       -0.1002        192.2666       -62.9707       2.62           
302.676-0.07   3              250            302.6914       -0.0797        192.3306       -62.9505       0.00           
302.676-0.07   3              350            302.6906       -0.0800        192.3288       -62.9508       3.08           
302.676-0.07   4              250            302.6786       -0.0788        192.3024       -62.9495       0.00           
302.676-0.07   4              350            302.6795       -0.0780        192.3044       -62.9487       4.33           
302.676-0.07   5              250            302.6432       -0.0466        192.2253       -62.9169       0.00           
302.676-0.07   5              350            302.6437       -0.0459        192.2264       -62.9162       3.10           
302.679+0.01   1              250            302.6807       0.0193         192.3089       -62.8514       0.00           
302.679+0.01   1              350            302.6808       0.0192         192.3091       -62.8515       0.51           
302.718+0.15   1              250            302.7129       0.1312         192.3813       -62.7397       0.00           
302.718+0.15   1              350            302.7133       0.1307         192.3822       -62.7402       2.31           
302.764-0.08   1              250            302.7643       -0.0826        192.4908       -62.9539       0.00           
302.764-0.08   1              350            302.7642       -0.0827        192.4906       -62.9540       0.51           
302.847-0.04   1              250            302.8470       -0.0496        192.6729       -62.9212       0.00           
302.847-0.04   1              350            302.8484       -0.0500        192.6760       -62.9216       5.24           
302.874-0.87   1              250            302.8896       -0.8713        192.7638       -63.7430       0.00           
302.874-0.87   1              350            302.8897       -0.8712        192.7640       -63.7429       0.51           
302.928-0.40   1              250            302.9484       -0.4500        192.8962       -63.3217       0.00           
302.928-0.40   1              350            302.9471       -0.4498        192.8933       -63.3215       4.73           
302.928-0.40   2              250            302.9911       -0.4376        192.9912       -63.3093       0.00           
302.928-0.40   2              350            302.9912       -0.4377        192.9914       -63.3094       0.51           
302.928-0.40   3              250            302.8847       -0.4344        192.7544       -63.3061       0.00           
302.928-0.40   3              350            302.8846       -0.4335        192.7541       -63.3052       3.26           
302.928-0.40   4              250            302.9442       -0.4260        192.8868       -63.2977       0.00           
302.928-0.40   4              350            302.9432       -0.4259        192.8846       -63.2976       3.62           
302.928-0.40   5              250            302.9621       -0.4224        192.9266       -63.2941       0.00           
302.928-0.40   5              350            302.9613       -0.4185        192.9248       -63.2902       14.33          
302.928-0.40   6              250            302.9413       -0.4134        192.8803       -63.2851       0.00           
302.928-0.40   6              350            302.9434       -0.4139        192.8850       -63.2856       7.77           
302.928-0.40   7              250            302.9021       -0.4025        192.7932       -63.2742       0.00           
302.928-0.40   7              350            302.9026       -0.4024        192.7943       -63.2741       1.84           
302.928-0.40   8              250            302.8681       -0.3839        192.7177       -63.2556       0.00           
302.928-0.40   8              350            302.8686       -0.3823        192.7188       -63.2540       6.03           
302.928-0.40   9              250            302.9707       -0.3794        192.9456       -63.2511       0.00           
302.928-0.40   9              350            302.9717       -0.3793        192.9478       -63.2510       3.62           
302.928-0.40   10             250            302.9250       -0.3657        192.8441       -63.2374       0.00           
302.928-0.40   10             350            302.9259       -0.3661        192.8461       -63.2378       3.55           
302.989+0.34   1              250            302.9743       0.3420         192.9513       -62.5297       0.00           
302.989+0.34   1              350            302.9738       0.3420         192.9503       -62.5297       1.80           
302.996-0.49   1              250            303.0136       -0.5115        193.0418       -63.3831       0.00           
302.996-0.49   1              350            303.0150       -0.5107        193.0449       -63.3823       5.80           
302.996-0.49   2              250            302.9954       -0.4954        193.0011       -63.3671       0.00           
302.996-0.49   2              350            302.9961       -0.4950        193.0026       -63.3667       2.90           
303.049+0.11   1              250            303.1265       0.0269         193.2858       -62.8442       0.00           
303.049+0.11   1              350            303.1266       0.0271         193.2860       -62.8440       0.80           
303.049+0.11   2              250            303.0135       0.1314         193.0376       -62.7402       0.00           
303.049+0.11   2              350            303.0138       0.1312         193.0382       -62.7404       1.30           
303.049+0.11   3              250            303.0482       0.1594         193.1131       -62.7121       0.00           
303.049+0.11   3              350            303.0481       0.1600         193.1129       -62.7115       2.19           
303.049+0.11   4              250            303.1675       0.1884         193.3728       -62.6824       0.00           
303.049+0.11   4              350            303.1679       0.1884         193.3737       -62.6824       1.44           
303.049+0.11   5              250            303.0118       0.2405         193.0332       -62.6311       0.00           
303.049+0.11   5              350            303.0116       0.2429         193.0328       -62.6287       8.67           
303.049+0.11   6              250            303.1713       0.2681         193.3797       -62.6027       0.00           
303.049+0.11   6              350            303.1716       0.2683         193.3803       -62.6025       1.30           
303.049+0.11   7              250            302.9855       0.2752         192.9759       -62.5965       0.00           
303.049+0.11   7              350            302.9845       0.2768         192.9737       -62.5949       6.79           
303.305-0.88   1              250            303.2343       -0.8780        193.5430       -63.7481       0.00           
303.305-0.88   1              350            303.2346       -0.8785        193.5437       -63.7486       2.10           
303.305-0.88   2              250            303.3200       -0.8537        193.7360       -63.7228       0.00           
303.305-0.88   2              350            303.3211       -0.8534        193.7385       -63.7225       4.10           
303.418-0.65   1              250            303.4114       -0.6953        193.9364       -63.5630       0.00           
303.418-0.65   1              350            303.4115       -0.6946        193.9366       -63.5623       2.55           
303.418-0.65   2              250            303.4095       -0.6841        193.9317       -63.5519       0.00           
303.418-0.65   2              350            303.4099       -0.6854        193.9327       -63.5532       4.90           
303.418-0.65   3              250            303.3684       -0.6443        193.8381       -63.5127       0.00           
303.418-0.65   3              350            303.3670       -0.6447        193.8350       -63.5132       5.24           
303.425-0.58   1              250            303.3785       -0.6341        193.8604       -63.5024       0.00           
303.425-0.58   1              350            303.3782       -0.6335        193.8597       -63.5018       2.41           
303.425-0.58   2              250            303.4346       -0.6089        193.9851       -63.4763       0.00           
303.425-0.58   2              350            303.4342       -0.6108        193.9843       -63.4782       6.99           
303.425-0.58   3              250            303.4859       -0.5808        194.0987       -63.4472       0.00           
303.425-0.58   3              350            303.4859       -0.5793        194.0987       -63.4457       5.40           
303.569-0.58   1              250            303.5512       -0.5794        194.2447       -63.4445       0.00           
303.569-0.58   1              350            303.5523       -0.5792        194.2472       -63.4443       4.02           
303.58-0.677   1              250            303.5753       -0.6387        194.3016       -63.5032       0.00           
303.58-0.677   1              350            303.5753       -0.6385        194.3016       -63.5030       0.72           
303.587-0.59   1              250            303.5892       -0.6234        194.3319       -63.4876       0.00           
303.587-0.59   1              350            303.5883       -0.6233        194.3299       -63.4876       3.26           
303.587-0.59   2              250            303.5550       -0.6174        194.2551       -63.4824       0.00           
303.587-0.59   2              350            303.5535       -0.6184        194.2517       -63.4834       6.49           
303.691-0.68   1              250            303.6492       -0.6603        194.4684       -63.5231       0.00           
303.691-0.68   1              350            303.6489       -0.6606        194.4677       -63.5234       1.53           
303.882-0.69   1              250            303.8704       -0.6785        194.9656       -63.5349       0.00           
303.882-0.69   1              350            303.8704       -0.6782        194.9655       -63.5346       1.08           
304.115+0.27   1              250            304.1142       0.2795         195.4265       -62.5687       0.00           
304.115+0.27   1              350            304.1133       0.2797         195.4245       -62.5685       3.32           
304.458+0.01   1              250            304.4750       0.0078         196.2395       -62.8234       0.00           
304.458+0.01   1              350            304.4754       0.0097         196.2402       -62.8215       6.99           
304.526-0.03   1              250            304.5538       -0.0543        196.4193       -62.8812       0.00           
304.526-0.03   1              350            304.5539       -0.0527        196.4193       -62.8796       5.77           
304.674+0.25   1              250            304.6608       0.2722         196.6119       -62.5492       0.00           
304.674+0.25   1              350            304.6614       0.2737         196.6130       -62.5476       5.82           
304.75-0.803   1              250            304.7740       -0.8292        197.0109       -63.6415       0.00           
304.75-0.803   1              350            304.7741       -0.8298        197.0112       -63.6421       2.19           
305.016-0.03   1              250            305.0230       -0.0339        197.4429       -62.8312       0.00           
305.016-0.03   1              350            305.0236       -0.0325        197.4440       -62.8297       5.48           
305.022+0.32   1              250            305.0212       0.3140         197.3854       -62.4843       0.00           
305.022+0.32   1              350            305.0212       0.3152         197.3852       -62.4831       4.32           
305.057+0.11   1              250            305.0753       0.1131         197.5338       -62.6808       0.00           
305.057+0.11   1              350            305.0748       0.1128         197.5327       -62.6811       2.10           
305.057+0.11   2              250            305.0649       0.1280         197.5088       -62.6667       0.00           
305.057+0.11   2              350            305.0642       0.1292         197.5071       -62.6656       5.00           
305.07+0.329   1              250            305.0530       0.3502         197.4485       -62.4459       0.00           
305.07+0.329   1              350            305.0533       0.3509         197.4490       -62.4452       2.74           
305.074+0.23   1              250            305.0759       0.2456         197.5142       -62.5486       0.00           
305.074+0.23   1              350            305.0750       0.2447         197.5124       -62.5496       4.58           
305.085-0.16   1              250            305.0852       -0.1680        197.6003       -62.9604       0.00           
305.085-0.16   1              350            305.0835       -0.1685        197.5967       -62.9611       6.38           
305.086+0.54   1              250            305.0845       0.5496         197.4855       -62.2448       0.00           
305.086+0.54   1              350            305.0849       0.5500         197.4863       -62.2444       2.04           
305.09+0.004   1              250            305.1030       0.0138         197.6099       -62.7778       0.00           
305.09+0.004   1              350            305.1027       0.0120         197.6095       -62.7796       6.57           
305.112-0.18   1              250            305.0583       -0.1899        197.5448       -62.9842       0.00           
305.112-0.18   1              350            305.0584       -0.1887        197.5448       -62.9830       4.33           
305.112-0.18   2              250            305.1091       -0.1695        197.6530       -62.9602       0.00           
305.112-0.18   2              350            305.1092       -0.1701        197.6533       -62.9608       2.19           
305.112-0.18   3              250            305.1329       -0.1572        197.7032       -62.9461       0.00           
305.112-0.18   3              350            305.1327       -0.1571        197.7027       -62.9460       0.80           
305.112-0.18   4              250            305.0994       -0.1228        197.6241       -62.9143       0.00           
305.112-0.18   4              350            305.1010       -0.1222        197.6275       -62.9136       6.15           
305.112-0.18   5              250            305.1477       -0.0969        197.7256       -62.8849       0.00           
305.112-0.18   5              350            305.1503       -0.0961        197.7312       -62.8839       9.79           
305.117-0.23   1              250            305.1048       -0.2258        197.6528       -63.0166       0.00           
305.117-0.23   1              350            305.1045       -0.2248        197.6520       -63.0157       3.76           
305.142-0.34   1              250            305.0834       -0.2797        197.6145       -63.0720       0.00           
305.142-0.34   1              350            305.0796       -0.2807        197.6063       -63.0732       14.15          
305.149+0.19   1              250            305.1619       0.1818         197.7107       -62.6059       0.00           
305.149+0.19   1              350            305.1642       0.1805         197.7159       -62.6070       9.51           
305.178-0.47   1              250            305.1653       -0.4957        197.8316       -63.2812       0.00           
305.178-0.47   1              350            305.1650       -0.4956        197.8309       -63.2811       1.14           
305.188+0.20   1              250            305.1803       0.1993         197.7476       -62.5871       0.00           
305.188+0.20   1              350            305.1788       0.1991         197.7444       -62.5874       5.45           
305.283+0.38   1              250            305.2351       0.3899         197.8344       -62.3928       0.00           
305.283+0.38   1              350            305.2365       0.3896         197.8374       -62.3930       5.15           
305.293+0.70   1              250            305.3539       0.6844         198.0388       -62.0899       0.00           
305.293+0.70   1              350            305.3541       0.6845         198.0392       -62.0898       0.80           
305.293+0.70   2              250            305.3832       0.6915         198.1000       -62.0804       0.00           
305.293+0.70   2              350            305.3831       0.6921         198.0997       -62.0798       2.19           
305.293+0.70   3              250            305.3576       0.7007         198.0439       -62.0733       0.00           
305.293+0.70   3              350            305.3581       0.7024         198.0447       -62.0716       6.38           
305.302+0.27   1              250            305.2358       0.2616         197.8573       -62.5207       0.00           
305.302+0.27   1              350            305.2355       0.2613         197.8567       -62.5210       1.53           
305.302+0.27   2              250            305.2378       0.2850         197.8577       -62.4972       0.00           
305.302+0.27   2              350            305.2380       0.2842         197.8583       -62.4980       2.97           
305.302+0.27   3              250            305.2591       0.3267         197.8967       -62.4540       0.00           
305.302+0.27   3              350            305.2591       0.3269         197.8966       -62.4538       0.72           
305.358+0.66   1              250            305.3969       0.5572         198.1527       -62.2132       0.00           
305.358+0.66   1              350            305.3982       0.5568         198.1555       -62.2135       4.90           
305.358+0.66   2              250            305.4067       0.5708         198.1712       -62.1988       0.00           
305.358+0.66   2              350            305.4074       0.5707         198.1727       -62.1989       2.55           
305.374-0.21   1              250            305.3124       -0.0715        198.0813       -62.8467       0.00           
305.374-0.21   1              350            305.3126       -0.0714        198.0817       -62.8466       0.80           
305.374-0.21   2              250            305.2632       -0.0601        197.9718       -62.8392       0.00           
305.374-0.21   2              350            305.2640       -0.0588        197.9733       -62.8379       5.50           
305.374-0.21   3              250            305.2308       -0.0555        197.9003       -62.8372       0.00           
305.374-0.21   3              350            305.2298       -0.0543        197.8979       -62.8361       5.62           
305.398+0.23   1              250            305.3730       0.2612         198.1537       -62.5101       0.00           
305.398+0.23   1              350            305.3735       0.2617         198.1547       -62.5096       2.55           
305.407+0.20   1              250            305.4286       0.2515         198.2755       -62.5152       0.00           
305.407+0.20   1              350            305.4295       0.2526         198.2773       -62.5140       5.12           
305.407+0.20   2              250            305.3836       0.2566         198.1774       -62.5138       0.00           
305.407+0.20   2              350            305.3838       0.2576         198.1777       -62.5128       3.67           
305.433-0.26   1              250            305.3364       -0.3589        198.1857       -63.1311       0.00           
305.433-0.26   1              350            305.3362       -0.3589        198.1853       -63.1312       0.72           
305.433-0.26   2              250            305.3393       -0.2633        198.1747       -63.0356       0.00           
305.433-0.26   2              350            305.3393       -0.2623        198.1745       -63.0346       3.60           
305.433-0.26   3              250            305.3377       -0.2532        198.1693       -63.0257       0.00           
305.433-0.26   3              350            305.3380       -0.2541        198.1701       -63.0266       3.42           
305.433-0.26   4              250            305.3170       -0.1884        198.1122       -62.9628       0.00           
305.433-0.26   4              350            305.3175       -0.1884        198.1133       -62.9628       1.80           
305.434+0.06   1              250            305.4611       0.0204         198.3886       -62.7427       0.00           
305.434+0.06   1              350            305.4617       0.0203         198.3900       -62.7427       2.19           
305.434+0.06   2              250            305.4427       0.1059         198.3328       -62.6591       0.00           
305.434+0.06   2              350            305.4440       0.1065         198.3355       -62.6584       5.15           
305.44+0.387   1              250            305.4583       0.4007         198.3123       -62.3640       0.00           
305.44+0.387   1              350            305.4586       0.4017         198.3128       -62.3630       3.76           
305.473-0.09   1              250            305.4543       -0.0903        198.3946       -62.8536       0.00           
305.473-0.09   1              350            305.4541       -0.0906        198.3942       -62.8539       1.30           
305.473-0.09   2              250            305.4347       -0.0889        198.3515       -62.8538       0.00           
305.473-0.09   2              350            305.4351       -0.0891        198.3524       -62.8540       1.61           
305.48-0.384   1              250            305.5156       -0.3972        198.5882       -63.1539       0.00           
305.48-0.384   1              350            305.5129       -0.4006        198.5829       -63.1576       15.63          
305.48-0.384   2              250            305.4105       -0.3416        198.3458       -63.1077       0.00           
305.48-0.384   2              350            305.4112       -0.3413        198.3473       -63.1073       2.74           
305.488+0.24   1              250            305.5127       0.2301         198.4611       -62.5293       0.00           
305.488+0.24   1              350            305.5143       0.2309         198.4644       -62.5284       6.44           
305.49+0.407   1              250            305.4893       0.4052         198.3781       -62.3569       0.00           
305.49+0.407   1              350            305.4898       0.4056         198.3791       -62.3564       2.31           
305.525-0.32   1              250            305.4493       -0.3130        198.4258       -63.0759       0.00           
305.525-0.32   1              350            305.4495       -0.3132        198.4263       -63.0760       1.02           
305.525-0.32   2              250            305.5573       -0.2198        198.6449       -62.9735       0.00           
305.525-0.32   2              350            305.5580       -0.2194        198.6463       -62.9731       2.90           
305.534-0.00   1              250            305.4136       0.2056         198.2515       -62.5622       0.00           
305.534-0.00   1              350            305.4140       0.2060         198.2523       -62.5617       2.04           
305.534-0.00   2              250            305.3811       0.2415         198.1747       -62.5291       0.00           
305.534-0.00   2              350            305.3820       0.2418         198.1766       -62.5287       3.42           
305.534-0.00   3              250            305.3691       0.2477         198.1477       -62.5239       0.00           
305.534-0.00   3              350            305.3679       0.2484         198.1450       -62.5233       5.00           
305.551-0.39   1              250            305.5563       -0.3811        198.6747       -63.1343       0.00           
305.551-0.39   1              350            305.5577       -0.3807        198.6777       -63.1337       5.24           
305.588+0.00   1              250            305.5779       0.0188         198.6429       -62.7340       0.00           
305.588+0.00   1              350            305.5799       0.0198         198.6471       -62.7329       8.05           
305.591-0.31   1              250            305.6085       -0.3338        198.7801       -63.0824       0.00           
305.591-0.31   1              350            305.6102       -0.3346        198.7840       -63.0830       6.76           
305.599-0.16   1              250            305.5887       -0.1542        198.7006       -62.9054       0.00           
