map name       source         band [mu]      glon           glat           ra             dec            distance ["]   
29.119+0.026   1              250            29.1403        0.0332         281.0990       -3.3588        0.00           
29.119+0.026   1              350            29.1392        0.0335         281.0982       -3.3597        4.10  
29.174-0.496   1              250            29.1759        -0.4967        281.5876       -3.5691        0.00           
29.174-0.496   1              350            29.1757        -0.4961        281.5869       -3.5690        2.28  
29.284-0.629   1              250            29.3131        -0.6120        281.7531       -3.4996        0.00           
29.284-0.629   1              350            29.3133        -0.6125        281.7536       -3.4997        1.94     
29.601-0.579   1              250            29.5972        -0.5680        281.8437       -3.2267        0.00           
29.601-0.579   1              350            29.5981        -0.5672        281.8434       -3.2256        4.33    
29.959-0.054   2              250            29.9309        -0.0397        281.5254       -2.6887        0.00           
29.959-0.054   2              350            29.9307        -0.0396        281.5252       -2.6889        0.80 
29.962-0.789   2              250            29.8826        -0.7631        282.1479       -3.0617        0.00           
29.962-0.789   2              350            29.8839        -0.7645        282.1498       -3.0612        6.88  
29.962-0.789   6              250            29.9407        -0.7887        282.1973       -3.0217        0.00           
29.962-0.789   6              350            29.9409        -0.7884        282.1971       -3.0214        1.30 
29.962-0.789   8              250            30.0044        -0.8024        282.2385       -2.9713        0.00           
29.962-0.789   8              350            30.0041        -0.8027        282.2387       -2.9717        1.53   
30.062+0.108   1              250            30.0118        0.0973         281.4404       -2.5542        0.00           
30.062+0.108   1              350            30.0127        0.0954         281.4425       -2.5543        7.57  
30.143-0.069   1              250            30.1431        -0.0662        281.6460       -2.5120        0.00           
30.143-0.069   1              350            30.1427        -0.0665        281.6461       -2.5125        1.80   
30.21-0.113    1              250            30.2070        -0.1321        281.7339       -2.4852        0.00           
30.21-0.113    1              350            30.2079        -0.1310        281.7333       -2.4839        5.12  
30.303-0.285   1              250            30.3003        -0.2780        281.9064       -2.4688        0.00           
30.303-0.285   1              350            30.3013        -0.2801        281.9087       -2.4689        8.37  
30.308-0.245   1              250            30.3102        -0.2468        281.8832       -2.4457        0.00           
30.308-0.245   1              350            30.3104        -0.2466        281.8831       -2.4455        1.02 
30.314-0.137   1              250            30.3170        -0.1568        281.8061       -2.3986        0.00           
30.314-0.137   1              350            30.3165        -0.1562        281.8053       -2.3988        2.81  
30.314-0.137   2              250            30.3155        -0.1378        281.7885       -2.3913        0.00           
30.314-0.137   2              350            30.3161        -0.1379        281.7889       -2.3908        2.19     
30.349-0.273   1              250            30.3505        -0.2729        281.9248       -2.4218        0.00           
30.349-0.273   1              350            30.3517        -0.2716        281.9242       -2.4201        6.37   
30.438-0.1     1              250            30.4393        -0.0994        281.8108       -2.2636        0.00           
30.438-0.1     1              350            30.4401        -0.0988        281.8107       -2.2626        3.60 
30.492+0.958   2              250            30.4938        0.9563         280.8959       -1.7332        0.00           
30.492+0.958   2              350            30.4931        0.9564         280.8955       -1.7337        2.55   
30.492+0.958   3              250            30.5017        0.9488         280.9062       -1.7296        0.00           
30.492+0.958   3              350            30.5020        0.9494         280.9058       -1.7290        2.41  
30.492+0.958   4              250            30.5050        0.9605         280.8973       -1.7213        0.00           
30.492+0.958   4              350            30.5057        0.9610         280.8971       -1.7204        3.10  
30.578-0.252   1              250            30.5828        -0.2104        281.9752       -2.1866        0.00           
30.578-0.252   1              350            30.5831        -0.2110        281.9759       -2.1866        2.41 
30.601-0.683   1              250            30.5007        -0.5569        282.2463       -2.4177        0.00           
30.601-0.683   1              350            30.5005        -0.5569        282.2462       -2.4178        0.72   
30.601-0.683   2              250            30.6121        -0.6851        282.4114       -2.3770        0.00           
30.601-0.683   2              350            30.6119        -0.6853        282.4115       -2.3772        1.02  
30.601-0.683   3              250            30.6629        -0.7290        282.4736       -2.3518        0.00           
30.601-0.683   3              350            30.6626        -0.7276        282.4723       -2.3514        5.15   
30.615+0.237   2              250            30.6130        0.2353         281.5921       -1.9563        0.00           
30.615+0.237   2              350            30.6151        0.2375         281.5911       -1.9534        10.95   
30.62-0.351    1              250            30.6209        -0.3524        282.1190       -2.2174        0.00           
30.62-0.351    1              350            30.6209        -0.3525        282.1191       -2.2175        0.36 
30.663-0.121   1              250            30.6534        -0.1228        281.9294       -2.0838        0.00           
30.663-0.121   1              350            30.6527        -0.1213        281.9278       -2.0837        5.96   
30.664-0.423   1              250            30.6639        -0.4133        282.1929       -2.2069        0.00           
30.664-0.423   1              350            30.6654        -0.4157        282.1957       -2.2067        10.19   
30.807-0.031   2              250            30.7714        -0.0864        281.9509       -1.9622        0.00           
30.807-0.031   2              350            30.7726        -0.0870        281.9520       -1.9614        4.83  
30.895+0.134   1              250            30.8944        0.1390         281.8063       -1.7499        0.00           
30.895+0.134   1              350            30.8945        0.1390         281.8064       -1.7498        0.36 
31.023-0.111   1              250            31.0237        -0.1114        282.0883       -1.7490        0.00           
31.023-0.111   1              350            31.0247        -0.1121        282.0894       -1.7485        4.39  
31.039+0.241   1              250            31.0244        0.2621         281.7561       -1.5780        0.00           
31.039+0.241   1              350            31.0257        0.2639         281.7551       -1.5761        7.99 
31.039+0.241   2              250            31.0451        0.2482         281.7779       -1.5660        0.00           
31.039+0.241   2              350            31.0454        0.2483         281.7780       -1.5656        1.14  
31.096+0.221   1              250            31.0722        0.2440         281.7940       -1.5438        0.00           
31.096+0.221   1              350            31.0728        0.2447         281.7937       -1.5429        3.32   
32.006-0.51    2              250            31.9822        -0.4690        282.8438       -1.0591        0.00           
32.006-0.51    2              350            31.9832        -0.4687        282.8440       -1.0581        3.76   
32.036-0.331   1              250            32.0208        -0.3212        282.7299       -0.9573        0.00           
32.036-0.331   1              350            32.0227        -0.3203        282.7300       -0.9552        7.57  
32.107-0.378   1              250            32.1307        -0.3720        282.8252       -0.8827        0.00           
32.107-0.378   1              350            32.1327        -0.3725        282.8266       -0.8812        7.42  
32.147+0.142   1              250            32.0120        0.0570         282.3892       -0.7927        0.00           
32.147+0.142   1              350            32.0124        0.0581         282.3884       -0.7919        4.21    
32.635-0.255   1              250            32.6205        -0.2617        282.9504       -0.3965        0.00           
32.635-0.255   1              350            32.6225        -0.2610        282.9507       -0.3944        7.63     
32.635-0.255   2              250            32.6188        -0.2389        282.9293       -0.3876        0.00           
32.635-0.255   2              350            32.6200        -0.2392        282.9301       -0.3867        4.45  
32.925+0.007   1              250            32.9264        0.0079         282.8499       -0.0013        0.00           
32.925+0.007   1              350            32.9269        0.0083         282.8498       -0.0007        2.31  
33.212+0.013   1              250            33.2021        0.0193         282.9655       0.2493         0.00           
33.212+0.013   1              350            33.2022        0.0193         282.9655       0.2493         0.36 
33.238+0.27    1              250            33.2346        0.2733         282.7543       0.3940         0.00           
33.238+0.27    1              350            33.2368        0.2736         282.7550       0.3961         7.99 
33.238+0.27    2              250            33.2570        0.2754         282.7626       0.4149         0.00           
33.238+0.27    2              350            33.2576        0.2754         282.7629       0.4154         2.16 
33.325-0.191   1              250            33.3238        -0.1922        283.2092       0.2611         0.00           
33.325-0.191   1              350            33.3233        -0.1908        283.2078       0.2613         5.35  
33.363-0.007   2              250            33.3662        -0.0070        283.0637       0.3833         0.00           
33.363-0.007   2              350            33.3671        -0.0069        283.0641       0.3842         3.26 
33.568+0.027   1              250            33.5668        0.0278         283.1242       0.5777         0.00           
33.568+0.027   1              350            33.5666        0.0280         283.1240       0.5776         1.02 
33.988-0.297   1              250            33.9773        -0.2787        283.5842       0.8033         0.00           
33.988-0.297   1              350            33.9776        -0.2780        283.5838       0.8038         2.74 
34.172+0.477   1              250            34.1697        0.4766         282.9997       1.3189         0.00           
34.172+0.477   1              350            34.1692        0.4766         282.9995       1.3185         1.80 
34.539+0.536   1              250            34.5164        0.5509         283.0917       1.6613         0.00           
34.539+0.536   1              350            34.5165        0.5507         283.0919       1.6613         0.80    
34.707-0.841   1              250            34.7069        -0.8410        284.4176       1.1959         0.00           
34.707-0.841   1              350            34.7076        -0.8408        284.4177       1.1966         2.62  
34.709-0.67    1              250            34.7049        -0.6675        284.2623       1.2733         0.00           
34.709-0.67    1              350            34.7047        -0.6666        284.2614       1.2735         3.32   
34.737-0.78    1              250            34.7777        -0.8065        284.4192       1.2746         0.00           
34.737-0.78    1              350            34.7779        -0.8071        284.4198       1.2745         2.28 
34.739-0.118   1              250            34.7393        -0.1186        283.7894       1.5544         0.00           
34.739-0.118   1              350            34.7394        -0.1190        283.7898       1.5543         1.48 
34.93+0.338    1              250            34.9293        0.3408         283.4671       1.9330         0.00           
34.93+0.338    1              350            34.9296        0.3399         283.4680       1.9329         3.42    
34.931+0.386   1              250            34.9437        0.3896         283.4302       1.9681         0.00           
34.931+0.386   1              350            34.9456        0.3892         283.4314       1.9696         6.99 
35.057-0.537   1              250            35.0242        -0.5357        284.2907       1.6176         0.00           
35.057-0.537   1              350            35.0249        -0.5359        284.2912       1.6181         2.62  
35.115-0.667   1              250            35.1160        -0.6666        284.4492       1.6395         0.00           
35.115-0.667   1              350            35.1158        -0.6669        284.4494       1.6392         1.30 
35.121-0.007   1              250            35.1287        -0.0077        283.8684       1.9515         0.00           
35.121-0.007   1              350            35.1282        -0.0073        283.8678       1.9512         2.31 
35.142-0.407   1              250            35.1414        -0.4069        284.2296       1.7806         0.00           
35.142-0.407   1              350            35.1413        -0.4057        284.2285       1.7811         4.33  
35.191-0.758   2              250            35.1518        -0.7185        284.5117       1.6476         0.00           
35.191-0.758   2              350            35.1525        -0.7180        284.5116       1.6485         3.10    
35.191-0.758   3              250            35.1741        -0.7543        284.5538       1.6511         0.00           
35.191-0.758   3              350            35.1751        -0.7542        284.5541       1.6521         3.62  
35.25-0.803    1              250            35.2497        -0.8031        284.6317       1.6961         0.00           
35.25-0.803    1              350            35.2485        -0.8026        284.6307       1.6952         4.68
35.549+0.049   1              250            35.5395        0.0244         284.0274       2.3317         0.00           
35.549+0.049   1              350            35.5394        0.0244         284.0274       2.3316         0.36 
35.58-1.005    1              250            35.5707        -1.0111        284.9635       1.8866         0.00           
35.58-1.005    1              350            35.5709        -1.0110        284.9635       1.8868         0.80 
35.606-0.244   1              250            35.6080        -0.2434        284.2972       2.2704         0.00           
35.606-0.244   1              350            35.6080        -0.2441        284.2978       2.2701         2.52
35.645-0.246   1              250            35.6488        -0.2468        284.3188       2.3051         0.00           
35.645-0.246   1              350            35.6487        -0.2469        284.3189       2.3050         0.51  
35.732-0.873   4              250            35.8309        -0.8891        284.9739       2.1738         0.00           
35.732-0.873   4              350            35.8306        -0.8886        284.9733       2.1737         2.10  
35.745+0.147   3              250            35.7980        0.1599         284.0248       2.6235         0.00           
35.745+0.147   3              350            35.7973        0.1595         284.0248       2.6227         2.90   
36.346-0.086   2              250            36.3473        -0.0843        284.4934       3.0008         0.00           
36.346-0.086   2              350            36.3473        -0.0837        284.4929       3.0010         2.16 
36.671-0.131   1              250            36.6707        -0.1282        284.6804       3.2684         0.00           
36.671-0.131   1              350            36.6710        -0.1304        284.6825       3.2677         7.99    
36.899-0.41    1              250            36.9154        -0.4185        285.0511       3.3534         0.00           
36.899-0.41    1              350            36.9158        -0.4183        285.0511       3.3538         1.61  
37.35-0.255    1              250            37.2773        -0.2495        285.0663       3.7525         0.00           
37.35-0.255    1              350            37.2786        -0.2495        285.0669       3.7537         4.68 
37.35-0.255    2              250            37.2923        -0.2392        285.0640       3.7706         0.00           
37.35-0.255    2              350            37.2931        -0.2381        285.0634       3.7718         4.90  
37.35-0.255    3              250            37.3226        -0.2318        285.0713       3.8009         0.00           
37.35-0.255    3              350            37.3226        -0.2316        285.0711       3.8010         0.72  
37.35-0.255    4              250            37.3202        -0.2206        285.0602       3.8039         0.00           
37.35-0.255    4              350            37.3200        -0.2208        285.0603       3.8036         1.02    
37.35-0.255    6              250            37.4074        -0.2827        285.1555       3.8530         0.00           
37.35-0.255    6              350            37.4069        -0.2831        285.1557       3.8524         2.31 
37.438+0.141   1              250            37.4271        0.1416         284.7863       4.0645         0.00           
37.438+0.141   1              350            37.4273        0.1412         284.7867       4.0645         1.61
37.473+0.049   1              250            37.4745        0.0491         284.8905       4.0644         0.00           
37.473+0.049   1              350            37.4754        0.0494         284.8906       4.0653         3.42   
37.487-0.811   1              250            37.4619        -0.8122        285.6523       3.6592         0.00           
37.487-0.811   1              350            37.4625        -0.8111        285.6516       3.6602         4.51    
37.884-0.149   1              250            37.8859        -0.1518        285.2583       4.3384         0.00           
37.884-0.149   1              350            37.8866        -0.1509        285.2578       4.3394         4.10  
38.85-0.427    1              250            38.8796        -0.3905        285.9278       5.1125         0.00           
38.85-0.427    1              350            38.8801        -0.3903        285.9278       5.1130         1.94  
38.854-0.501   1              250            38.8497        -0.5569        286.0625       5.0096         0.00           
38.854-0.501   1              350            38.8492        -0.5565        286.0619       5.0093         2.31     
38.854-0.501   2              250            38.8671        -0.4731        285.9957       5.0635         0.00           
38.854-0.501   2              350            38.8675        -0.4718        285.9948       5.0644         4.90 
38.864-0.488   1              250            38.8555        -0.5010        286.0153       5.0404         0.00           
38.864-0.488   1              350            38.8559        -0.5009        286.0154       5.0408         1.48 
38.864-0.488   2              250            38.8882        -0.4578        285.9918       5.0892         0.00           
38.864-0.488   2              350            38.8895        -0.4571        285.9918       5.0907         5.32  
38.939-0.365   1              250            38.9067        -0.4737        286.0145       5.0984         0.00           
38.939-0.365   1              350            38.9073        -0.4722        286.0134       5.0996         5.82      
38.939-0.365   2              250            38.9163        -0.4059        285.9584       5.1380         0.00           
38.939-0.365   2              350            38.9169        -0.4057        285.9585       5.1386         2.28     
38.939-0.365   3              250            38.9300        -0.4073        285.9660       5.1495         0.00           
38.939-0.365   3              350            38.9306        -0.4075        285.9664       5.1500         2.28      
38.962-0.543   1              250            38.9628        -0.5443        286.1033       5.1159         0.00           
38.962-0.543   1              350            38.9638        -0.5436        286.1032       5.1171         4.39  
38.977-0.618   1              250            38.9497        -0.6000        286.1470       5.0787         0.00           
38.977-0.618   1              350            38.9493        -0.5994        286.1463       5.0786         2.60  
40.924-0.116   1              250            40.9261        -0.1210        286.6318       7.0543         0.00           
40.924-0.116   1              350            40.9260        -0.1194        286.6303       7.0549         5.77   
41.089-0.274   2              250            41.0481        -0.2892        286.8389       7.0852         0.00           
41.089-0.274   2              350            41.0487        -0.2889        286.8389       7.0859         2.41   
41.213-0.137   1              250            41.1947        -0.1216        286.7568       7.2925         0.00           
41.213-0.137   1              350            41.1948        -0.1215        286.7568       7.2927         0.51  
41.25+0.347    1              250            41.2729        0.3515         286.3693       7.5794         0.00           
41.25+0.347    1              350            41.2740        0.3532         286.3683       7.5812         7.29  
41.382+0.021   2              250            41.3845        0.0279         286.7110       7.5298         0.00           
41.382+0.021   2              350            41.3836        0.0286         286.7100       7.5293         4.10 
42.137-0.648   2              250            42.1557        -0.6642        287.6895       7.8952         0.00           
42.137-0.648   2              350            42.1563        -0.6653        287.6908       7.8952         4.51   
42.232-0.581   1              250            42.2179        -0.5997        287.6608       7.9802         0.00           
42.232-0.581   1              350            42.2184        -0.6001        287.6614       7.9804         2.31  
42.232-0.581   2              250            42.2342        -0.5799        287.6506       8.0038         0.00           
42.232-0.581   2              350            42.2349        -0.5802        287.6512       8.0042         2.74  
42.243-0.652   1              250            42.2230        -0.6496        287.7078       7.9616         0.00           
42.243-0.652   1              350            42.2226        -0.6502        287.7082       7.9610         2.60    
42.243-0.652   2              250            42.2514        -0.6282        287.7019       7.9967         0.00           
42.243-0.652   2              350            42.2516        -0.6281        287.7019       7.9969         0.80   
42.807-0.144   1              250            42.8091        -0.1442        287.5284       8.7149         0.00           
42.807-0.144   1              350            42.8094        -0.1438        287.5281       8.7153         1.80  
42.807-0.144   2              250            42.8165        -0.1023        287.4942       8.7408         0.00           
42.807-0.144   2              350            42.8166        -0.1023        287.4943       8.7409         0.36   
42.87-0.181    1              250            42.8712        -0.1797        287.5892       8.7536         0.00           
42.87-0.181    1              350            42.8702        -0.1774        287.5867       8.7537         9.03 
43.139-0.038   5              250            43.1976        -0.0890        287.6604       9.0850         0.00           
43.139-0.038   5              350            43.1974        -0.0889        287.6602       9.0848         0.80  
44.287-0.091   1              250            44.2942        -0.0915        288.1772       10.0560        0.00           
44.287-0.091   1              350            44.2940        -0.0909        288.1766       10.0561        2.28 
44.292-0.817   2              250            44.3463        -0.7656        288.8079       9.7892         0.00           
44.292-0.817   2              350            44.3464        -0.7658        288.8081       9.7892         0.80 
44.341+0.115   1              250            44.3381        0.1131         288.0137       10.1896        0.00           
44.341+0.115   1              350            44.3393        0.1152         288.0124       10.1917        8.71          
45.169-0.428   1              250            45.1448        -0.4515        288.9029       10.6421        0.00           
45.169-0.428   1              350            45.1447        -0.4507        288.9021       10.6424        2.90     
45.494+0.114   1              250            45.4264        0.0677         288.5681       11.1328        0.00           
45.494+0.114   1              350            45.4259        0.0671         288.5684       11.1321        2.81 
45.531+0.042   1              250            45.5170        0.0311         288.6441       11.1960        0.00           
45.531+0.042   1              350            45.5125        0.0306         288.6424       11.1918        16.30  
45.761-0.254   1              250            45.7618        -0.2540        289.0175       11.2800        0.00           
45.761-0.254   1              350            45.7610        -0.2537        289.0168       11.2795        3.08    
45.791-0.275   2              250            45.7914        -0.2725        289.0483       11.2976        0.00           
45.791-0.275   2              350            45.7919        -0.2723        289.0483       11.2982        1.94  
46.252-0.262   1              250            46.2417        -0.2608        289.2520       11.7014        0.00           
46.252-0.262   1              350            46.2430        -0.2607        289.2525       11.7026        4.69   
47.158+0.355   1              250            47.1409        0.3245         289.1514       12.7698        0.00           
47.158+0.355   1              350            47.1407        0.3241         289.1516       12.7695        1.61
47.693-0.408   1              250            47.6888        -0.3966        290.0680       12.9167        0.00           
47.693-0.408   1              350            47.6893        -0.3972        290.0687       12.9169        2.81 
47.733-0.38    1              250            47.7329        -0.3800        290.0742       12.9634        0.00           
47.733-0.38    1              350            47.7352        -0.3802        290.0754       12.9654        8.31 
48.586-0.514   1              250            48.5864        -0.5149        290.6091       13.6531        0.00           
48.586-0.514   1              350            48.5876        -0.5146        290.6094       13.6543        4.45 
48.602+0.294   2              250            48.5922        0.2844         289.8853       14.0340        0.00           
48.602+0.294   2              350            48.5919        0.2846         289.8850       14.0338        1.30  
48.602+0.294   10             250            48.6472        0.3616         289.8416       14.1188        0.00           
48.602+0.294   10             350            48.6477        0.3613         289.8421       14.1191        2.10 
48.604-0.325   1              250            48.6085        -0.3220        290.4447       13.7635        0.00           
48.604-0.325   1              350            48.6081        -0.3221        290.4445       13.7631        1.48 
48.629+0.214   1              250            48.6167        0.2153         289.9601       14.0232        0.00           
48.629+0.214   1              350            48.6140        0.2170         289.9572       14.0216        11.49 
48.631-0.459   1              250            48.6064        -0.4919        290.5979       13.6816        0.00           
48.631-0.459   1              350            48.6075        -0.4922        290.5987       13.6824        4.10  
48.685-0.215   1              250            48.6870        -0.2127        290.3834       13.8842        0.00           
48.685-0.215   1              350            48.6867        -0.2126        290.3832       13.8840        1.14 
48.852-0.527   1              250            48.7350        -0.5195        290.6854       13.7820        0.00           
48.852-0.527   1              350            48.7352        -0.5191        290.6851       13.7823        1.61    
48.852-0.527   3              250            48.8593        -0.5080        290.7353       13.8970        0.00           
48.852-0.527   3              350            48.8592        -0.5081        290.7354       13.8968        0.51 
48.852-0.527   4              250            48.8581        -0.4865        290.7152       13.9061        0.00           
48.852-0.527   4              350            48.8597        -0.4872        290.7166       13.9072        6.29 
48.952-0.623   2              250            48.9392        -0.5817        290.8411       13.9326        0.00           
48.952-0.623   2              350            48.9411        -0.5785        290.8392       13.9358        13.40    
48.999-0.79    1              250            49.0067        -0.7785        291.0527       13.8991        0.00           
48.999-0.79    1              350            49.0066        -0.7779        291.0521       13.8993        2.19 
49.07-0.565    1              250            49.0418        -0.5441        290.8569       14.0408        0.00           
49.07-0.565    1              350            49.0423        -0.5428        290.8560       14.0419        5.01    
49.084-0.036   1              250            49.0723        -0.0579        290.4296       14.2970        0.00           
49.084-0.036   1              350            49.0719        -0.0569        290.4285       14.2971        3.88   
49.181-0.2     1              250            49.1561        -0.2164        290.6146       14.2962        0.00           
49.181-0.2     1              350            49.1572        -0.2153        290.6141       14.2977        5.60 
49.442-0.535   2              250            49.4342        -0.5312        291.0366       14.3927        0.00           
49.442-0.535   2              350            49.4337        -0.5312        291.0363       14.3922        1.80 
49.478-0.37    1              250            49.3608        -0.3029        290.7930       14.4359        0.00           
49.478-0.37    1              350            49.3616        -0.3020        290.7926       14.4370        4.33     
49.583-0.365   1              250            49.5711        -0.3980        290.9823       14.5763        0.00           
49.583-0.365   1              350            49.5722        -0.3973        290.9822       14.5776        4.69      
49.618-0.554   2              250            49.6961        -0.4764        291.1148       14.6493        0.00           
49.618-0.554   2              350            49.6957        -0.4768        291.1149       14.6488        2.04    
49.675-0.157   2              250            49.7401        -0.1752        290.8619       14.8305        0.00           
49.675-0.157   2              350            49.7389        -0.1737        290.8599       14.8302        6.92 
49.715-0.219   1              250            49.7103        -0.2452        290.9111       14.7712        0.00           
49.715-0.219   1              350            49.7108        -0.2449        290.9111       14.7718        2.10 
49.732-0.424   2              250            49.7411        -0.4075        291.0740       14.7216        0.00           
49.732-0.424   2              350            49.7417        -0.4062        291.0732       14.7227        5.15  
49.783-0.356   1              250            49.7606        -0.3566        291.0372       14.7628        0.00           
49.783-0.356   1              350            49.7616        -0.3568        291.0379       14.7636        3.67  
49.783-0.356   2              250            49.7677        -0.3375        291.0233       14.7781        0.00           
49.783-0.356   2              350            49.7685        -0.3350        291.0214       14.7800        9.45    
50.057-0.632   1              250            50.0183        -0.6465        291.4276       14.8523        0.00           
50.057-0.632   1              350            50.0205        -0.6445        291.4269       14.8552        10.70   
50.057-0.632   2              250            50.0575        -0.6320        291.4336       14.8937        0.00           
50.057-0.632   2              350            50.0579        -0.6332        291.4349       14.8935        4.55   
50.06+0.001    2              250            50.0752        -0.0173        290.8817       15.2005        0.00           
50.06+0.001    2              350            50.0746        -0.0156        290.8799       15.2007        6.49   
50.091-0.674   1              250            50.0869        -0.6723        291.4848       14.9004        0.00           
50.091-0.674   1              350            50.0894        -0.6719        291.4857       14.9028        9.11  
50.856+0.017   3              250            50.8907        -0.0451        291.3080       15.9056        0.00           
50.856+0.017   3              350            50.8912        -0.0441        291.3073       15.9065        4.02   
51.048+0.198   1              250            50.9822        0.1365         291.1868       16.0723        0.00           
51.048+0.198   1              350            50.9827        0.1366         291.1869       16.0728        1.84  
51.048+0.198   5              250            51.1756        0.1473         291.2723       16.2477        0.00           
51.048+0.198   5              350            51.1749        0.1478         291.2715       16.2473        3.10 
51.079+0.241   1              250            51.1145        0.2180         291.1773       16.2274        0.00           
51.079+0.241   1              350            51.1150        0.2186         291.1770       16.2281        2.81      
51.738+0.678   1              250            51.7522        0.7130         291.0374       17.0234        0.00           
51.738+0.678   1              350            51.7526        0.7127         291.0378       17.0236        1.80  
51.784+0.783   1              250            51.8038        0.7286         291.0485       17.0763        0.00           
51.784+0.783   1              350            51.8051        0.7306         291.0473       17.0784        8.59 
51.814+0.418   4              250            51.8938        0.3607         291.4319       16.9811        0.00           
51.814+0.418   4              350            51.8934        0.3615         291.4310       16.9812        3.22 
52.173+0.691   2              250            52.1803        0.7748         291.1925       17.4297        0.00           
52.173+0.691   2              350            52.1812        0.7758         291.1921       17.4310        4.84 
52.25-0.613    1              250            52.2487        -0.6144        292.5045       16.8276        0.00           
52.25-0.613    1              350            52.2489        -0.6142        292.5045       16.8279        1.02 
52.723+0.045   1              250            52.7611        0.0397         292.1603       17.5907        0.00           
52.723+0.045   1              350            52.7610        0.0399         292.1601       17.5907        0.80   
53.132+0.257   5              250            53.1409        0.3378         292.0759       18.0668        0.00           
53.132+0.257   5              350            53.1412        0.3379         292.0760       18.0671        1.14 
53.184+0.183   1              250            53.2137        0.2144         292.2265       18.0717        0.00           
53.184+0.183   1              350            53.2134        0.2153         292.2255       18.0719        3.42   
53.361+0.042   1              250            53.3540        0.0551         292.4443       18.1186        0.00           
53.361+0.042   1              350            53.3562        0.0564         292.4442       18.1211        9.20   
53.579+0.005   1              250            53.6254        -0.0044        292.6364       18.3281        0.00           
53.579+0.005   1              350            53.6259        -0.0047        292.6370       18.3284        2.10 
53.668-0.163   2              250            53.6572        -0.2036        292.8365       18.2602        0.00           
53.668-0.163   2              350            53.6579        -0.2039        292.8371       18.2607        2.74 
53.696+0.45    1              250            53.6849        0.5094         292.1910       18.6266        0.00           
53.696+0.45    1              350            53.6854        0.5103         292.1905       18.6275        3.71 
53.8+0.008     1              250            53.7573        0.0194         292.6812       18.4552        0.00           
53.8+0.008     1              350            53.7576        0.0188         292.6819       18.4552        2.41   
53.8+0.008     3              250            53.7689        0.0203         292.6863       18.4658        0.00           
53.8+0.008     3              350            53.7689        0.0210         292.6856       18.4662        2.52     
53.8+0.008     5              250            53.8050        0.0053         292.7184       18.4903        0.00           
53.8+0.008     5              350            53.8051        0.0061         292.7177       18.4908        2.90  
53.8+0.008     7              250            53.8491        -0.0256        292.7694       18.5141        0.00           
53.8+0.008     7              350            53.8500        -0.0251        292.7694       18.5151        3.71 
53.8+0.008     9              250            53.8432        0.0204         292.7238       18.5310        0.00           
53.8+0.008     9              350            53.8443        0.0212         292.7236       18.5324        4.90  
53.803-0.196   1              250            53.8203        -0.1730        292.8910       18.4179        0.00           
53.803-0.196   1              350            53.8208        -0.1725        292.8908       18.4186        2.55      
53.82-0.007    1              250            53.8135        -0.0253        292.7510       18.4830        0.00           
53.82-0.007    1              350            53.8135        -0.0248        292.7506       18.4833        1.80  
53.876-0.175   1              250            53.8499        -0.2021        292.9329       18.4298        0.00           
53.876-0.175   1              350            53.8509        -0.2025        292.9337       18.4305        3.88   
53.876-0.175   2              250            53.8762        -0.1708        292.9173       18.4680        0.00           
53.876-0.175   2              350            53.8769        -0.1715        292.9183       18.4682        3.56 
54.054-0.047   1              250            54.0560        -0.0330        292.8813       18.6919        0.00           
54.054-0.047   1              350            54.0559        -0.0334        292.8816       18.6916        1.48   
54.35-0.048    1              250            54.3386        -0.0565        293.0469       18.9282        0.00           
54.35-0.048    1              350            54.3412        -0.0585        293.0501       18.9295        11.81      
54.509+0.943   1              250            54.4506        0.9237         292.1934       19.4972        0.00           
54.509+0.943   1              350            54.4500        0.9242         292.1926       19.4969        2.81   
55.14+0.137    1              250            55.1405        0.1348         293.2798       19.7227        0.00           
55.14+0.137    1              350            55.1410        0.1343         293.2805       19.7229        2.55     
55.143-0.29    2              250            55.1343        -0.3003        293.6807       19.5065        0.00           
55.143-0.29    2              350            55.1340        -0.3000        293.6803       19.5064        1.53         
