-------------------------------------------------------------------------------------
    map         source        glon          glat              ra             dec     
  16.925+0.242      6        16.9274         0.2838       275.1498       -14.0708
  16.932+0.215      1        16.9304         0.2179       275.2112       -14.0991
  16.941+0.458      1        16.9029         0.4532       274.9840       -14.0125
  16.941+0.458      2        16.8997         0.4682       274.9687       -14.0082
  16.941+0.458      3        16.9435         0.4213       275.0326       -13.9917
  16.941+0.458      4        16.9289         0.4619       274.9887       -13.9854
  16.941+0.458      5        16.9184         0.4823       274.9650       -13.9851
  16.965-0.095      1        16.9480        -0.0931       275.5028       -14.2299
  16.965-0.095      2        16.9743        -0.1260       275.5455       -14.2222
  16.965-0.095      3        16.9449        -0.0729       275.4829       -14.2233
  16.965-0.095      4        16.9690        -0.0968       275.5164       -14.2132
  16.975-0.219      1        16.9756        -0.2220       275.6336       -14.2661
  16.975-0.219      2        16.9910        -0.2222       275.6412       -14.2527
  17.029+0.334      1        17.0312         0.3358       275.1531       -13.9547
   17.03+0.428      1        17.0313         0.4279       275.0694       -13.9112
  17.082+0.442      1        16.9989         0.4169       275.0636       -13.9449
  17.082+0.442      2        17.0313         0.3716       275.1205       -13.9378
  17.082+0.442      3        17.0346         0.3908       275.1046       -13.9258
  17.082+0.442      4        17.0164         0.4292       275.0610       -13.9237
  17.082+0.442      5        17.0304         0.4280       275.0688       -13.9119
  17.082+0.442      6        17.0677         0.3815       275.1293       -13.9010
  17.082+0.442      7        17.0579         0.4106       275.0980       -13.8959
  17.082+0.442      8        17.0559         0.4371       275.0730       -13.8852
  17.082+0.442      9        17.0832         0.3959       275.1237       -13.8805
  17.082+0.442     10        17.0512         0.4530       275.0562       -13.8818
  17.082+0.442     11        17.0724         0.4189       275.0975       -13.8792
  17.082+0.442     12        17.0466         0.4675       275.0408       -13.8790
  17.082+0.442     13        17.0966         0.4122       275.1153       -13.8610
  17.082+0.442     14        17.0836         0.4471       275.0774       -13.8560
  17.082+0.442     15        17.0790         0.4699       275.0544       -13.8493
  17.082+0.442     16        17.1007         0.4389       275.0931       -13.8448
  17.082+0.442     17        17.0983         0.4594       275.0733       -13.8373
  17.082+0.442     18        17.1057         0.4705       275.0668       -13.8255
  17.082+0.442     19        17.0748         0.5319       274.9961       -13.8238
  17.082+0.442     20        17.0999         0.4981       275.0390       -13.8176
  17.082+0.442     21        17.1157         0.4864       275.0572       -13.8092
  17.082+0.442     22        17.1020         0.5130       275.0265       -13.8087
  17.082+0.442     23        17.0953         0.5249       275.0124       -13.8090
  17.082+0.442     24        17.0941         0.5421       274.9962       -13.8019
  17.082+0.442     25        17.1201         0.4996       275.0474       -13.7990
  17.082+0.442     26        17.1043         0.5323       275.0100       -13.7976
  17.082+0.442     27        17.1358         0.4841       275.0691       -13.7926
  17.082+0.442     28        17.1276         0.5025       275.0484       -13.7911
  17.082+0.442     29        17.1066         0.5471       274.9977       -13.7886
  17.082+0.442     30        17.1514         0.5259       275.0387       -13.7591
  17.082+0.442     31        17.1418         0.5439       275.0177       -13.7591
  17.082+0.442     32        17.1363         0.5607       274.9998       -13.7559
  17.082+0.442     33        17.1666         0.5331       275.0396       -13.7423
  17.096+0.412      1        17.0966         0.4122       275.1153       -13.8610
    17.1+0.517      1        17.0953         0.5249       275.0124       -13.8090
  17.206+0.292      1        17.2101         0.2927       275.2790       -13.8172
  17.211+0.782      1        17.1869         0.7348       274.8664       -13.6291
  17.211+0.782      2        17.1866         0.7622       274.8415       -13.6165
  17.211+0.782      3        17.1703         0.8132       274.7872       -13.6067
  17.211+0.782      4        17.1989         0.7734       274.8372       -13.6004
  17.211+0.782      5        17.2172         0.8024       274.8198       -13.5705
  17.211+0.782      6        17.2235         0.7979       274.8270       -13.5671
  17.211+0.782      7        17.2182         0.8214       274.8031       -13.5607
  17.211+0.782      8        17.2124         0.8388       274.7845       -13.5576
  17.211+0.782      9        17.2515         0.8180       274.8223       -13.5329
  17.252+0.375      1        17.2235         0.3970       275.1907       -13.7562
  17.252+0.375      2        17.2698         0.3887       275.2208       -13.7193
   17.45-0.198      1        17.4568        -0.1948       275.8415       -13.8284
  17.619-0.204      1        17.6223        -0.2040       275.9298       -13.6866
  17.626+0.157      1        17.6180         0.1724       275.5857       -13.5138
  17.626+0.157      2        17.6376         0.1549       275.6110       -13.5047
  17.644+0.074      1        17.6123         0.0617       275.6834       -13.5708
  17.644+0.074      2        17.6233         0.0515       275.6980       -13.5659
  17.644+0.074      3        17.6306         0.0540       275.6993       -13.5582
  17.644+0.074      4        17.6237         0.0833       275.6693       -13.5506
  17.644+0.074      5        17.6429         0.0831       275.6787       -13.5337
  17.649+0.223      1        17.6434         0.2262       275.5490       -13.4661
   17.656+0.17      1        17.6376         0.1549       275.6110       -13.5047
   17.656+0.17      2        17.6541         0.1728       275.6027       -13.4818
   17.656+0.17      3        17.6690         0.1775       275.6056       -13.4663
  17.957+0.083      1        17.9626         0.0798       275.8359       -13.2529
  17.991-0.348      1        17.9928        -0.3464       276.2375       -13.4257
  18.001-0.468      1        18.0024        -0.4669       276.3517       -13.4735
  18.001-0.468      2        18.0110        -0.4591       276.3487       -13.4623
  18.021-0.361      1        18.0217        -0.3722       276.2749       -13.4122
  18.021-0.361      2        18.0350        -0.3646       276.2743       -13.3969
  18.022-0.371      1        18.0217        -0.3722       276.2749       -13.4122
   18.036-0.34      1        18.0645        -0.3718       276.2950       -13.3742
  18.056-0.432      1        18.0748        -0.4303       276.3532       -13.3924
  18.105-0.234      1        18.0983        -0.2311       276.1834       -13.2786
  18.115+0.272      1        18.1162         0.2749       275.7329       -13.0257
  18.124-0.375      1        18.1044        -0.3829       276.3243       -13.3442
  18.132-0.395      1        18.1371        -0.3979       276.3536       -13.3222
  18.145-0.416      1        18.1044        -0.3832       276.3245       -13.3443
  18.145-0.416      2        18.1577        -0.4558       276.4161       -13.3311
  18.145-0.416      3        18.1456        -0.4170       276.3750       -13.3236
  18.145-0.416      4        18.1371        -0.3979       276.3536       -13.3222
  18.145-0.416      5        18.1817        -0.4720       276.4423       -13.3173
  18.145-0.416      6        18.1424        -0.3766       276.3368       -13.3076
  18.145-0.416      7        18.1574        -0.4022       276.3673       -13.3063
  18.145-0.416      8        18.1583        -0.3854       276.3524       -13.2976
  18.145-0.416      9        18.2139        -0.4864       276.4708       -13.2956
  18.145-0.416     10        18.1668        -0.3700       276.3425       -13.2829
  18.145-0.416     11        18.1878        -0.3638       276.3470       -13.2614
  18.145-0.416     12        18.2068        -0.3864       276.3766       -13.2553
  18.172-0.511      1        18.1620        -0.5153       276.4723       -13.3549
   18.197+0.87      1        18.1799         0.8603       275.2336       -12.6944
  18.204-0.378      1        18.2000        -0.4066       276.3917       -13.2707
  18.232-0.153      1        18.2079        -0.1955       276.2038       -13.1651
  18.232-0.153      2        18.1994        -0.1698       276.1764       -13.1606
  18.232-0.153      3        18.2369        -0.1877       276.2106       -13.1358
  18.232-0.153      4        18.2464        -0.1894       276.2167       -13.1282
  18.232-0.153      5        18.2287        -0.1199       276.1452       -13.1113
  18.232-0.153      6        18.2585        -0.1671       276.2023       -13.1071
  18.232-0.153      7        18.2656        -0.1557       276.1953       -13.0955
  18.232-0.153      8        18.2437        -0.1159       276.1487       -13.0962
  18.244-0.479      1        18.2477        -0.4725       276.4744       -13.2592
  18.246-0.269      1        18.2157        -0.2811       276.2852       -13.1982
  18.246-0.269      2        18.2566        -0.2492       276.2759       -13.1471
  18.261-0.309      1        18.2252        -0.3251       276.3297       -13.2103
  18.261-0.309      2        18.2153        -0.2811       276.2850       -13.1985
  18.261-0.309      3        18.3016        -0.3115       276.3541       -13.1364
  18.261-0.309      4        18.2775        -0.2621       276.2976       -13.1347
   18.28-0.267      1        18.2775        -0.2620       276.2976       -13.1346
  18.287-0.256      1        18.2163        -0.2215       276.2314       -13.1698
  18.287-0.256      2        18.2383        -0.2496       276.2675       -13.1635
  18.287-0.256      3        18.2325        -0.2403       276.2563       -13.1642
  18.287-0.256      4        18.1994        -0.1698       276.1764       -13.1606
  18.287-0.256      5        18.2598        -0.2818       276.3070       -13.1595
  18.287-0.256      6        18.2352        -0.2267       276.2452       -13.1555
  18.287-0.256      7        18.2905        -0.3202       276.3566       -13.1503
  18.287-0.256      8        18.2437        -0.2349       276.2568       -13.1518
  18.287-0.256      9        18.2569        -0.2486       276.2755       -13.1465
  18.287-0.256     10        18.2747        -0.2826       276.3149       -13.1467
  18.287-0.256     11        18.3017        -0.3114       276.3541       -13.1363
  18.287-0.256     12        18.2620        -0.2429       276.2727       -13.1394
  18.287-0.256     13        18.2775        -0.2620       276.2976       -13.1346
  18.287-0.256     14        18.2473        -0.2065       276.2326       -13.1354
  18.287-0.256     15        18.2464        -0.1894       276.2167       -13.1282
  18.287-0.256     16        18.2771        -0.2375       276.2751       -13.1235
  18.287-0.256     17        18.2899        -0.2567       276.2987       -13.1212
  18.287-0.256     18        18.3009        -0.2666       276.3129       -13.1161
  18.287-0.256     19        18.3138        -0.2560       276.3095       -13.0997
  18.287-0.256     20        18.2656        -0.1557       276.1953       -13.0955
  18.287-0.256     21        18.3569        -0.3041       276.3738       -13.0840
  18.287-0.256     22        18.3508        -0.2721       276.3419       -13.0745
  18.287-0.256     23        18.3586        -0.2753       276.3485       -13.0691
  18.326-0.279      1        18.3074        -0.3245       276.3686       -13.1374
  18.366-0.392      1        18.3496        -0.3698       276.4300       -13.1212
  18.366-0.392      2        18.3740        -0.3951       276.4646       -13.1114
  18.366-0.392      3        18.3714        -0.3810       276.4507       -13.1071
  18.366-0.392      4        18.3646        -0.3705       276.4378       -13.1083
   18.41-0.289      1        18.4119        -0.2890       276.3865       -13.0284
   18.41-0.289      2        18.4225        -0.2993       276.4010       -13.0238
   18.472-0.18      1        18.4504        -0.2026       276.3265       -12.9540
   18.472-0.18      2        18.4941        -0.2001       276.3452       -12.9142
   18.472-0.18      3        18.4994        -0.1807       276.3302       -12.9005
  18.486-0.165      1        18.4863        -0.1646       276.3093       -12.9045
  18.486-0.165      2        18.5247        -0.1369       276.3026       -12.8576
  18.492+0.017      1        18.4923         0.0176       276.1470       -12.8140
  18.493-0.201      1        18.4941        -0.2001       276.3452       -12.9142
  18.493-0.201      2        18.4994        -0.1807       276.3302       -12.9005
   18.54-0.163      1        18.5325        -0.1800       276.3453       -12.8708
  18.571-0.435      1        18.5680        -0.4432       276.6012       -12.9623
  18.571-0.435      2        18.5717        -0.4340       276.5946       -12.9547
   18.624-0.07      1        18.5943        -0.0735       276.2784       -12.7664
   18.624-0.07      2        18.6066        -0.0742       276.2849       -12.7559
   18.624-0.07      3        18.6270        -0.0693       276.2903       -12.7355
   18.624-0.07      4        18.6415        -0.0629       276.2914       -12.7198
   18.624-0.07      5        18.6542        -0.0591       276.2940       -12.7067
   18.624-0.07      6        18.6650        -0.0549       276.2954       -12.6952
   18.624-0.07      7        18.6670         0.0274       276.2218       -12.6550
   18.624-0.07      8        18.7011         0.0045       276.2589       -12.6356
   18.624-0.07      9        18.7112         0.0008       276.2671       -12.6284
  18.671-0.462      1        18.6602        -0.4826       276.6811       -12.8990
  18.671-0.462      2        18.6406        -0.4463       276.6387       -12.8995
  18.681-0.051      1        18.6651        -0.0549       276.2954       -12.6951
  18.681-0.051      2        18.6778        -0.0530       276.2998       -12.6830
  18.689-0.093      1        18.6877        -0.0909       276.3389       -12.6919
   18.69-0.383      1        18.6857        -0.3755       276.5960       -12.8266
   18.69-0.383      2        18.6928        -0.3797       276.6032       -12.8223
   18.69-0.383      3        18.7026        -0.3662       276.5957       -12.8073
   18.69-0.383      4        18.7093        -0.3381       276.5734       -12.7882
  18.697+0.003      1        18.6888        -0.0241       276.2789       -12.6598
  18.709-0.392      1        18.6929        -0.3800       276.6036       -12.8223
   18.76-0.438      1        18.7469        -0.4503       276.6931       -12.8072
   18.76-0.438      2        18.7632        -0.4723       276.7209       -12.8031
   18.76-0.438      3        18.7619        -0.4638       276.7126       -12.8003
   18.76-0.438      4        18.7758        -0.4581       276.7140       -12.7853
  18.762-0.029      1        18.7641        -0.0287       276.3191       -12.5954
  18.787-0.286      1        18.7815        -0.2993       276.5726       -12.7063
  18.787-0.286      2        18.7900        -0.2857       276.5644       -12.6924
  18.787-0.286      3        18.8018        -0.2960       276.5794       -12.6868
  18.787-0.286      4        18.8061        -0.3031       276.5879       -12.6862
  18.787-0.286      5        18.8122        -0.2764       276.5666       -12.6684
  18.787-0.286      6        18.8337        -0.2999       276.5982       -12.6604
   18.787-0.55      1        18.7665        -0.5439       276.7875       -12.8336
   18.79-0.025      1        18.7874        -0.0260       276.3278       -12.5735
  18.816-0.447      1        18.7879        -0.4669       276.7278       -12.7787
  18.816-0.447      2        18.8251        -0.4666       276.7453       -12.7457
  18.833+0.025      1        18.8217         0.0108       276.3108       -12.5260
   18.84-0.285      1        18.8249        -0.3141       276.6069       -12.6747
  18.849-0.086      1        18.8460        -0.0840       276.4084       -12.5487
  18.854+0.713      1        18.8458         0.6803       275.7168       -12.1913
   18.865-0.41      1        18.8624        -0.4796       276.7749       -12.7187
   18.865-0.41      2        18.8883        -0.4737       276.7819       -12.6930
  18.868-0.282      1        18.8337        -0.2999       276.5982       -12.6604
  18.868-0.282      2        18.8886        -0.2938       276.6189       -12.6090
  18.878-0.297      1        18.8886        -0.2938       276.6189       -12.6090
  18.886+0.068      1        18.8399        -0.0254       276.3524       -12.5268
  18.886+0.068      2        18.8217         0.0108       276.3108       -12.5260
  18.886+0.068      3        18.8464        -0.0030       276.3352       -12.5106
  18.886+0.068      4        18.8325         0.0264       276.3020       -12.5091
  18.886+0.068      5        18.8651        -0.0143       276.3544       -12.4993
  18.886+0.068      6        18.8863        -0.0243       276.3736       -12.4852
  18.886+0.068      7        18.8734         0.0544       276.2962       -12.4599
  18.886+0.068      8        18.9158        -0.0202       276.3840       -12.4572
  18.886+0.068      9        18.9061        -0.0029       276.3637       -12.4578
  18.886+0.068     10        18.8606         0.0844       276.2629       -12.4572
  18.886+0.068     11        18.8947         0.0275       276.3307       -12.4537
  18.886+0.068     12        18.8907         0.0440       276.3138       -12.4495
  18.886+0.068     13        18.9059         0.0306       276.3333       -12.4423
  18.886+0.068     14        18.8878         0.0710       276.2880       -12.4394
  18.886+0.068     15        18.9075         0.0404       276.3251       -12.4363
  18.886+0.068     16        18.9222         0.0347       276.3373       -12.4260
  18.886+0.068     17        18.9063         0.0785       276.2901       -12.4196
  18.886+0.068     18        18.9217         0.0551       276.3186       -12.4169
  18.886+0.068     19        18.8894         0.1362       276.2298       -12.4075
  18.886+0.068     20        18.9211         0.0792       276.2965       -12.4061
  18.886+0.068     21        18.9491         0.0408       276.3447       -12.3994
  18.886+0.068     22        18.9283         0.0826       276.2969       -12.3982
  18.886+0.068     23        18.8978         0.1367       276.2334       -12.3998
  18.886+0.068     24        18.9513         0.0533       276.3344       -12.3916
  18.886+0.068     25        18.9129         0.1425       276.2353       -12.3838
  18.886+0.068     26        18.9715         0.0485       276.3484       -12.3759
  18.886+0.068     27        18.9392         0.1345       276.2551       -12.3643
  18.886+0.068     28        18.9563         0.1072       276.2880       -12.3620
  18.886+0.068     29        18.9889         0.0529       276.3527       -12.3585
  18.888-0.476      1        18.8624        -0.4796       276.7749       -12.7187
  18.888-0.476      2        18.8832        -0.5106       276.8129       -12.7147
  18.888-0.476      3        18.8766        -0.4880       276.7893       -12.7100
  18.888-0.476      4        18.8883        -0.4737       276.7819       -12.6930
  18.891+0.656      1        18.8897         0.6306       275.7827       -12.1758
  18.893+1.005      1        18.9079         0.9843       275.4721       -11.9937
  18.893+1.005      2        18.9374         0.9765       275.4933       -11.9714
  18.893+1.005      3        18.9322         0.9960       275.4732       -11.9668
  18.893+1.005      4        18.9313         1.0133       275.4572       -11.9595
  18.896-0.036      1        18.9256        -0.0362       276.4031       -12.4561
  18.896-0.036      2        18.9154        -0.0210       276.3845       -12.4580
  18.896-0.036      3        18.9067        -0.0039       276.3648       -12.4577
  18.896-0.036      4        18.9318        -0.0277       276.3984       -12.4467
  18.896-0.036      5        18.9266        -0.0156       276.3850       -12.4456
  18.906-0.152      1        18.9066        -0.1502       276.4973       -12.5261
  18.906-0.152      2        18.9246        -0.1743       276.5278       -12.5214
   18.907-0.09      1        18.9059        -0.0924       276.4446       -12.4997
   18.907-0.09      2        18.9318        -0.0277       276.3984       -12.4466
  18.913-0.629      1        18.9078        -0.6261       276.9295       -12.7467
  18.922-0.429      1        18.8999        -0.4041       276.7243       -12.6504
  18.927-0.524      1        18.8832        -0.5106       276.8129       -12.7147
  18.927-0.524      2        18.8979        -0.5087       276.8183       -12.7008
  18.927-0.524      3        18.8991        -0.4954       276.8067       -12.6936
  18.927-0.524      4        18.9172        -0.5155       276.8337       -12.6869
  18.927-0.524      5        18.9320        -0.5157       276.8408       -12.6739
  18.927-0.524      6        18.9219        -0.4844       276.8077       -12.6683
  18.928-0.031      1        18.9266        -0.0156       276.3850       -12.4455
  18.947+0.859      1        18.9324         0.8479       275.6070       -12.0362
  18.947+0.859      2        18.9354         0.8665       275.5917       -12.0248
  18.949+0.039      1        18.9217         0.0551       276.3186       -12.4169
  18.949+0.039      2        18.9491         0.0408       276.3447       -12.3994
  18.949+0.039      3        18.9715         0.0485       276.3484       -12.3759
    18.965+0.6      1        18.9614         0.5881       275.8556       -12.1324
  18.968-0.268      1        18.9664        -0.2673       276.6320       -12.5277
  18.969+0.879      1        18.9629         0.8708       275.6010       -11.9985
  18.969+0.879      2        18.9766         0.8788       275.6003       -11.9827
  18.969+0.879      3        18.9855         0.8690       275.6134       -11.9794
  18.972-0.404      1        18.9731        -0.4035       276.7587       -12.5852
  18.972-0.404      2        19.0324        -0.4394       276.8196       -12.5496
  18.974-0.262      1        18.9664        -0.2673       276.6320       -12.5277
   18.98-0.093      1        18.9816        -0.0907       276.4793       -12.4320
   18.985-0.45      1        18.9935        -0.4364       276.7982       -12.5825
   18.985-0.45      2        19.0079        -0.4505       276.8179       -12.5764
  18.997+0.014      1        19.0039        -0.0081       276.4151       -12.3737
  19.013-0.623      1        19.0179        -0.5946       276.9534       -12.6345
  19.015-0.155      1        19.0364        -0.1888       276.5944       -12.4292
   19.019-0.07      1        19.0049        -0.0822       276.4827       -12.4074
   19.019-0.07      2        18.9912        -0.0573       276.4537       -12.4079
   19.02-0.486      1        19.0208        -0.4871       276.8573       -12.5820
   19.02-0.486      2        19.0484        -0.4532       276.8396       -12.5418
  19.023+0.887      1        19.0180         0.8721       275.6262       -11.9492
    19.03+0.57      1        19.0477         0.5602       275.9221       -12.0692
    19.03+0.57      2        19.0591         0.5676       275.9208       -12.0557
    19.03+0.57      3        19.0423         0.5952       275.8879       -12.0576
  19.031+0.898      1        19.0129         0.8960       275.6022       -11.9425
  19.036-0.439      1        19.0079        -0.4505       276.8179       -12.5764
  19.036-0.439      2        19.0324        -0.4394       276.8196       -12.5496
  19.041-0.515      1        19.0386        -0.5436       276.9170       -12.5925
  19.041-0.515      2        19.0418        -0.5361       276.9117       -12.5863
  19.041-0.515      3        19.0208        -0.4871       276.8573       -12.5820
  19.054-0.051      1        19.0503        -0.0514       276.4765       -12.3529
  19+0.691_70m      1        19.0144         0.7052       275.7751       -12.0307
   19.07+0.536      1        19.0773         0.5433       275.9515       -12.0510
  19.073-0.602      1        19.0317        -0.5986       276.9636       -12.6242
  19.073-0.602      2        19.0635        -0.6301       277.0073       -12.6107
  19.073-0.602      3        19.0517        -0.6000       276.9744       -12.6071
  19.073-0.602      4        19.0485        -0.5835       276.9579       -12.6024
  19.073-0.602      5        19.0754        -0.5851       276.9722       -12.5793
  19.074-0.541      1        19.0671        -0.5660       276.9509       -12.5777
  19.082-0.291      1        18.8883        -0.2935       276.6185       -12.6091
  19.082-0.291      2        18.8531        -0.1806       276.4993       -12.5875
  19.082-0.291      3        19.0324        -0.4394       276.8196       -12.5496
  19.082-0.291      4        18.9131        -0.2079       276.5527       -12.5472
  19.082-0.291      5        18.9668        -0.2670       276.6319       -12.5273
  19.082-0.291      6        18.9996        -0.2371       276.6205       -12.4844
  19.082-0.291      7        19.0596        -0.2990       276.7052       -12.4601
  19.082-0.291      8        19.0776        -0.2867       276.7026       -12.4384
  19.082-0.291      9        19.0728        -0.2638       276.6796       -12.4320
  19.082-0.291     10        19.0936        -0.2857       276.7094       -12.4238
  19.082-0.291     11        19.0566        -0.2087       276.6219       -12.4207
  19.082-0.291     12        19.0772        -0.2468       276.6664       -12.4202
  19.082-0.291     13        19.0742        -0.2012       276.6236       -12.4016
  19.082-0.291     14        19.1119        -0.2614       276.6962       -12.3963
  19.082-0.291     15        19.1039        -0.2313       276.6650       -12.3894
  19.082-0.291     16        19.1847        -0.3164       276.7807       -12.3575
  19.104-0.367      1        19.1009        -0.3880       276.8056       -12.4650
  19.106+0.115      1        19.0977         0.1189       276.3450       -12.2315
   19.111+0.12      1        19.1160         0.1218       276.3511       -12.2140
  19.113+0.456      1        19.0965         0.4447       276.0498       -12.0802
  19.113+0.456      2        19.1139         0.4601       276.0443       -12.0576
  19.117+0.074      1        19.0838         0.0668       276.3855       -12.2681
  19.121-0.473      1        19.0724        -0.5331       276.9236       -12.5577
  19.137-0.056      1        19.1246        -0.0528       276.5132       -12.2878
  19.156-0.265      1        19.1459        -0.2919       276.7399       -12.3804
  19.156-0.265      2        19.1314        -0.2496       276.6947       -12.3735
  19.156-0.265      3        19.1876        -0.2746       276.7442       -12.3355
  19.159-0.493      1        19.0685        -0.5562       276.9427       -12.5719
  19.159-0.493      2        19.0982        -0.5552       276.9560       -12.5452
  19.159-0.493      3        19.1293        -0.5360       276.9533       -12.5087
  19.159-0.493      4        19.1512        -0.5420       276.9692       -12.4921
  19.159-0.493      5        19.1395        -0.5190       276.9428       -12.4918
  19.159-0.493      6        19.1342        -0.4898       276.9137       -12.4829
  19.186-0.299      1        19.1877        -0.2749       276.7444       -12.3355
  19.233+0.434      1        19.2100         0.3900       276.1535       -12.0055
  19.242+0.071      1        19.2432         0.0696       276.4591       -12.1258
  19.281-0.387      1        19.2823        -0.3875       276.8916       -12.3042
  19.284+0.455      1        19.2363         0.4959       276.0704       -11.9326
  19.284+0.455      2        19.2849         0.4301       276.1531       -11.9206
  19.284+0.455      3        19.3206         0.4443       276.1574       -11.8824
  19.284+0.455      4        19.3035         0.4841       276.1132       -11.8789
   19.287+0.08      1        19.2805         0.0609       276.4848       -12.0969
   19.287+0.08      2        19.2866         0.0834       276.4674       -12.0810
   19.287+0.08      3        19.3115         0.0674       276.4937       -12.0664
   19.287+0.08      4        19.3290         0.0521       276.5159       -12.0581
  19.313-0.676      1        19.3098        -0.6699       277.1606       -12.4110
  19.313-0.676      2        19.3076        -0.6576       277.1485       -12.4073
  19.376-0.034      1        19.3468        -0.0395       276.6072       -12.0850
  19.376-0.034      2        19.3722        -0.0522       276.6308       -12.0685
  19.376-0.034      3        19.3643        -0.0294       276.6064       -12.0648
  19.376-0.034      4        19.3776        -0.0368       276.6195       -12.0565
  19.376-0.034      5        19.3941        -0.0260       276.6176       -12.0369
  19.376-0.034      6        19.3908        -0.0142       276.6053       -12.0343
  19.394-0.005      1        19.3965        -0.0047       276.5995       -12.0248
   19.42-0.089      1        19.4139        -0.1178       276.7100       -12.0621
  19.439+0.156      1        19.4346         0.1391       276.4876       -11.9240
   19.52+0.067      1        19.5288         0.0487       276.6142       -11.8829
   19.52+0.067      2        19.5185         0.0785       276.5824       -11.8781
   19.53+0.128      1        19.5074         0.1414       276.5202       -11.8586
  19.536-0.462      1        19.5387        -0.4563       277.0759       -12.1092
  19.539-0.456      1        19.5394        -0.4561       277.0760       -12.1084
  19.559-0.236      1        19.5487        -0.2930       276.9327       -12.0244
