-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
    map        source        mass        luminosity      radius      temperature      err_temp         chisq          distance             glon            glat              ra               dec     
28.178-0.091       2        5085.73        559.855       0.701610        10.5965       0.623350        0.487257         5.35000          28.1958    -0.0722000       280.760      -4.24710
28.19-0.192       1        174.099        69.8738       0.704874        13.8186        1.09815        0.253512         4.47000          28.1793     -0.204500       280.871      -4.32230
28.275-0.163       2        1996.92        310.139       0.786350        11.5687       0.859435         1.41041         4.58000          28.2835     -0.149400       280.869      -4.20430
28.277-0.352       1        137.247        1614.96       0.448099        38.8198        10.8352        0.588188         3.12000          28.3020     -0.383100       281.086      -4.29470
28.333+0.063       4        4304.14        383.168       0.813417        10.4059       0.697611         1.66935         5.53000          28.3463     0.0600000       280.711      -4.05280
28.537-0.277       1        6984.59        220.043       0.669340        8.20012       0.352370         4.89197         4.96000          28.5423     -0.265900       281.092      -4.02740
28.565-0.227       2        6235.80        130.132       0.744715        7.70818       0.310859         4.92946         4.85000          28.5277     -0.251800       281.073      -4.03400
28.565-0.227       4        16271.8        1002.40       0.848131        9.40405       0.474687         1.80137         4.85000          28.5692     -0.233400       281.075      -3.98870
28.565-0.227       5        811.949        70.6639       0.686906        10.0521       0.548888         1.23009         4.85000          28.6050     -0.257900       281.113      -3.96800
28.612-0.393       1        250.583        57.5982       0.756058        12.2647       0.851300        0.307989         5.07000          28.5460     -0.322400       281.144      -4.05000
28.715+0.443       1        221.917        89.1481       0.698513        13.7035        1.06030        0.718383         5.11000          28.7187      0.447400       280.537      -3.54450
28.718+0.048       1        420.004        633.472       0.939771        19.4290        2.46126        0.271805         5.81000          28.7114     0.0495000       280.888      -3.73290
28.743-0.632       1        887.323        84.3715       0.700064        10.0897       0.545451         2.29771         4.66000          28.7442     -0.632900       281.512      -4.01540
28.778+0.197       2        565.652        165.566       0.737096        12.5190       0.853774         2.36103         5.84000          28.7786      0.197600       280.787      -3.60540
28.792+0.141       7        282.847        159.018       0.644438        14.8587        1.27196        0.430453         4.62000          28.7990      0.207900       280.787      -3.58260
28.815-0.527       1        326.181        37.2575       0.627854        10.3949       0.578450         2.59927         4.67000          28.8323     -0.540600       281.470      -3.89490
28.847+0.251       1        475.608        123.065       0.786925        12.6578       0.928908       0.0378486         4.50000          28.8102      0.269400       280.737      -3.54450
28.905-0.534       3        145.267        73.7175       0.758946        14.7652        1.33081       0.0814256         4.34000          28.9262     -0.531500       281.504      -3.80720
28.905-0.534       4        72.2622        52.9415       0.583761        15.9346        1.50425        0.115914         4.34000          28.9470     -0.535000       281.517      -3.79020
28.905-0.534       5        188.677        37.9247       0.571179        11.8066       0.769636        0.991110         4.34000          28.9682     -0.492700       281.489      -3.75200
28.924+0.392       1        1857.87        160.913       0.893503        10.3437       0.660750        0.714839         5.29000          28.9263      0.394600       280.679      -3.38410
28.935-0.573       2        22.8012        187.106       0.572823        33.7759        8.16389       0.0213460         4.47000          28.9802     -0.579700       281.572      -3.78110
28.961-0.644       3        408.623        369.820       0.550366        16.2362        1.49142         2.10890         3.31000          28.9835     -0.625800       281.615      -3.79920
28.986+0.024       1        1303.94        193.031       0.949557        10.9481       0.645806         2.27278         5.43000          28.9940     0.0300000       281.035      -3.49040
29.01-0.605       1        63.6573        62.2979       0.552597        17.3404        1.92157        0.298861         3.16000          28.9556     -0.612100       281.590      -3.81780
29.054-0.684       1        165.765        126.884       0.621652        15.6477        1.38155         1.80631         4.05000          29.0529     -0.717500       281.728      -3.77930
29.102-0.297       1        2536.27        190.710       0.918080        10.0550       0.602668        0.197263         5.25000          29.1060     -0.295700       281.376      -3.53950
29.262-0.482       1        9.77227        2.68107       0.114064        12.5441       0.870593         1.18045        0.810000          29.2636     -0.486000       281.618      -3.48610
29.284-0.629       1        779.194        27.4167       0.676756        8.71378       0.420331        0.324829         3.87000          29.2988     -0.628900       281.762      -3.52000
29.579-0.607       1        1840.69        151.056       0.682867        9.82522       0.516239         2.34464         4.40000          29.5774     -0.605000       281.868      -3.26130
29.601-0.579       2        1597.37        146.157       0.767689        10.3527       0.614660       0.0124486         4.39000          29.6051     -0.577200       281.855      -3.22390
29.844-0.009       1        939.916        3717.52       0.848950        25.2422        4.02689         1.08005         5.38000          29.8539    -0.0594000       281.508      -2.76620
29.844-0.009       3        1120.70        1348.08       0.940813        18.2774        2.49436         4.39903         5.38000          29.8857    0.00570000       281.464      -2.70820
29.844-0.009       4        4271.17        3888.67       0.940813        16.2674        1.49811         2.07807         5.38000          29.9180    -0.0526000       281.531      -2.70620
29.844-0.009       5        4148.58        3444.60       0.940813        16.5408        1.67019      0.00135837         5.38000          29.9134    -0.0436000       281.521      -2.70610
29.844-0.009       7        1592.81        1600.81       0.814881        17.1364        1.73663        0.359408         5.38000          29.9207    -0.0153000       281.499      -2.68670
29.844-0.009      10        6816.94        1425.77       0.470537        12.1909       0.882068       0.0421685         5.38000          29.9713   -0.00920000       281.517      -2.63880
29.958-0.42       1        139.818        339.228       0.739710        21.7172        2.89243        0.761544         4.23000          29.9701     -0.411600       281.875      -2.82360
29.962-0.789       4        728.211        802.977       0.841136        17.5589        1.83346        0.335244         4.81000          29.9608     -0.790800       282.208      -3.00480
30.008-0.121       2        3139.96        316.940       0.961273        10.6121       0.673641        0.201382         5.51000          30.0056     -0.121300       281.632      -2.65950
30.062+0.108       2        482.881        441.551       0.867239        16.8364        1.69702        0.102574         5.82000          30.0558      0.100300       281.458      -2.51370
30.062+0.108       3        159.564        813.894        1.01776        27.5129        4.88207         1.20652         5.82000          30.0720     0.0952000       281.470      -2.50160
30.131-0.644       1        393.762        85.0475       0.683303        12.3185       0.927243        0.324309         4.59000          30.1340     -0.646300       282.159      -2.78480
30.143-0.069       1        467.790        154.644       0.791360        13.1668       0.978226        0.577927         4.91000          30.1080    -0.0671000       281.631      -2.54370
30.172-0.157       3        1193.79        872.980       0.647888        15.0262        1.24626         3.98292         4.16000          30.2088     -0.172800       281.771      -2.50220
30.172-0.157       4        111.027        308.528       0.595990        21.3851        2.69808         4.48039         4.16000          30.1970     -0.144900       281.741      -2.50000
30.172-0.157       5        214.574        422.210       0.727469        20.6805        2.66287        0.126012         4.16000          30.2023     -0.154100       281.751      -2.49940
30.229-0.227       1        640.374        268.829       0.802309        13.9219        1.10929        0.373641         5.80000          30.2282     -0.222600       281.824      -2.50770
30.308-0.245       1        982.874        153.803       0.771116        11.2882       0.705842        0.700975         5.88000          30.2739     -0.231100       281.853      -2.47080
30.308-0.245       2        391.606        237.599       0.845534        14.8208        1.23024         1.73664         5.88000          30.3388     -0.250300       281.899      -2.42190
30.355+0.107       1        1466.42        764.156       0.829119        14.7581        1.28999       0.0234989         5.39000          30.3614      0.105600       281.593      -2.23940
30.357-0.837       1        722.473        212.461       0.661686        12.5819       0.865562         2.04210         4.30000          30.3479     -0.834100       282.424      -2.68000
30.357-0.837       2        567.256        130.041       0.667935        12.0131       0.789024         1.66635         4.30000          30.3606     -0.821700       282.418      -2.66300
30.438-0.1       1        906.294        273.860       0.876110        13.2556        1.15142         1.61005         5.01000          30.4104     -0.101700       281.800      -2.29040
30.454-0.135       1        1131.28        223.962        1.02125        12.0745       0.872705        0.109799         5.84000          30.4544     -0.135400       281.850      -2.26660
30.492+0.958       2        197.163        24.3691       0.524992        10.6914       0.621344         1.41859         3.21000          30.5154      0.967600       280.896      -1.70880
30.518-0.29       1        31.7214        23.7912       0.171697        15.7347        1.41369         1.08905         1.12000          30.5035     -0.327800       282.043      -2.31070
30.518-0.29       2        4.25406        26.9932       0.169672        30.7895        7.06734        0.590677         1.12000          30.4926     -0.299400       282.013      -2.30740
30.518-0.29       4        17.5599        17.4782       0.165483        17.2518        1.80621       0.0280806         1.12000          30.5011     -0.264800       281.986      -2.28410
30.566+0.047       1        29.7069        15.1576       0.268124        14.3888        1.16815         1.02037         2.82000          30.5630     0.0421000       281.741      -2.08900
30.601-0.683       2        2.24422        1.72523       0.124159        16.2672        1.62846       0.0373342        0.710000          30.5232     -0.556800       282.257      -2.39760
30.601-0.683       5        1.13882        1.16757      0.0930961        16.6194        1.56093         2.68687        0.710000          30.6327     -0.678000       282.414      -2.35540
30.615+0.237       1        2631.53        1152.93       0.926823        13.5817        1.01102         2.74392         5.30000          30.6601      0.229500       281.619      -1.91710
30.615+0.237       2        234.898        212.871       0.866397        16.4532        1.55362         1.21500         5.30000          30.6376      0.274900       281.568      -1.91630
30.615+0.237       3        497.623        209.817       0.754279        13.2350       0.950084         4.11587         5.30000          30.6534      0.247700       281.600      -1.91470
30.701+0.121       1        2141.92        621.494       0.823142        11.7804       0.741069         7.15192         5.22000          30.7048      0.102000       281.753      -1.93550
30.807-0.031       6        6881.15        4605.68       0.786780        15.7983        1.57352        0.328560         5.26000          30.6865    -0.0729000       281.900      -2.03160
30.807-0.031       7        3286.66        2183.08       0.919828        15.7634        1.56053        0.280057         5.26000          30.7710     -0.215400       282.066      -2.02130
30.807-0.031       9        11874.3        3342.65       0.823204        12.7954        1.27945         9.07906         5.26000          30.6935    -0.0437000       281.877      -2.01200
30.807-0.031      11        13322.3        4650.94       0.817198        13.3640        1.01586        0.401857         5.26000          30.7325    -0.0805000       281.928      -1.99410
30.807-0.031      17        419.809        2110.83       0.650507        26.8314        4.54260         2.46192         5.26000          30.7312   -0.00750000       281.862      -1.96190
30.807-0.031      22        1760.38        2802.42       0.581524        18.4115        1.94163         3.66937         5.26000          30.7836    -0.0548000       281.928      -1.93690
30.807-0.031      23        3444.56        3873.03       0.867868        18.0137        2.16133        0.914190         5.26000          30.7915    -0.0407000       281.919      -1.92350
30.807-0.031      25        572.034        877.617       0.650507        18.4922        1.97229         2.65589         5.26000          30.8205    -0.0797000       281.967      -1.91540
30.807-0.031      26        5939.33        5046.07       0.860676        15.7999        1.39617         2.95007         5.26000          30.8008    -0.0226000       281.907      -1.90690
30.807-0.031      27        4844.69        4491.09       0.919828        17.0893        1.84729        0.201757         5.26000          30.8076    -0.0327000       281.920      -1.90540
30.807-0.031      29        5489.27        4646.17       0.870298        16.3826        1.56900        0.450439         5.26000          30.8128    -0.0236000       281.914      -1.89670
30.807-0.031      30        6778.13        4424.31       0.870298        15.2867        1.33644        0.809467         5.26000          30.8177    -0.0227000       281.915      -1.89190
30.871-0.122       1        2903.81        1854.70        1.00027        14.7579        1.20546         2.93829         5.72000          30.8548     -0.109200       282.009      -1.89840
30.912+0.72       1        276.576        27.3386       0.491757        10.6046       0.702933        0.927288         3.19000          30.9174      0.690900       281.326      -1.47750
30.912+0.72       2        1150.43        78.4328       0.557843        9.72076       0.521957        0.488119         3.19000          30.9130      0.721000       281.297      -1.46770
31.029+0.785       2        807.679        26.4258       0.484940        8.52867       0.392842         1.15682         3.18000          31.0309      0.784700       281.294      -1.33370
31.039+0.241       3        14.7074        30.7894       0.507130        20.9777        3.70376         9.27323         2.90000          31.0653      0.222200       281.810      -1.55990
31.039+0.241       4        381.512        39.0143       0.507130        10.6777       0.729265         1.44761         2.90000          31.1014      0.265300       281.788      -1.50800
31.082+0.039       1        52.8058        102.016       0.365317        20.1806        2.43651         1.13597         3.99000          31.0910     0.0385000       281.986      -1.62070
31.164+0.277       1        326.356        477.239       0.474734        18.7692        2.09076        0.793761         3.62000          31.1501      0.268300       281.808      -1.46340
31.906-0.51       1        393.644        76.2425       0.661153        11.0730       0.651373         5.75396         4.21000          31.9066     -0.509700       282.846      -1.14500
31.926-0.937       1        29.0224        8.64616       0.502629        12.6936       0.886982         1.57143         3.22000          31.9260     -0.977100       283.271      -1.34070
31.926-0.937       2       0.155223        1.24956       0.404570        28.1315        5.01549         9.43291         3.22000          31.9320     -0.929400       283.231      -1.31370
31.926-0.937       3        16.6368        6.54319       0.528710        13.9221        1.16355       0.0264443         3.22000          31.9494     -0.957200       283.264      -1.31080
31.946+0.076       1        497.148        131.645       0.699505        12.3544       0.835616         1.77182         5.51000          31.9270     0.0834000       282.327     -0.856300
31.946+0.076       2        1522.68        151.102       0.824487        10.6093       0.698735        0.786808         5.51000          31.9463     0.0757000       282.343     -0.842600
31.946+0.076       3        1193.11        264.802       0.796379        12.2479       0.862797       0.0732608         5.51000          31.9808     0.0633000       282.369     -0.817600
32.006-0.51       1        237.895        37.3469       0.695313        11.5941       0.869562         1.59169         4.24000          32.0031     -0.509600       282.889      -1.05890
32.073+0.119       1        98.9467        88.4633       0.870242        16.7105        1.66100        0.167543         5.55000          32.0732      0.119100       282.362     -0.710000
32.107-0.378       1        156.633        72.6981       0.702582        14.3398        1.20343       0.0799649         4.23000          32.1069     -0.377200       282.819     -0.906200
32.14+0.174       1        287.377        118.297       0.763038        13.9216        1.12085        0.176168         5.51000          32.1419      0.171900       282.346     -0.624700
32.147+0.142       4        1568.43        1423.85       0.889283        16.4681        1.55755         1.18415         5.44000          32.1520      0.121900       282.395     -0.638500
32.309-0.885       2        4.78149        4.67650       0.407083        16.6867        1.59334         1.55719         3.22000          32.2990     -0.870900       283.346     -0.960400
32.309-0.885       4       0.561728        3.67948       0.398219        29.7858        5.78321         1.99578         3.22000          32.3111     -0.844900       283.328     -0.937700
32.309-0.885       5        7.52860        5.40533       0.529374        16.0984        1.83671         3.23841         3.22000          32.3203     -0.848200       283.336     -0.931100
32.326+0.08       2        640.989        238.187       0.740953        13.4546        1.01770        0.799050         5.65000          32.3697     0.0822000       282.530     -0.462900
32.635-0.255       1        248.796        381.502       0.907587        19.5605        2.75427         2.58994         5.19000          32.6012     -0.251500       282.932     -0.409000
32.635-0.255       2        327.654        98.6330       0.692508        12.7408       0.895441         1.45750         5.19000          32.6381     -0.255900       282.953     -0.378200
32.718-0.3       1        408.822        218.994       0.758856        14.5184        1.18745         1.16376         5.26000          32.6918     -0.298800       283.016     -0.350000
32.795+0.064       1        459.171        100.275       0.763669        12.1569       0.839031        0.232304         4.70000          32.7946     0.0576000       282.746    -0.0960000
33.122-0.016       1        359.959        391.824       0.725216        16.6843        1.56625         3.50760         5.53000          33.1355    -0.0222000       282.972      0.171000
33.332-0.531       1        1149.72        119.681       0.939064        10.6214       0.653702     0.000352416         5.37000          33.3349     -0.531400       283.516      0.116300
33.363-0.007       3        2102.11        367.880       0.694220        11.6797       0.781533       0.0701030         4.34000          33.4065   -0.00260000       283.078      0.421200
33.622-0.032       4        537.474        309.976        1.03448        15.1156        1.36025       0.0159848         6.73000          33.6236     0.0298000       283.148      0.629200
33.988-0.297       1        13.7067        3.24492       0.171375        12.3411       0.862859        0.298713        0.980000          34.0091     -0.292200       283.611      0.825400
34.131+0.075       2        771.692        131.199       0.547618        11.5066       0.739029        0.506337         3.56000          34.1326     0.0772000       283.338       1.10380
34.131+0.075       3        321.693        106.387       0.622545        13.3241        1.03316       0.0502256         3.56000          34.1436     0.0858000       283.336       1.11750
34.131+0.075       4        739.368        121.399       0.578067        11.2114       0.680889         1.93396         3.56000          34.1712     0.0905000       283.344       1.14420
34.202-0.159       1        583.537        23.8508       0.453752        8.64736       0.394501         3.47997         3.46000          34.2042     -0.158500       283.581       1.06000
34.228+0.106       1        303.109        858.701       0.624294        22.4307        3.05722         1.71300         3.57000          34.2417      0.107500       283.361       1.21470
34.247+0.156       1        618.093        326.224       0.436557        14.7167        1.26024        0.196798         3.53000          34.0889     0.0115000       283.377       1.03490
34.247+0.156       6        744.025        870.105       0.530505        17.8871        1.92343        0.195386         3.53000          34.2585      0.110000       283.366       1.23080
34.258+0.109       1        641.834        221.558       0.312234        13.0842       0.944683         1.63775         3.57000          34.2183      0.112100       283.346       1.19600
34.258+0.109       4        379.126        223.261       0.506580        14.9501        1.27792        0.691615         3.57000          34.2784     0.0903000       283.393       1.23950
34.685-0.729       2        10.1213        27.2952       0.406176        22.2629        3.02857         1.21488         2.96000          34.7027     -0.735000       284.321       1.24060
34.739-0.118       1        3327.77        213.677       0.772850        9.51414       0.489050         1.38067         4.73000          34.7414     -0.133400       283.804       1.54950
34.8+0.347       1        281.429        79.5950       0.471381        12.9207       0.977147      0.00638667         3.63000          34.8002      0.348200       283.402       1.82150
34.92+0.134       1        724.356        13.4311       0.433647        7.82986       0.332445        0.860348         2.75000          34.9204      0.133400       283.648       1.83050
35.057-0.537       5        83.3941        120.952       0.537558        19.0503        2.24484       0.0287696         3.23000          35.0560     -0.492300       284.267       1.66570
35.089-0.767       1        126.958        43.8298       0.304126        12.7047       0.871943         3.96382         2.38000          35.0925     -0.784200       284.543       1.56490
35.089-0.767       3        55.4174        30.4969       0.333787        14.7366        1.24189        0.613378         2.38000          35.0967     -0.763900       284.527       1.57790
35.121-0.007       1        23.4518        2.57708       0.225646        10.5692       0.617032        0.635405         2.00000          35.0989    0.00140000       283.847       1.92910
35.163-0.823       2        55.9685        11.6221       0.309472        11.9136       0.787444        0.816221         2.20000          35.1676     -0.827900       284.616       1.61170
35.163-0.823       3        111.029        12.1991       0.288513        10.5801       0.619725        0.564327         2.20000          35.1655     -0.813000       284.602       1.61670
35.191-0.758       5        783.099        315.016       0.417945        14.0378        1.20868        0.190827         2.39000          35.1767     -0.742300       284.544       1.65890
35.191-0.758       7        1319.22        518.569       0.386396        14.0080        1.23893        0.628805         2.39000          35.2059     -0.755500       284.569       1.67890
35.191-0.758       8        1010.02        195.509       0.209030        11.8878       0.804849        0.152008         2.39000          35.1987     -0.725100       284.539       1.68640
35.191-0.758       9        338.931        65.0451       0.417945        12.0062       0.865905        0.147410         2.39000          35.2194     -0.764800       284.584       1.68670
35.319-0.772       1        292.571        21.8117       0.419083        9.88287       0.541062        0.434321         2.56000          35.3199     -0.769100       284.634       1.77400
35.37+0.839       1        78.5373        56.1727       0.563089        15.7535        1.44731        0.350419         3.22000          35.3384      0.822700       283.225       2.51680
35.37+0.839       2        21.6509        14.9071       0.492381        15.0648        1.26189         2.72167         3.22000          35.3475      0.855900       283.199       2.54010
35.385+0.02       1        13.4166        5.57367       0.174847        13.6974        1.04747         1.23587         1.13000          35.3765    0.00140000       283.973       2.17610
35.443+0.017       1        83.0289        16.3710       0.208098        11.6910       0.747898         1.43850         1.19000          35.4430   -0.00860000       284.013       2.23070
35.527-0.269       4        886.976        121.250       0.615551        10.6620       0.606684         3.29535         3.52000          35.4842     -0.286000       284.279       2.14080
35.527-0.269       5        195.136        66.2437       0.559404        13.5765        1.17231        0.844544         3.52000          35.4965     -0.287100       284.285       2.15130
35.551+0.072       1        29.8469        53.9543       0.426456        20.0668        2.45650        0.370895         3.19000          35.5479     0.0604000       283.999       2.35560
35.608+0.111       2        385.942        59.6618       0.521625        11.4472       0.762109     3.61916e-05         3.16000          35.6106      0.109500       283.984       2.43380
35.61-0.951       1        320.689        8.61703       0.396286        8.30925       0.376926        0.663504         2.33000          35.5807     -0.965100       284.927       1.91650
35.61-0.951       4        457.792        33.5626       0.407452        9.53015       0.481250         3.41058         2.33000          35.6218     -0.955900       284.938       1.95720
35.684-0.938       2        78.6960        81.5499       0.436557        17.3463        1.80156        0.169565         3.53000          35.6800     -0.910300       284.924       2.02990
35.732-0.873       5       0.944090       0.466830      0.0982078        14.3717        1.17585        0.646978         1.04000          35.6432     -0.889900       284.889       2.00640
35.732-0.873       6        4.91283        3.36561       0.137940        15.4372        1.36155        0.915795         1.04000          35.6783     -0.934300       284.944       2.01740
35.732-0.873       9        1.79566        2.91212       0.156619        19.0898        2.14083         1.52708         1.04000          35.6974     -0.946700       284.964       2.02870
35.732-0.873      11        6.07323        1.36545       0.139475        11.9150       0.772404         2.00582         1.04000          35.7170     -0.965000       284.989       2.03780
35.732-0.873      12        4.53996        4.53747       0.162565        17.0900        1.72183        0.424075         1.04000          35.6832     -0.883700       284.902       2.04490
35.732-0.873      14        6.27102        1.75975       0.135897        12.6802       0.898692        0.764413         1.04000          35.7214     -0.947000       284.975       2.04990
35.732-0.873      15        19.3929        1.96496       0.141517        10.0380       0.534251         3.84676         1.04000          35.7097     -0.919900       284.946       2.05190
35.732-0.873      18        3.36807        7.37794       0.181867        21.3629        2.87130       0.0912016         1.04000          35.7202     -0.926900       284.957       2.05810
35.732-0.873      19        14.7713        2.51157       0.161320        11.6105       0.771227       0.0780228         1.04000          35.6837     -0.853100       284.875       2.05930
35.732-0.873      20        11.6352        2.59692       0.155620        12.2499       0.860396        0.104175         1.04000          35.7146     -0.907900       284.938       2.06170
35.732-0.873      21        6.35538        2.36917       0.181867        13.5430        1.04289        0.451501         1.04000          35.7213     -0.916200       284.948       2.06390
35.732-0.873      23        4.28478        8.13529       0.181867        20.6735        2.77201       0.0754730         1.04000          35.7033     -0.849500       284.880       2.07840
35.732-0.873      26        8.32991        11.0958       0.181867        18.6436        2.15185      0.00751066         1.04000          35.6931     -0.824100       284.853       2.08090
35.732-0.873      29       0.711342       0.836897       0.133026        17.5322        1.77806         1.43079         1.04000          35.7596     -0.871600       284.926       2.11830
35.732-0.873      31       0.598763       0.898716       0.152111        19.4574        2.67333         2.02709         1.04000          35.8076     -0.884100       284.959       2.15530
35.732-0.873      32        11.3605        14.3660       0.181867        18.5566        2.26275        0.536261         1.04000          35.8255     -0.864000       284.949       2.18040
35.782+0.245       1        239.325        10.2689       0.317480        8.69052       0.397927         3.78664         2.03000          35.7839      0.246500       283.941       2.65050
35.782+0.245       2        58.2972        19.3342       0.354991        13.4924        1.13736        0.521574         2.03000          35.7986      0.238800       283.955       2.66010
35.839-0.228       1        415.974        26.6548       0.330129        9.52082       0.490525         1.28646         1.98000          35.8389     -0.227600       284.389       2.48300
36.381-0.136       1        265.158        28.1811       0.631069        10.6168       0.641230       0.0693548         4.55000          36.3837     -0.136000       284.556       3.00960
36.409-0.144       1        124.093        19.1933       0.570121        10.7057       0.608029         4.99716         4.61000          36.4058     -0.187700       284.612       3.00560
36.409-0.144       3        310.093        87.8274       0.746998        13.0183        1.03321        0.222452         4.61000          36.4194     -0.184100       284.615       3.01930
36.409-0.144       4        903.644        82.8871       0.672356        10.3025       0.596658        0.187303         4.61000          36.4133     -0.166100       284.596       3.02220
36.641-0.108       1        338.610        36.4486       0.501302        10.7440       0.693217        0.238291         3.46000          36.6396     -0.111100       284.651       3.24860
36.665-0.114       1        936.717        55.6471       0.560138        9.52589       0.505915        0.255146         3.87000          36.6654     -0.111000       284.663       3.27150
37.264+0.006       2        561.162        31.9031       0.777407        9.05757       0.432149         4.24667         5.51000          37.2616    0.00820000       284.829       3.85640
37.35-0.255       4        17.7329        35.3837       0.457418        20.3949        2.49800         1.05943         5.23000          37.3993     -0.263700       285.135       3.85450
37.562-0.137       5        114.882        259.917       0.753021        21.4001        2.82880        0.420294         5.51000          37.5936     -0.123300       285.099       4.09150
37.723+0.013       1        313.435        74.9852       0.857158        12.5535       0.948897        0.129997         5.78000          37.7233     0.0130000       285.037       4.26920
37.841-0.09       1        541.099        220.710       0.941285        13.4824        1.00107         2.10035         5.73000          37.8306     -0.103500       285.190       4.31130
37.846-0.392       1        792.585        862.517       0.706022        17.7454        1.96492       0.0296505         4.08000          37.8187     -0.381000       285.432       4.17380
37.846-0.392       2        59.3274        180.425       0.713479        23.5383        3.53408        0.220123         4.08000          37.8260     -0.371000       285.426       4.18480
38.043+0.081       1        724.437        122.583       0.856790        11.2375       0.682086         2.22403         5.51000          38.0256     0.0690000       285.125       4.56360
38.244+0.723       1        322.086        26.4521       0.514125        10.1429       0.587118       0.0284802         2.94000          38.2445      0.722000       284.643       5.05670
38.341-0.802       1        6.70972       0.602528       0.112824        10.0474       0.544018         1.75398         1.29000          38.3245     -0.816300       286.052       4.42400
38.383-0.148       1        1628.12        473.321       0.935567        13.1105        1.06350        0.415396         5.35000          38.3688     -0.149800       285.478       4.76870
38.825+0.789       1        66.4180        7.56253       0.330802        10.7466       0.655933       0.0920808         2.13000          38.8258      0.793500       284.846       5.60650
38.854-0.501       3        100.661        99.5687       0.494889        16.8488        1.63933         1.10466         2.83000          38.8568     -0.522900       286.035       5.03150
38.939-0.365       1        314.304        42.2327       0.647028        11.2032       0.883719         4.40122         3.70000          38.7015     -0.467500       285.914       4.91890
38.939-0.365      19        7646.91        236.682       0.596243        8.56549       0.411602        0.106855         3.70000          38.9604     -0.466600       286.033       5.14930
38.939-0.365      25        134.511        40.3513       0.550495        13.1564        1.04431        0.103630         3.70000          38.8723     -0.179800       285.736       5.20260
38.977-0.618       1        67.0146        10.0552       0.439505        11.4852       0.884976         2.65739         2.79000          38.9417     -0.642400       286.181       5.05210
39.046-0.877       4        2203.85        128.085       0.686741        9.57396       0.531238       0.0106208         4.55000          39.0466     -0.884100       286.445       5.03440
39.467-0.997       2        569.780        96.3994       0.424190        10.9193       0.633798         4.73600         3.43000          39.4826      -1.01730       286.765       5.36040
40.429-0.018       4        11.4977        73.9422       0.675290        30.4918        6.33633        0.253807         4.62000          40.4344    -0.0333000       286.326       6.65790
41.003-0.097       1        16.3209        11.7582       0.340969        15.6706        1.41252        0.735399         2.60000          40.9937     -0.112200       286.655       7.11840
41.049-0.138       1        38.1334        53.6987       0.391568        18.8004        2.14725        0.184920         2.59000          40.9842     -0.206800       286.736       7.06640
41.049-0.138       2       0.971130        7.12497       0.284118        29.2218        5.44445         5.73220         2.59000          40.9897     -0.186100       286.720       7.08080
41.049-0.138       3        49.8971        9.76042       0.390842        12.0849       0.899496        0.470089         2.59000          40.9816     -0.153400       286.686       7.08870
41.049-0.138       5        131.279        77.9057       0.421371        14.5137        1.16336         2.90705         2.59000          41.0562    -0.0963000       286.670       7.18120
41.049-0.138       7        4.93341        11.5111       0.320307        21.3018        2.74381         1.22191         2.59000          41.0948     -0.163800       286.748       7.18440
41.065-0.234      11        221.573        42.6775       0.634509        11.9171       0.818153       0.0413746         3.97000          41.1060     -0.120600       286.715       7.21420
41.065-0.234      16        173.308        152.599       0.520634        16.2493        1.50369         1.57183         3.97000          41.2375     -0.192800       286.841       7.29780
41.181-0.26       1        119.021        79.2425       0.702987        15.5000        1.40041        0.305461         4.02000          41.1372     -0.264500       286.858       7.17570
41.182-0.161       4        361.987        303.770       0.911085        16.6808        2.05138         4.51884         5.21000          41.1592     -0.165900       286.780       7.24060
41.182-0.161       6        287.197        207.685       0.831034        15.3266        1.31402         2.31334         5.21000          41.1562     -0.143600       286.759       7.24820
41.182-0.161       7        103.357        202.521       0.911085        20.2000        2.43335         1.33455         5.21000          41.1563     -0.133300       286.750       7.25300
41.219+0.421       3        75.7106        66.6210       0.681506        16.6338        1.64183        0.191843         4.89000          41.2412      0.419800       286.293       7.58260
42.061-0.602       1        46.9471        54.8345       0.557283        17.8732        1.91801        0.213706         3.22000          42.0679     -0.625500       287.614       7.83520
42.061-0.602       2        65.6185        82.7035       0.563089        18.1838        1.97893        0.341243         3.22000          42.1169     -0.612800       287.625       7.88450
42.061-0.602       4        76.6248        126.266       0.563089        19.9539        2.69092        0.789722         3.22000          42.1121     -0.581100       287.595       7.89490
42.137-0.648       2        138.255        213.184       0.797682        19.6045        2.67478         1.57460         4.64000          42.1022     -0.664700       287.665       7.84750
42.137-0.648      10        136.279        325.984       0.811408        21.5676        2.83769        0.916987         4.64000          42.1444     -0.635300       287.658       7.89860
42.232-0.581       3        1655.84        92.1884       0.727020        9.42045       0.494603        0.252321         5.22000          42.2560     -0.554100       287.638       8.03500
42.232-0.581       4        904.383        78.2729       0.800375        10.3114       0.632765        0.164817         5.22000          42.2719     -0.535200       287.628       8.05780
42.807-0.144       1        99.9182        36.2813       0.437214        13.3985        1.01009        0.746401         4.63000          42.7708     -0.134400       287.502       8.68540
42.807-0.144       2        91.7012        300.384       0.642447        23.1501        3.25112         2.65813         4.63000          42.8209     -0.146600       287.536       8.72430
42.807-0.144       3        81.0230        126.907       0.756991        18.9609        2.11507         1.33884         4.63000          42.8491     -0.164000       287.565       8.74120
42.807-0.144       5        85.8054        124.965       0.756991        18.5488        2.01098         1.47113         4.63000          42.8509     -0.160200       287.562       8.74450
