-------------------------------------------------------------------------------------
    map         source        glon          glat              ra             dec     
  25.229+0.105      3        25.2319         0.0993       279.2428        -6.8030
  25.233+0.289      1        25.2300         0.2743       279.0854        -6.7243
  25.233-0.675      1        25.2350        -0.6742       279.9366        -7.1551
  25.236+0.451      1        25.2369         0.4516       278.9300        -6.6366
  25.241-0.215      1        25.2407        -0.2165       279.5294        -6.9401
  25.243-0.447      1        25.2567        -0.4446       279.7410        -7.0306
  25.243-0.447      2        25.2631        -0.4408       279.7405        -7.0232
  25.243-0.447      3        25.2702        -0.4337       279.7374        -7.0136
  25.254-0.166      1        25.2548        -0.1650       279.4898        -6.9040
  25.263-0.323      1        25.2548        -0.3218       279.6302        -6.9760
   25.266+0.38      1        25.2706         0.3797       279.0099        -6.6397
  25.272-0.434      1        25.2631        -0.4408       279.7405        -7.0232
  25.272-0.434      2        25.2702        -0.4337       279.7374        -7.0136
  25.272-0.434      3        25.2842        -0.4397       279.7493        -7.0039
  25.272-0.434      4        25.2826        -0.4227       279.7333        -6.9976
   25.273-0.74      1        25.2392        -0.7172       279.9771        -7.1711
   25.273-0.74      2        25.2592        -0.7471       280.0131        -7.1670
   25.273-0.74      3        25.2839        -0.7815       280.0553        -7.1608
   25.273-0.74      4        25.2931        -0.7628       280.0427        -7.1441
  25.283+0.288      1        25.2746         0.3053       279.0782        -6.6704
  25.283+0.288      2        25.3123         0.2694       279.1278        -6.6534
  25.283+0.288      3        25.2881         0.3293       279.0630        -6.6474
  25.283+0.288      4        25.3159         0.2887       279.1122        -6.6414
  25.283+0.288      5        25.3207         0.2717       279.1296        -6.6449
  25.283+0.288      6        25.3183         0.2947       279.1080        -6.6365
  25.283+0.288      7        25.3085         0.3140       279.0861        -6.6363
  25.283+0.288      8        25.3021         0.3322       279.0669        -6.6336
  25.316+0.542      1        25.3060         0.5302       278.8918        -6.5391
  25.316+0.542      2        25.3219         0.5190       278.9091        -6.5301
  25.316+0.542      3        25.3242         0.5707       278.8640        -6.5043
  25.322-0.374      1        25.3198        -0.4076       279.7370        -6.9575
  25.322-0.374      2        25.3386        -0.3763       279.7177        -6.9265
  25.322-0.374      3        25.3436        -0.3659       279.7107        -6.9173
  25.324+0.265      1        25.2746         0.3053       279.0783        -6.6704
  25.324+0.265      2        25.3123         0.2694       279.1278        -6.6534
  25.324+0.265      3        25.3324         0.2394       279.1639        -6.6494
  25.324+0.265      4        25.3278         0.2487       279.1535        -6.6492
  25.324+0.265      5        25.3159         0.2887       279.1122        -6.6414
  25.324+0.265      6        25.3399         0.2493       279.1586        -6.6381
  25.324+0.265      7        25.3473         0.2377       279.1724        -6.6369
  25.324+0.265      8        25.3183         0.2947       279.1080        -6.6365
  25.324+0.265      9        25.3085         0.3140       279.0861        -6.6363
  25.324+0.265     10        25.3555         0.2639       279.1527        -6.6176
  25.329+0.348      1        25.2107         0.3454       279.0128        -6.7087
  25.329+0.348      2        25.2746         0.3053       279.0782        -6.6704
  25.329+0.348      3        25.3169         0.2904       279.1112        -6.6397
  25.329+0.348      4        25.3085         0.3140       279.0861        -6.6363
  25.329+0.348      5        25.3021         0.3322       279.0669        -6.6336
  25.338-0.399      1        25.3210        -0.4078       279.7377        -6.9566
  25.338-0.399      2        25.3526        -0.3897       279.7361        -6.9202
  25.342-0.196      1        25.3274        -0.1972       279.5522        -6.8543
  25.342-0.196      2        25.3424        -0.1960       279.5581        -6.8404
  25.342-0.196      3        25.4095        -0.3143       279.6949        -6.8350
  25.342-0.196      4        25.3462        -0.1859       279.5508        -6.8324
  25.342-0.196      5        25.3549        -0.1908       279.5591        -6.8270
  25.342-0.196      6        25.3639        -0.2002       279.5717        -6.8233
  25.342-0.196      7        25.3828        -0.1818       279.5640        -6.7980
  25.342-0.196      8        25.3746        -0.1676       279.5475        -6.7988
  25.342-0.196      9        25.3780        -0.1595       279.5418        -6.7920
  25.342-0.196     10        25.3836        -0.1474       279.5336        -6.7816
  25.342-0.196     11        25.4053        -0.1792       279.5721        -6.7769
  25.342-0.196     12        25.4134        -0.1922       279.5875        -6.7756
  25.342-0.196     13        25.3999        -0.1669       279.5586        -6.7760
  25.344-0.063      1        25.3311        -0.1209       279.4856        -6.8160
  25.344-0.063      2        25.3192        -0.0457       279.4128        -6.7921
  25.344-0.063      3        25.3485        -0.0976       279.4729        -6.7898
  25.344-0.063      4        25.3175        -0.0335       279.4012        -6.7879
  25.344-0.063      5        25.3276        -0.0401       279.4117        -6.7820
  25.344-0.063      6        25.3348        -0.0473       279.4215        -6.7790
  25.344-0.063      7        25.3452        -0.0623       279.4397        -6.7766
  25.344-0.063      8        25.3665        -0.0474       279.4362        -6.7508
  25.354+0.263      1        25.3468         0.2191       279.1888        -6.6459
  25.354+0.263      2        25.3211         0.2719       279.1297        -6.6445
  25.354+0.263      3        25.3148         0.2841       279.1158        -6.6445
  25.354+0.263      4        25.3399         0.2493       279.1586        -6.6381
  25.354+0.263      5        25.3473         0.2377       279.1724        -6.6369
  25.354+0.263      6        25.3515         0.2325       279.1789        -6.6356
  25.354+0.263      7        25.3394         0.2695       279.1402        -6.6293
  25.354+0.263      8        25.3651         0.2295       279.1880        -6.6248
  25.354+0.263      9        25.3569         0.2476       279.1679        -6.6238
  25.354+0.263     10        25.3555         0.2639       279.1527        -6.6176
  25.354+0.263     11        25.3832         0.2450       279.1824        -6.6017
  25.365-0.435      1        25.3551        -0.4481       279.7896        -6.9448
  25.365-0.435      2        25.3662        -0.4353       279.7832        -6.9290
  25.367-0.048      1        25.3453        -0.0622       279.4397        -6.7764
  25.367-0.048      2        25.3665        -0.0474       279.4362        -6.7508
  25.367-0.048      3        25.3976        -0.0312       279.4361        -6.7158
  25.367-0.048      4        25.4127        -0.0467       279.4570        -6.7094
  25.371-0.363      1        25.3654        -0.3931       279.7451        -6.9104
  25.373-0.205      1        25.3428        -0.1956       279.5578        -6.8399
  25.373-0.205      2        25.3549        -0.1908       279.5591        -6.8270
  25.373-0.205      3        25.3828        -0.1818       279.5640        -6.7980
  25.373-0.205      4        25.3836        -0.1474       279.5336        -6.7816
  25.373-0.205      5        25.4051        -0.1793       279.5721        -6.7770
  25.373-0.205      6        25.4141        -0.1742       279.5717        -6.7667
  25.373-0.205      7        25.3980        -0.1407       279.5342        -6.7657
  25.373-0.205      8        25.4551        -0.2092       279.6219        -6.7463
  25.383-0.303      1        25.3860        -0.3023       279.6733        -6.8505
  25.384-0.589      1        25.3846        -0.5882       279.9286        -6.9828
  25.388-0.161      1        25.3428        -0.1956       279.5578        -6.8399
  25.388-0.161      2        25.3549        -0.1908       279.5591        -6.8270
  25.388-0.161      3        25.3828        -0.1818       279.5640        -6.7980
  25.388-0.161      4        25.3836        -0.1474       279.5336        -6.7816
  25.388-0.161      5        25.4051        -0.1793       279.5721        -6.7770
  25.388-0.161      6        25.4141        -0.1742       279.5717        -6.7667
  25.388-0.161      7        25.3980        -0.1407       279.5342        -6.7657
  25.394-0.361      1        25.3581        -0.3458       279.6994        -6.8952
  25.394-0.361      2        25.3827        -0.3775       279.7391        -6.8878
  25.394-0.361      3        25.3680        -0.3451       279.7033        -6.8860
  25.394-0.361      4        25.3920        -0.3651       279.7323        -6.8739
  25.394-0.361      5        25.3839        -0.3476       279.7129        -6.8731
  25.394-0.361      6        25.4059        -0.3389       279.7153        -6.8496
  25.394-0.361      7        25.4128        -0.3265       279.7073        -6.8377
  25.394-0.361      8        25.4288        -0.3298       279.7177        -6.8251
  25.394-0.361      9        25.4226        -0.3174       279.7037        -6.8249
  25.398-0.433      1        25.4006        -0.4312       279.7954        -6.8965
   25.41-0.452      1        25.3913        -0.4383       279.7975        -6.9081
   25.41-0.452      2        25.4011        -0.4313       279.7957        -6.8961
   25.41-0.452      3        25.4117        -0.4507       279.8180        -6.8956
  25.424-0.317      1        25.4161        -0.3387       279.7198        -6.8404
  25.426-0.175      1        25.3428        -0.1956       279.5578        -6.8399
  25.426-0.175      2        25.3462        -0.1859       279.5508        -6.8324
  25.426-0.175      3        25.3549        -0.1908       279.5591        -6.8270
  25.426-0.175      4        25.3828        -0.1818       279.5640        -6.7980
  25.426-0.175      5        25.3746        -0.1676       279.5475        -6.7988
  25.426-0.175      6        25.3780        -0.1595       279.5418        -6.7920
  25.426-0.175      7        25.3836        -0.1474       279.5336        -6.7816
  25.426-0.175      8        25.4051        -0.1793       279.5721        -6.7770
  25.426-0.175      9        25.4138        -0.1920       279.5874        -6.7751
  25.426-0.175     10        25.4178        -0.1878       279.5855        -6.7697
  25.426-0.175     11        25.4141        -0.1742       279.5717        -6.7667
  25.426-0.175     12        25.4043        -0.1539       279.5490        -6.7661
  25.426-0.175     13        25.3980        -0.1407       279.5342        -6.7657
  25.426-0.175     14        25.4124        -0.1600       279.5582        -6.7617
  25.426-0.175     15        25.4551        -0.2092       279.6219        -6.7463
  25.426-0.175     16        25.3976        -0.0312       279.4361        -6.7158
  25.426-0.175     17        25.5170        -0.2058       279.6475        -6.6898
  25.426-0.175     18        25.3948         0.0342       279.3763        -6.6882
  25.426-0.175     19        25.4397         0.0226       279.4074        -6.6537
   25.428+0.11      1        25.4110         0.1053       279.3202        -6.6412
  25.439-0.528      1        25.4203        -0.5380       279.9001        -6.9280
  25.439-0.528      2        25.4417        -0.5514       279.9220        -6.9151
  25.439-0.528      3        25.4230        -0.4697       279.8402        -6.8943
  25.474-0.225      1        25.4754        -0.2073       279.6296        -6.7274
  25.512-0.205      1        25.5170        -0.2058       279.6475        -6.6898
  25.527-0.314      1        25.4946        -0.2983       279.7198        -6.7521
  25.527-0.314      2        25.5001        -0.2904       279.7154        -6.7436
  25.543-0.451      1        25.5416        -0.4651       279.8908        -6.7868
  25.563-0.019      1        25.5600         0.0010       279.4823        -6.5567
  25.563+0.633      1        25.5631         0.6353       278.9169        -6.2625
  25.568-0.096      1        25.5701        -0.0957       279.5735        -6.5921
  25.591-0.072      1        25.5875        -0.0829       279.5701        -6.5707
  25.609+0.228      1        25.5860         0.2191       279.2994        -6.4334
  25.609+0.228      2        25.5867         0.2459       279.2757        -6.4205
  25.609+0.228      3        25.6125         0.2265       279.3050        -6.4065
  25.609+0.228      4        25.6200         0.2427       279.2940        -6.3924
  25.609+0.228      5        25.6172         0.2542       279.2824        -6.3897
  25.609+0.228      6        25.6407         0.2390       279.3069        -6.3757
  25.614-0.307      1        25.6147        -0.3066       279.7828        -6.6492
  25.624+0.582      1        25.6190         0.5822       278.9902        -6.2372
  25.635-0.329      1        25.6351        -0.3283       279.8116        -6.6410
  25.664-0.156      1        25.6638        -0.1644       279.6782        -6.5404
  25.664-0.156      2        25.6639        -0.1553       279.6701        -6.5360
  25.674+0.000      1        25.6748        -0.0006       279.5368        -6.4554
  25.674-0.123      1        25.6132        -0.1359       279.6293        -6.5722
  25.674-0.123      2        25.6274        -0.1079       279.6109        -6.5468
  25.674-0.123      3        25.6642        -0.1190       279.6378        -6.5192
  25.674-0.123      4        25.6755        -0.1228       279.6464        -6.5109
  25.674-0.123      5        25.7258        -0.1891       279.7289        -6.4966
  25.674-0.123      6        25.6714        -0.0447       279.5747        -6.4786
   25.687+0.53      1        25.6857         0.5027       279.0920        -6.2145
  25.689+0.211      1        25.6805         0.1904       279.3687        -6.3627
  25.695+0.503      1        25.6961         0.5012       279.0982        -6.2060
  25.695+0.503      2        25.6932         0.5094       279.0895        -6.2048
  25.699+0.385      1        25.6913         0.3798       279.2044        -6.2661
   25.72-0.487      1        25.7205        -0.4861       279.9922        -6.6374
   25.72-0.487      2        25.7373        -0.4963       280.0091        -6.6272
  25.722-0.171      1        25.7258        -0.1891       279.7289        -6.4966
  25.723+0.239      1        25.7119         0.1833       279.3895        -6.3380
  25.723+0.239      2        25.7289         0.1938       279.3881        -6.3181
  25.723+0.239      3        25.7376         0.2107       279.3769        -6.3026
  25.723+0.239      4        25.7406         0.2416       279.3507        -6.2857
  25.723+0.239      5        25.7550         0.2437       279.3554        -6.2720
  25.723+0.239      6        25.7650         0.2655       279.3406        -6.2531
  25.723+0.239      7        25.7966         0.2413       279.3769        -6.2362
  25.723+0.239      8        25.7915         0.2534       279.3636        -6.2351
  25.723+0.239      9        25.8134         0.2524       279.3747        -6.2161
  25.723+0.239     10        25.8039         0.2706       279.3540        -6.2162
  25.723+0.239     11        25.8191         0.2607       279.3698        -6.2073
  25.726-0.256      1        25.7118        -0.2652       279.7906        -6.5439
  25.726-0.256      2        25.7255        -0.2561       279.7887        -6.5276
  25.736+0.991      1        25.7216         0.9886       278.6747        -5.9592
  25.736+0.991      2        25.7385         0.9908       278.6806        -5.9432
  25.736+0.991      3        25.7455         0.9814       278.6922        -5.9413
  25.736+0.991      4        25.7445         0.9995       278.6756        -5.9338
  25.747+0.028      1        25.7470         0.0284       279.5442        -6.3780
   25.75+0.244      1        25.7455         0.2316       279.3619        -6.2860
  25.772+0.215      1        25.7101         0.1123       279.4522        -6.3723
  25.772+0.215      2        25.7119         0.1833       279.3895        -6.3380
  25.772+0.215      3        25.7289         0.1938       279.3881        -6.3181
  25.772+0.215      4        25.7376         0.2107       279.3769        -6.3026
  25.772+0.215      5        25.7338         0.2482       279.3416        -6.2888
  25.772+0.215      6        25.7406         0.2416       279.3507        -6.2857
  25.772+0.215      7        25.7550         0.2437       279.3554        -6.2720
  25.772+0.215      8        25.7650         0.2655       279.3406        -6.2531
  25.772+0.215      9        25.7966         0.2413       279.3769        -6.2362
  25.772+0.215     10        25.7915         0.2534       279.3636        -6.2351
  25.772+0.215     11        25.8134         0.2524       279.3747        -6.2161
  25.772+0.215     12        25.8039         0.2706       279.3540        -6.2162
  25.772+0.215     13        25.8191         0.2607       279.3698        -6.2073
  25.772+0.215     14        25.8118         0.2736       279.3550        -6.2079
  25.772+0.215     15        25.8350         0.2714       279.3676        -6.1882
  25.778+0.802      1        25.7799         0.8130       278.8585        -5.9883
  25.778+0.802      2        25.7856         0.8207       278.8542        -5.9797
  25.778+0.802      3        25.8079         0.8543       278.8346        -5.9444
   25.79+0.619      1        25.7973         0.6021       279.0549        -6.0698
   25.79+0.619      2        25.7978         0.6148       279.0437        -6.0635
  25.795+0.602      1        25.7973         0.6021       279.0549        -6.0698
  25.805-0.041      1        25.8035        -0.0406       279.6320        -6.3594
  25.808+0.825      1        25.7799         0.8130       278.8585        -5.9883
  25.808+0.825      2        25.7856         0.8207       278.8542        -5.9797
  25.808+0.825      3        25.8079         0.8543       278.8346        -5.9443
  25.808+0.825      4        25.8238         0.8380       278.8565        -5.9378
  25.809+0.277      1        25.8039         0.2706       279.3540        -6.2162
  25.824-0.178      1        25.8253        -0.1778       279.7647        -6.4030
  25.862+0.277      1        25.8441         0.2751       279.3686        -6.1785
  25.862+0.277      2        25.8519         0.2810       279.3669        -6.1688
  25.862+0.277      3        25.8633         0.2735       279.3789        -6.1622
  25.862+0.277      4        25.8810         0.2720       279.3884        -6.1471
  25.862+0.277      5        25.8830         0.3014       279.3630        -6.1318
  25.896-0.165      1        25.8950        -0.1665       279.7868        -6.3359
  25.912+0.489      1        25.9149         0.4882       279.2109        -6.0177
  25.917-0.234      1        25.9182        -0.2350       279.8587        -6.3466
  25.924+0.534      1        25.9238         0.5357       279.1726        -5.9880
  25.982-0.056      1        25.9806        -0.0553       279.7269        -6.2088
  25.986-0.076      1        25.9865        -0.0760       279.7480        -6.2130
  26.041+0.946      1        26.0438         0.9546       278.8541        -5.6889
  26.069+0.553      1        26.0679         0.5420       279.2335        -5.8571
  26.069+0.936      1        26.0685         0.9372       278.8810        -5.6749
  26.069+0.936      2        26.0829         0.9220       278.9012        -5.6691
   26.082+0.02      1        26.0869         0.0293       279.7002        -6.0755
  26.083-0.036      1        26.0773        -0.0653       279.7804        -6.1275
  26.086+0.942      1        26.0838         0.9297       278.8947        -5.6648
  26.147+0.035      1        26.1457         0.0356       279.7217        -6.0204
  26.161+0.154      1        26.1590         0.1561       279.6202        -5.9533
  26.166-0.075      1        26.1685        -0.0756       279.8317        -6.0511
  26.174+0.141      1        26.1586         0.1362       279.6378        -5.9627
  26.191-0.144      1        26.1914        -0.1443       279.9036        -6.0622
  26.225+0.052      1        26.2118         0.0302       279.7570        -5.9641
    26.25-0.03      1        26.2508        -0.0306       279.8294        -5.9573
  26.278-0.049      1        26.2729        -0.0445       279.8519        -5.9441
  26.287-0.054      1        26.2839        -0.0770       279.8861        -5.9492
  26.291+0.134      1        26.2596         0.1336       279.6867        -5.8742
  26.291+0.134      2        26.2687         0.1735       279.6553        -5.8478
  26.291+0.134      3        26.2911         0.1340       279.7009        -5.8461
  26.291+0.134      4        26.2866         0.1448       279.6892        -5.8451
  26.291+0.134      5        26.3072         0.1337       279.7086        -5.8319
  26.291+0.134      6        26.3234         0.1331       279.7166        -5.8178
  26.291+0.134      7        26.3023         0.1785       279.6663        -5.8157
  26.291+0.134      8        26.3302         0.1506       279.7041        -5.8037
  26.291+0.134      9        26.3454         0.1374       279.7229        -5.7963
  26.291+0.134     10        26.3459         0.1480       279.7137        -5.7909
  26.308+0.235      1        26.2969         0.1997       279.6448        -5.8107
  26.329-0.372      1        26.3134        -0.3564       280.1494        -6.0510
  26.344+0.135      1        26.3234         0.1331       279.7166        -5.8178
  26.344+0.135      2        26.3454         0.1374       279.7229        -5.7963
  26.344+0.941      1        26.3331         0.9712       278.9729        -5.4243
  26.344+0.941      2        26.3601         0.9786       278.9788        -5.3970
  26.358+0.033      1        26.3583         0.0352       279.8201        -5.8317
  26.376+0.352      1        26.3744         0.3521       279.5445        -5.6720
  26.432-0.662      1        26.4336        -0.6722       280.4871        -6.0886
  26.432-0.662      2        26.4181        -0.6421       280.4530        -6.0886
  26.432-0.662      3        26.4341        -0.6617       280.4779        -6.0834
  26.432-0.662      4        26.4076        -0.6082       280.4179        -6.0824
  26.432-0.662      5        26.4535        -0.6755       280.4992        -6.0724
  26.432-0.662      6        26.4775        -0.6312       280.4706        -6.0309
  26.432-0.662      7        26.4697        -0.6146       280.4522        -6.0302
  26.432-0.662      8        26.4791        -0.6181       280.4597        -6.0234
  26.451+0.177      1        26.4538         0.1894       279.7264        -5.6761
  26.456-0.392      1        26.4506        -0.4148       280.2648        -5.9558
  26.456-0.392      2        26.4453        -0.4049       280.2535        -5.9559
  26.456-0.392      3        26.4796        -0.3991       280.2641        -5.9228
  26.456-0.392      4        26.5096        -0.4099       280.2876        -5.9010
  26.469-0.592      1        26.4792        -0.6182       280.4597        -6.0234
  26.469-0.592      2        26.4917        -0.6007       280.4499        -6.0043
  26.469-0.592      3        26.4766        -0.5565       280.4034        -5.9975
  26.487-0.634      1        26.4775        -0.6312       280.4706        -6.0309
  26.497+0.321      1        26.4959         0.3211       279.6282        -5.5782
  26.497-0.327      1        26.4978        -0.3288       280.2096        -5.8744
  26.506-0.445      1        26.5051        -0.4480       280.3195        -5.9225
  26.507+0.716      1        26.4293         0.7269       279.2353        -5.4512
  26.507+0.716      2        26.4796         0.7117       279.2721        -5.4134
  26.507+0.716      3        26.4965         0.7096       279.2818        -5.3994
  26.507+0.716      4        26.5094         0.7173       279.2808        -5.3844
  26.517-0.399      1        26.5180        -0.3996       280.2822        -5.8888
   26.517-0.47      1        26.5157        -0.4751       280.3486        -5.9254
  26.524-0.358      1        26.5014        -0.3433       280.2242        -5.8778
  26.524-0.358      2        26.5306        -0.3290       280.2249        -5.8453
  26.524-0.358      3        26.5464        -0.3486       280.2496        -5.8402
  26.524-0.358      4        26.5524        -0.3516       280.2551        -5.8363
  26.532-0.103      1        26.5327        -0.1023       280.0233        -5.7396
  26.532-0.103      2        26.5596        -0.1311       280.0614        -5.7289
  26.532-0.103      3        26.5387        -0.0862       280.0116        -5.7269
  26.532-0.103      4        26.5267        -0.0448       279.9692        -5.7186
  26.532-0.103      5        26.5535        -0.0933       280.0249        -5.7170
  26.532-0.103      6        26.5466        -0.0793       280.0091        -5.7167
  26.532-0.103      7        26.5312        -0.0379       279.9650        -5.7115
  26.532-0.668      1        26.5251        -0.6454       280.5052        -5.9950
   26.538-0.24      1        26.5274        -0.2673       280.1682        -5.8199
  26.541+0.726      1        26.5420         0.7263       279.2878        -5.3513
  26.541+0.726      2        26.5531         0.7322       279.2876        -5.3387
  26.545+0.441      1        26.5289         0.4227       279.5527        -5.5023
  26.545+0.441      2        26.5274         0.4313       279.5444        -5.4997
  26.555-0.259      1        26.5127        -0.2711       280.1649        -5.8347
  26.555-0.259      2        26.5295        -0.2876       280.1873        -5.8274
  26.555-0.259      3        26.5274        -0.2673       280.1682        -5.8199
  26.555-0.259      4        26.5442        -0.2913       280.1975        -5.8160
  26.555-0.259      5        26.5773        -0.2760       280.1990        -5.7795
  26.555-0.259      6        26.5819        -0.2651       280.1914        -5.7704
  26.555-0.259      7        26.5632        -0.2265       280.1483        -5.7694
  26.568-0.053      1        26.5788        -0.0427       279.9913        -5.6713
   26.57+0.101      1        26.5858         0.0943       279.8722        -5.6024
   26.57+0.101      2        26.5851         0.1001       279.8666        -5.6003
  26.575+0.729      1        26.5689         0.6942       279.3288        -5.3421
  26.578-0.147      1        26.5679        -0.1523       280.0842        -5.7313
  26.578-0.147      2        26.5596        -0.1311       280.0614        -5.7289
  26.578-0.147      3        26.5792        -0.1144       280.0555        -5.7039
  26.581+0.429      1        26.5289         0.4227       279.5527        -5.5023
  26.581+0.429      2        26.5380         0.4103       279.5679        -5.4999
  26.581+0.429      3        26.5460         0.4158       279.5667        -5.4903
  26.581+0.429      4        26.5647         0.4254       279.5668        -5.4693
  26.581+0.429      5        26.6249         0.4246       279.5953        -5.4162
   26.59-0.163      1        26.5680        -0.1526       280.0844        -5.7313
   26.59-0.163      2        26.5999        -0.1456       280.0929        -5.6998
  26.594-0.303      1        26.5525        -0.3078       280.2160        -5.8162
  26.594-0.303      2        26.5442        -0.2913       280.1975        -5.8160
  26.594-0.303      3        26.5636        -0.3035       280.2173        -5.8043
  26.594-0.303      4        26.5751        -0.3239       280.2408        -5.8034
  26.594-0.303      5        26.5766        -0.2952       280.2159        -5.7890
  26.594-0.303      6        26.6052        -0.3395       280.2685        -5.7838
  26.594-0.303      7        26.5937        -0.3016       280.2294        -5.7767
  26.594-0.303      8        26.6030        -0.3068       280.2384        -5.7708
  26.601+0.689      1        26.6040         0.6879       279.3506        -5.3138
  26.615-0.112      1        26.5765        -0.0931       280.0352        -5.6965
  26.615-0.112      2        26.6222        -0.1056       280.0675        -5.6616
  26.615-0.112      3        26.6098        -0.0840       280.0425        -5.6627
  26.615-0.112      4        26.6355        -0.1006       280.0691        -5.6475
  26.621-0.339      1        26.6073        -0.3516       280.2803        -5.7875
  26.621-0.339      2        26.6051        -0.3394       280.2684        -5.7838
  26.621-0.339      3        26.6053        -0.3081       280.2406        -5.7693
   26.63-0.357      1        26.6072        -0.3516       280.2803        -5.7875
   26.63-0.357      2        26.6051        -0.3394       280.2684        -5.7838
  26.657+0.007      1        26.6524         0.0088       279.9792        -5.5823
  26.657+0.007      2        26.6482         0.0180       279.9690        -5.5819
  26.657-0.075      1        26.6579        -0.0753       280.0568        -5.6159
  26.672+0.674      1        26.6733         0.6749       279.3942        -5.2583
  26.689+0.036      1        26.6865         0.0351       279.9713        -5.5400
  26.726+0.524      1        26.7273         0.5224       279.5551        -5.2803
  26.736+0.213      1        26.7357         0.2266       279.8230        -5.4085
  26.781+0.213      1        26.7824         0.2148       279.8551        -5.3724
  26.781+0.213      2        26.8119         0.2250       279.8595        -5.3415
  26.824+0.235      1        26.8193         0.2391       279.8504        -5.3285
   26.851+0.18      1        26.8219         0.1724       279.9111        -5.3567
   26.851+0.18      2        26.8254         0.1849       279.9015        -5.3479
   26.851+0.18      3        26.8322         0.1909       279.8993        -5.3391
   26.851+0.18      4        26.8475         0.1793       279.9167        -5.3308
   26.851+0.18      5        26.8467         0.1995       279.8984        -5.3222
   26.851+0.18      6        26.8493         0.2068       279.8930        -5.3166
   26.851+0.18      7        26.8515         0.2232       279.8793        -5.3071
   26.851+0.18      8        26.8903         0.1682       279.9463        -5.2979
  26.871-0.294      1        26.8690        -0.3135       280.3667        -5.5374
  26.927+0.023      1        26.9281         0.0247       280.0918        -5.3300
  26.931+0.176      1        26.9310         0.1783       279.9560        -5.2570
  26.939-0.317      1        26.9274        -0.3397       280.4169        -5.4974
  26.941-0.301      1        26.9410        -0.3005       280.3881        -5.4674
  26.952+0.185      1        26.9457         0.1708       279.9695        -5.2474
  26.952+0.185      2        26.9513         0.1838       279.9605        -5.2365
  26.964-0.314      1        26.9599        -0.3084       280.4039        -5.4542
  26.964-0.314      2        26.9834        -0.3133       280.4191        -5.4356
   26.996-0.04      1        26.9967        -0.0600       280.1990        -5.3078
   26.996-0.04      2        26.9857        -0.0285       280.1658        -5.3032
   26.996-0.04      3        27.0108        -0.0389       280.1867        -5.2856
   26.996-0.04      4        27.0064        -0.0256       280.1728        -5.2834
  27.014-0.619      1        27.0139        -0.6192       280.7064        -5.5483
  27.016+0.204      1        27.0165         0.2008       279.9752        -5.1707
  27.016+0.204      2        27.0484         0.1954       279.9948        -5.1448
  27.018+0.141      1        27.0190         0.1410       280.0298        -5.1959
  27.021+0.289      1        27.0136         0.2912       279.8933        -5.1318
  27.021+0.289      2        27.0207         0.2850       279.9021        -5.1284
  27.021+0.289      3        27.0296         0.2805       279.9102        -5.1226
  27.021+0.289      4        27.0238         0.3002       279.8900        -5.1187
  27.023-0.099      1        27.0137        -0.1433       280.2812        -5.3308
  27.028+0.279      1        27.0207         0.2850       279.9021        -5.1284
  27.028+0.279      2        27.0296         0.2805       279.9102        -5.1226
  27-0.297_70m      1        26.9835        -0.3133       280.4191        -5.4354
  27-0.297_70m      2        27.0001        -0.2973       280.4124        -5.4133
  27.037+0.294      1        27.0239         0.2998       279.8904        -5.1188
  27.102-0.558      1        27.0856        -0.5636       280.6897        -5.4591
  27.102-0.558      2        27.1007        -0.5587       280.6922        -5.4434
  27.119+0.173      1        27.1115         0.1471       280.0669        -5.1109
  27.131-0.622      1        27.1250        -0.6213       280.7592        -5.4504
  27.145+0.004      1        27.1455         0.0045       280.2098        -5.1459
  27.162-0.004      1        27.1743        -0.0073       280.2336        -5.1258
   27.23+0.136      1        27.2214         0.1360       280.1273        -5.0183
  27.253+0.174      1        27.2316         0.1396       280.1288        -5.0075
  27.356-0.152      1        27.3580        -0.1565       280.4512        -5.0307
  27.356-0.152      2        27.3661        -0.1663       280.4637        -5.0279
  27.359-0.367      1        27.3569        -0.3918       280.6607        -5.1392
  27.359-0.367      2        27.3603        -0.3681       280.6411        -5.1255
  27.369-0.175      1        27.3662        -0.1663       280.4637        -5.0279
   27.426-0.87      1        27.4272        -0.8661       281.1167        -5.2935
   27.44-0.017      1        27.4300        -0.0092       280.3527        -4.8993
  27.444+0.102      1        27.4307         0.0735       280.2793        -4.8609
  27.458-0.153      1        27.4601        -0.1511       280.4933        -4.9375
  27.478+0.138      1        27.4379         0.0847       280.2726        -4.8492
  27.478+0.138      2        27.4587         0.1133       280.2567        -4.8177
  27.478+0.138      3        27.4827         0.1319       280.2511        -4.7879
  27.478+0.138      4        27.4750         0.1577       280.2246        -4.7829
  27.478+0.138      5        27.4891         0.1675       280.2223        -4.7659
  27.478+0.138      6        27.4961         0.1706       280.2227        -4.7582
  27.493+0.172      1        27.4959         0.1705       280.2227        -4.7584
  27.493+0.172      2        27.4940         0.1882       280.2061        -4.7520
  27.509+0.209      1        27.5047         0.1957       280.2043        -4.7390
  27.509+0.209      2        27.4990         0.2128       280.1864        -4.7363
  27.525+0.198      1        27.5045         0.1957       280.2041        -4.7393
  27.525+0.198      2        27.5171         0.2017       280.2046        -4.7253
  27.525+0.198      3        27.5264         0.2102       280.2013        -4.7132
  27.525+0.198      4        27.5374         0.2144       280.2026        -4.7015
  27.525+0.198      5        27.5433         0.2025       280.2159        -4.7017
