-------------------------------------------------------------------------------------
    map         source        glon          glat              ra             dec     
  25.322-0.374      8        25.3588        -0.3813       279.7315        -6.9108
  25.322-0.374      9        25.3626        -0.3839       279.7355        -6.9086
  25.324+0.265      1        25.3097         0.1332       279.2484        -6.7183
  25.324+0.265      2        25.2430         0.2881       279.0790        -6.7064
  25.324+0.265      3        25.2489         0.2924       279.0779        -6.6992
  25.324+0.265      4        25.2639         0.2688       279.1059        -6.6966
  25.324+0.265      5        25.2765         0.2618       279.1181        -6.6887
  25.324+0.265      6        25.2882         0.2615       279.1237        -6.6784
  25.324+0.265      7        25.2942         0.2564       279.1310        -6.6755
  25.324+0.265      8        25.2744         0.3054       279.0780        -6.6706
  25.324+0.265      9        25.2961         0.2714       279.1185        -6.6670
  25.324+0.265     10        25.3033         0.2638       279.1287        -6.6640
  25.324+0.265     11        25.3110         0.2710       279.1258        -6.6538
  25.324+0.265     12        25.3301         0.2413       279.1612        -6.6506
  25.324+0.265     13        25.3283         0.2495       279.1530        -6.6483
  25.324+0.265     14        25.3246         0.2573       279.1443        -6.6481
  25.324+0.265     15        25.3449         0.2206       279.1865        -6.6468
  25.324+0.265     16        25.3206         0.2708       279.1304        -6.6454
  25.324+0.265     17        25.3135         0.2847       279.1147        -6.6453
  25.324+0.265     18        25.3237         0.2674       279.1349        -6.6443
  25.324+0.265     19        25.3157         0.2889       279.1119        -6.6414
  25.324+0.265     20        25.3496         0.2272       279.1829        -6.6397
  25.324+0.265     21        25.3472         0.2371       279.1728        -6.6373
  25.324+0.265     22        25.3079         0.3140       279.0859        -6.6369
  25.324+0.265     23        25.3184         0.2960       279.1069        -6.6358
  25.324+0.265     24        25.3416         0.2529       279.1561        -6.6350
  25.324+0.265     25        25.3576         0.2302       279.1838        -6.6312
  25.324+0.265     26        25.3728         0.2109       279.2081        -6.6265
  25.324+0.265     27        25.3535         0.2479       279.1661        -6.6268
  25.324+0.265     28        25.3136         0.3289       279.0752        -6.6249
  25.324+0.265     29        25.3299         0.3032       279.1057        -6.6223
  25.324+0.265     30        25.3649         0.2329       279.1848        -6.6235
  25.324+0.265     31        25.3630         0.2366       279.1806        -6.6235
  25.324+0.265     32        25.3555         0.2633       279.1532        -6.6179
  25.324+0.265     33        25.3659         0.2502       279.1698        -6.6146
  25.324+0.265     34        25.3473         0.2873       279.1280        -6.6141
  25.324+0.265     35        25.4002         0.1864       279.2427        -6.6135
  25.324+0.265     36        25.3847         0.2478       279.1806        -6.5990
  25.329+0.348      1        25.2098         0.3452       279.0126        -6.7096
  25.329+0.348      2        25.2743         0.3055       279.0780        -6.6706
  25.329+0.348      3        25.2801         0.3218       279.0660        -6.6579
  25.329+0.348      4        25.2840         0.3278       279.0625        -6.6517
  25.329+0.348      5        25.2894         0.3298       279.0632        -6.6460
  25.329+0.348      6        25.3157         0.2889       279.1119        -6.6414
  25.329+0.348      7        25.3079         0.3140       279.0859        -6.6369
  25.329+0.348      8        25.3184         0.2960       279.1069        -6.6358
  25.329+0.348      9        25.3010         0.3311       279.0674        -6.6351
  25.329+0.348     10        25.3090         0.3388       279.0643        -6.6245
  25.338-0.399      1        25.3209        -0.4071       279.7371        -6.9564
  25.338-0.399      2        25.3487        -0.3801       279.7257        -6.9192
  25.338-0.399      3        25.3537        -0.3887       279.7357        -6.9188
  25.342-0.196      1        25.3428        -0.1962       279.5584        -6.8402
  25.342-0.196      2        25.4096        -0.3148       279.6954        -6.8352
  25.342-0.196      3        25.3461        -0.1860       279.5508        -6.8325
  25.342-0.196      4        25.3559        -0.1902       279.5591        -6.8258
  25.342-0.196      5        25.3636        -0.1994       279.5709        -6.8232
  25.342-0.196      6        25.3596        -0.1825       279.5539        -6.8189
  25.342-0.196      7        25.3743        -0.1820       279.5602        -6.8057
  25.342-0.196      8        25.3747        -0.1684       279.5483        -6.7990
  25.342-0.196      9        25.3822        -0.1817       279.5636        -6.7985
  25.342-0.196     10        25.3900        -0.1815       279.5671        -6.7914
  25.342-0.196     11        25.3987        -0.1814       279.5709        -6.7837
  25.342-0.196     12        25.3845        -0.1473       279.5339        -6.7807
  25.342-0.196     13        25.4044        -0.1796       279.5720        -6.7778
  25.342-0.196     14        25.4135        -0.1919       279.5872        -6.7754
  25.342-0.196     15        25.4005        -0.1665       279.5585        -6.7752
  25.344-0.063      1        25.3255        -0.1060       279.4697        -6.8141
  25.344-0.063      2        25.3326        -0.1031       279.4704        -6.8065
  25.344-0.063      3        25.3179        -0.0339       279.4016        -6.7877
  25.344-0.063      4        25.3598        -0.1027       279.4826        -6.7822
  25.344-0.063      5        25.3273        -0.0399       279.4114        -6.7822
  25.344-0.063      6        25.3452        -0.0628       279.4401        -6.7768
  25.344-0.063      7        25.3666        -0.0472       279.4361        -6.7506
  25.354+0.263      1        25.3295         0.2501       279.1530        -6.6470
  25.354+0.263      2        25.3449         0.2207       279.1865        -6.6468
  25.354+0.263      3        25.3206         0.2708       279.1304        -6.6454
  25.354+0.263      4        25.3138         0.2841       279.1154        -6.6453
  25.354+0.263      5        25.3237         0.2674       279.1349        -6.6443
  25.354+0.263      6        25.3496         0.2272       279.1829        -6.6397
  25.354+0.263      7        25.3472         0.2371       279.1728        -6.6373
  25.354+0.263      8        25.3416         0.2529       279.1561        -6.6350
  25.354+0.263      9        25.3576         0.2302       279.1838        -6.6312
  25.354+0.263     10        25.3535         0.2479       279.1661        -6.6268
  25.354+0.263     11        25.3649         0.2329       279.1848        -6.6235
  25.354+0.263     12        25.3630         0.2366       279.1806        -6.6235
  25.354+0.263     13        25.3555         0.2633       279.1532        -6.6179
  25.354+0.263     14        25.3659         0.2502       279.1698        -6.6146
  25.354+0.263     15        25.3847         0.2478       279.1806        -6.5990
  25.363+0.226      1        25.3496         0.2272       279.1829        -6.6397
  25.365-0.435      1        25.3543        -0.4475       279.7887        -6.9452
  25.367-0.048      1        25.3666        -0.0472       279.4361        -6.7506
  25.367-0.048      2        25.3976        -0.0317       279.4366        -6.7159
  25.367-0.048      3        25.4128        -0.0474       279.4576        -6.7097
  25.367-0.137      1        25.3633        -0.1493       279.5259        -6.8005
  25.371-0.363      1        25.3651        -0.3926       279.7444        -6.9104
  25.373-0.205      1        25.3559        -0.1902       279.5591        -6.8258
  25.373-0.205      2        25.3747        -0.1789       279.5577        -6.8039
  25.373-0.205      3        25.3747        -0.1684       279.5483        -6.7990
  25.373-0.205      4        25.3822        -0.1817       279.5636        -6.7985
  25.373-0.205      5        25.3900        -0.1815       279.5671        -6.7914
  25.373-0.205      6        25.3987        -0.1814       279.5709        -6.7837
  25.373-0.205      7        25.3845        -0.1473       279.5339        -6.7807
  25.373-0.205      8        25.3985        -0.1413       279.5350        -6.7654
  25.373-0.205      9        25.4605        -0.2084       279.6236        -6.7412
  25.384-0.589      1        25.3851        -0.5895       279.9300        -6.9829
  25.384-0.589      2        25.3951        -0.5893       279.9344        -6.9739
  25.388-0.161      1        25.3559        -0.1902       279.5591        -6.8258
  25.388-0.161      2        25.3747        -0.1789       279.5577        -6.8039
  25.388-0.161      3        25.3747        -0.1684       279.5483        -6.7990
  25.388-0.161      4        25.3822        -0.1817       279.5636        -6.7985
  25.388-0.161      5        25.3900        -0.1815       279.5671        -6.7914
  25.388-0.161      6        25.3987        -0.1814       279.5709        -6.7837
  25.388-0.161      7        25.3845        -0.1473       279.5339        -6.7807
  25.388-0.161      8        25.3985        -0.1413       279.5350        -6.7654
  25.394-0.361      1        25.3715        -0.3815       279.7375        -6.8997
  25.394-0.361      2        25.3831        -0.3773       279.7391        -6.8874
  25.394-0.361      3        25.3703        -0.3460       279.7052        -6.8844
  25.394-0.361      4        25.3737        -0.3484       279.7089        -6.8825
  25.394-0.361      5        25.3905        -0.3659       279.7324        -6.8756
  25.394-0.361      6        25.3842        -0.3478       279.7132        -6.8729
  25.394-0.361      7        25.3923        -0.3496       279.7186        -6.8665
  25.394-0.361      8        25.4021        -0.3434       279.7175        -6.8550
  25.394-0.361      9        25.4044        -0.3386       279.7143        -6.8507
  25.394-0.361     10        25.4117        -0.3265       279.7068        -6.8387
  25.394-0.361     11        25.4097        -0.3149       279.6955        -6.8352
  25.394-0.361     12        25.4236        -0.3184       279.7051        -6.8244
  25.409-0.315      1        25.4096        -0.3148       279.6954        -6.8352
  25.424-0.317      1        25.4164        -0.3366       279.7180        -6.8392
  25.426-0.175      1        25.3428        -0.1962       279.5584        -6.8402
  25.426-0.175      2        25.3461        -0.1860       279.5508        -6.8325
  25.426-0.175      3        25.3559        -0.1902       279.5591        -6.8258
  25.426-0.175      4        25.3596        -0.1825       279.5539        -6.8189
  25.426-0.175      5        25.3743        -0.1820       279.5602        -6.8057
  25.426-0.175      6        25.3747        -0.1684       279.5483        -6.7990
  25.426-0.175      7        25.3822        -0.1817       279.5636        -6.7985
  25.426-0.175      8        25.3900        -0.1815       279.5671        -6.7914
  25.426-0.175      9        25.3987        -0.1814       279.5709        -6.7837
  25.426-0.175     10        25.3845        -0.1473       279.5339        -6.7807
  25.426-0.175     11        25.4044        -0.1796       279.5720        -6.7778
  25.426-0.175     12        25.4136        -0.1919       279.5872        -6.7753
  25.426-0.175     13        25.4186        -0.1874       279.5856        -6.7688
  25.426-0.175     14        25.4146        -0.1742       279.5719        -6.7663
  25.426-0.175     15        25.4051        -0.1538       279.5493        -6.7653
  25.426-0.175     16        25.3985        -0.1413       279.5350        -6.7654
  25.426-0.175     17        25.4605        -0.2084       279.6236        -6.7412
  25.426-0.175     18        25.3980        -0.0313       279.4363        -6.7155
  25.426-0.175     19        25.5175        -0.2056       279.6475        -6.6893
  25.426-0.175     20        25.3953         0.0346       279.3762        -6.6875
  25.426-0.175     21        25.4612        -0.0342       279.4682        -6.6606
  25.426-0.175     22        25.4403         0.0222       279.4081        -6.6533
   25.428+0.11      1        25.4110         0.1047       279.3207        -6.6414
  25.439-0.528      1        25.4419        -0.5522       279.9228        -6.9153
  25.474-0.225      1        25.4594        -0.2229       279.6361        -6.7488
  25.512-0.205      1        25.5175        -0.2056       279.6475        -6.6893
  25.517+0.142      1        25.5147         0.1418       279.3355        -6.5323
  25.527-0.314      1        25.4949        -0.2985       279.7202        -6.7519
  25.527-0.314      2        25.5002        -0.2908       279.7158        -6.7436
   25.55-0.088      1        25.5508        -0.0886       279.5582        -6.6060
  25.563-0.019      1        25.5611        -0.0302       279.5108        -6.5701
  25.563-0.019      2        25.5662        -0.0271       279.5104        -6.5640
  25.563-0.019      3        25.5608         0.0005       279.4832        -6.5562
  25.563+0.633      1        25.5573         0.6475       278.9033        -6.2620
  25.568-0.096      1        25.5703        -0.0951       279.5731        -6.5916
  25.591-0.072      1        25.5914        -0.0715       279.5617        -6.5621
  25.609+0.228      1        25.5862         0.2187       279.2999        -6.4335
  25.609+0.228      2        25.6133         0.2265       279.3054        -6.4058
  25.609+0.228      3        25.6224         0.2434       279.2945        -6.3900
  25.624+0.582      1        25.6193         0.5819       278.9905        -6.2371
  25.674+0.000      1        25.6837         0.0064       279.5346        -6.4443
  25.674-0.123      1        25.6132        -0.1358       279.6293        -6.5722
  25.674-0.123      2        25.6128        -0.0992       279.5964        -6.5557
  25.674-0.123      3        25.6285        -0.1070       279.6106        -6.5453
  25.674-0.123      4        25.6294        -0.0916       279.5972        -6.5375
  25.674-0.123      5        25.6759        -0.1224       279.6462        -6.5103
  25.674-0.123      6        25.7264        -0.1891       279.7292        -6.4960
  25.674-0.123      7        25.6715        -0.0445       279.5745        -6.4785
  25.679+0.356      1        25.6785         0.3568       279.2190        -6.2880
  25.686+0.982      1        25.6797         0.9824       278.6609        -5.9992
  25.686+0.982      2        25.6860         0.9822       278.6640        -5.9937
   25.687+0.53      1        25.6861         0.5040       279.0910        -6.2136
  25.689+0.211      1        25.6804         0.1904       279.3687        -6.3627
  25.695+0.503      1        25.6952         0.5020       279.0971        -6.2064
  25.695+0.503      2        25.6935         0.5100       279.0891        -6.2043
   25.72-0.487      1        25.7221        -0.5010       280.0063        -6.6428
   25.72-0.487      2        25.7381        -0.4961       280.0092        -6.6263
   25.72+0.988      1        25.7207         0.9883       278.6746        -5.9601
  25.722-0.171      1        25.7264        -0.1891       279.7292        -6.4960
  25.723+0.239      1        25.7129         0.1837       279.3897        -6.3370
  25.723+0.239      2        25.7288         0.1932       279.3885        -6.3185
  25.723+0.239      3        25.7424         0.2137       279.3764        -6.2970
  25.723+0.239      4        25.7493         0.2172       279.3765        -6.2892
  25.723+0.239      5        25.7962         0.2410       279.3769        -6.2366
  25.723+0.239      6        25.7908         0.2540       279.3628        -6.2355
  25.723+0.239      7        25.8196         0.2605       279.3703        -6.2069
  25.726-0.256      1        25.7118        -0.2652       279.7905        -6.5439
  25.736+0.991      1        25.7361         0.9899       278.6803        -5.9458
  25.736+0.991      2        25.7459         1.0002       278.6756        -5.9323
   25.75+0.244      1        25.7448         0.2320       279.3612        -6.2865
  25.772+0.215      1        25.7129         0.1837       279.3897        -6.3370
  25.772+0.215      2        25.7288         0.1932       279.3885        -6.3185
  25.772+0.215      3        25.7376         0.2083       279.3791        -6.3037
  25.772+0.215      4        25.7424         0.2137       279.3764        -6.2970
  25.772+0.215      5        25.7493         0.2172       279.3765        -6.2892
  25.772+0.215      6        25.7522         0.2311       279.3655        -6.2803
  25.772+0.215      7        25.7522         0.2423       279.3554        -6.2751
  25.772+0.215      8        25.7634         0.2355       279.3667        -6.2683
  25.772+0.215      9        25.7962         0.2410       279.3769        -6.2366
  25.772+0.215     10        25.7908         0.2540       279.3628        -6.2355
  25.772+0.215     11        25.8129         0.2520       279.3748        -6.2168
  25.772+0.215     12        25.8036         0.2705       279.3539        -6.2166
  25.772+0.215     13        25.8196         0.2605       279.3703        -6.2069
  25.778+0.802      1        25.7788         0.8134       278.8576        -5.9890
  25.778+0.802      2        25.7997         0.8415       278.8422        -5.9576
  25.778+0.802      3        25.8076         0.8541       278.8346        -5.9447
   25.791+0.25      1        25.7900         0.2370       279.3776        -6.2440
  25.805-0.041      1        25.8036        -0.0413       279.6326        -6.3597
  25.805-0.041      2        25.8067        -0.0268       279.6211        -6.3502
  25.808+0.825      1        25.7788         0.8134       278.8576        -5.9890
  25.808+0.825      2        25.7997         0.8415       278.8422        -5.9576
  25.808+0.825      3        25.8076         0.8541       278.8346        -5.9447
  25.808+0.825      4        25.8240         0.8383       278.8563        -5.9375
  25.809+0.277      1        25.7906         0.2359       279.3789        -6.2440
  25.824-0.178      1        25.8252        -0.1777       279.7646        -6.4030
   25.846-0.39      1        25.8384        -0.3779       279.9497        -6.4830
   25.846-0.39      2        25.8467        -0.3903       279.9646        -6.4813
  25.848-0.481      1        25.8483        -0.4817       280.0472        -6.5218
  25.862+0.277      1        25.8464         0.2768       279.3681        -6.1756
  25.862+0.277      2        25.8525         0.2812       279.3670        -6.1682
  25.862+0.277      3        25.8610         0.2741       279.3773        -6.1639
  25.862+0.277      4        25.8651         0.2723       279.3808        -6.1611
  25.862+0.277      5        25.8805         0.2724       279.3878        -6.1474
  25.862+0.277      6        25.8830         0.3015       279.3629        -6.1318
  25.896-0.165      1        25.8965        -0.1688       279.7895        -6.3355
  25.912+0.489      1        25.9155         0.4885       279.2109        -6.0170
  25.924+0.534      1        25.9236         0.5372       279.1712        -5.9875
  25.965-0.006      1        25.9666        -0.0064       279.6767        -6.1989
  25.982-0.056      1        25.9871        -0.0762       279.7485        -6.2126
  25.982-0.056      2        25.9805        -0.0553       279.7268        -6.2089
  25.986-0.076      1        25.9871        -0.0762       279.7485        -6.2126
  26.023+0.932      1        26.0225         0.9320       278.8644        -5.7181
  26.034+0.915      1        26.0346         0.9178       278.8827        -5.7139
  26.041+0.946      1        26.0225         0.9320       278.8644        -5.7181
  26.069+0.553      1        26.0649         0.5382       279.2356        -5.8615
  26.069+0.936      1        26.0688         0.9360       278.8822        -5.6752
  26.083-0.036      1        26.0793        -0.0555       279.7725        -6.1212
  26.083-0.036      2        26.0776        -0.0477       279.7648        -6.1191
  26.083-0.036      3        26.0964        -0.0456       279.7716        -6.1014
  26.144+0.894      1        26.1450         0.8943       278.9547        -5.6267
  26.144+0.894      2        26.1511         0.8952       278.9567        -5.6209
  26.161+0.154      1        26.1590         0.1561       279.6202        -5.9533
  26.164+0.878      1        26.1534         0.8770       278.9739        -5.6272
  26.166-0.075      1        26.1569        -0.0796       279.8299        -6.0633
  26.174+0.141      1        26.1533         0.1432       279.6291        -5.9643
  26.174+0.141      2        26.1583         0.1367       279.6372        -5.9628
  26.174+0.141      3        26.1559         0.1464       279.6274        -5.9605
  26.191-0.144      1        26.1909        -0.1443       279.9034        -6.0626
  26.225+0.052      1        26.2123         0.0315       279.7562        -5.9631
  26.225+0.097      1        26.2346         0.0945       279.7101        -5.9143
  26.225+0.097      2        26.2404         0.1024       279.7057        -5.9056
  26.254+0.359      1        26.2538         0.3600       279.4818        -5.7756
  26.269-0.046      1        26.2732        -0.0448       279.8523        -5.9440
  26.278-0.049      1        26.2732        -0.0448       279.8524        -5.9439
  26.279-0.042      1        26.2755        -0.0555       279.8630        -5.9469
  26.291+0.134      1        26.2866         0.1444       279.6895        -5.8453
  26.291+0.134      2        26.3219         0.1327       279.7162        -5.8193
  26.291+0.134      3        26.3272         0.1345       279.7171        -5.8137
  26.304-0.068      1        26.3032        -0.0820       279.8995        -5.9344
  26.329-0.372      1        26.3108        -0.3977       280.1851        -6.0722
  26.329-0.372      2        26.3262        -0.3917       280.1869        -6.0558
  26.344+0.135      1        26.3219         0.1327       279.7162        -5.8193
  26.344+0.135      2        26.3272         0.1345       279.7171        -5.8137
  26.344+0.941      1        26.3095         0.9646       278.9680        -5.4483
  26.344+0.941      2        26.3347         0.9338       279.0070        -5.4401
  26.344+0.941      3        26.3290         0.9654       278.9762        -5.4306
  26.344+0.941      4        26.3447         0.9822       278.9684        -5.4089
  26.358+0.033      1        26.3486         0.0362       279.8147        -5.8398
  26.358+0.033      2        26.3580         0.0340       279.8211        -5.8325
  26.376+0.352      1        26.3746         0.3525       279.5443        -5.6716
  26.406-0.608      1        26.4081        -0.6084       280.4183        -6.0821
  26.432-0.662      1        26.4081        -0.6084       280.4183        -6.0821
  26.432-0.662      2        26.4661        -0.6458       280.4785        -6.0476
  26.432-0.662      3        26.4767        -0.6329       280.4717        -6.0323
  26.432-0.662      4        26.4793        -0.6370       280.4766        -6.0319
  26.432-0.662      5        26.4699        -0.6149       280.4526        -6.0301
  26.432-0.662      6        26.4484        -0.5698       280.4023        -6.0286
  26.432-0.662      7        26.4873        -0.6339       280.4775        -6.0233
  26.432-0.662      8        26.4800        -0.6186       280.4605        -6.0228
  26.432-0.662      9        26.4967        -0.6396       280.4870        -6.0176
  26.451+0.177      1        26.4533         0.1720       279.7417        -5.6844
  26.456-0.392      1        26.4496        -0.4144       280.2640        -5.9564
  26.456-0.392      2        26.4769        -0.3968       280.2607        -5.9241
  26.456-0.392      3        26.4802        -0.3998       280.2650        -5.9226
  26.456-0.392      4        26.5092        -0.4105       280.2879        -5.9016
  26.469-0.592      1        26.4926        -0.5998       280.4495        -6.0030
  26.469-0.592      2        26.4775        -0.5563       280.4036        -5.9965
  26.487-0.634      1        26.4767        -0.6329       280.4717        -6.0323
  26.487-0.634      2        26.4793        -0.6370       280.4766        -6.0319
  26.497+0.321      1        26.4972         0.3213       279.6287        -5.5770
  26.497-0.327      1        26.4981        -0.3286       280.2096        -5.8740
  26.506-0.445      1        26.5054        -0.4481       280.3198        -5.9223
  26.507+0.716      1        26.4312         0.7254       279.2375        -5.4501
  26.507+0.716      2        26.4961         0.7104       279.2808        -5.3994
  26.507+0.716      3        26.5537         0.7305       279.2894        -5.3390
  26.514-0.583      1        26.5135        -0.5822       280.4433        -5.9763
  26.516+0.238      1        26.5048         0.2446       279.7005        -5.6054
  26.517-0.399      1        26.5036        -0.4136       280.2881        -5.9081
   26.517-0.47      1        26.5153        -0.4754       280.3487        -5.9259
  26.524-0.358      1        26.5030        -0.3671       280.2462        -5.8873
  26.524-0.358      2        26.5045        -0.3494       280.2311        -5.8778
  26.524-0.358      3        26.5024        -0.3448       280.2260        -5.8777
  26.524-0.358      4        26.5315        -0.3292       280.2255        -5.8446
  26.524-0.358      5        26.5465        -0.3481       280.2493        -5.8399
  26.524-0.358      6        26.5554        -0.3518       280.2567        -5.8337
  26.524-0.358      7        26.5613        -0.3554       280.2626        -5.8301
  26.532-0.103      1        26.5594        -0.1310       280.0612        -5.7291
  26.532-0.103      2        26.5547        -0.1213       280.0504        -5.7287
  26.532-0.103      3        26.5399        -0.0870       280.0129        -5.7262
  26.532-0.103      4        26.5257        -0.0448       279.9687        -5.7195
  26.532-0.103      5        26.5627        -0.1151       280.0485        -5.7188
  26.532-0.103      6        26.5552        -0.0939       280.0261        -5.7158
  26.532-0.103      7        26.5482        -0.0801       280.0106        -5.7157
  26.532-0.103      8        26.5735        -0.1168       280.0550        -5.7100
  26.532-0.103      9        26.5685        -0.1050       280.0422        -5.7090
  26.532-0.668      1        26.5314        -0.6387       280.5022        -5.9863
   26.538-0.24      1        26.5273        -0.2675       280.1684        -5.8200
  26.541+0.726      1        26.5537         0.7305       279.2894        -5.3390
  26.545+0.441      1        26.5294         0.4235       279.5523        -5.5015
  26.545+0.441      2        26.5289         0.4324       279.5440        -5.4979
  26.555-0.259      1        26.5139        -0.2929       280.1850        -5.8436
  26.555-0.259      2        26.5131        -0.2709       280.1649        -5.8343
  26.555-0.259      3        26.5279        -0.2878       280.1868        -5.8289
  26.555-0.259      4        26.5273        -0.2675       280.1684        -5.8200
  26.555-0.259      5        26.5446        -0.2914       280.1977        -5.8157
  26.555-0.259      6        26.5777        -0.2767       280.1998        -5.7795
  26.555-0.259      7        26.5676        -0.2542       280.1750        -5.7782
  26.568-0.053      1        26.5766        -0.0523       279.9988        -5.6777
  26.568-0.053      2        26.5790        -0.0429       279.9916        -5.6713
  26.568-0.053      3        26.5899        -0.0564       280.0086        -5.6678
   26.568+0.69      1        26.5731         0.7165       279.3109        -5.3282
   26.57+0.101      1        26.5862         0.0939       279.8727        -5.6021
   26.57+0.101      2        26.5860         0.1001       279.8670        -5.5995
  26.575+0.729      1        26.5731         0.7165       279.3109        -5.3282
  26.578-0.147      1        26.5680        -0.1516       280.0836        -5.7308
  26.578-0.147      2        26.5594        -0.1310       280.0612        -5.7291
  26.578-0.147      3        26.5547        -0.1213       280.0504        -5.7287
  26.578-0.147      4        26.5628        -0.1152       280.0486        -5.7188
  26.578-0.147      5        26.5733        -0.1169       280.0550        -5.7102
  26.578-0.147      6        26.5805        -0.1151       280.0567        -5.7030
  26.581+0.429      1        26.5294         0.4235       279.5523        -5.5015
  26.581+0.429      2        26.5374         0.4118       279.5664        -5.4998
  26.581+0.429      3        26.5458         0.4168       279.5657        -5.4900
  26.581+0.429      4        26.5460         0.4238       279.5596        -5.4866
  26.581+0.429      5        26.6252         0.4249       279.5951        -5.4157
  26.586+0.713      1        26.5722         0.7028       279.3227        -5.3353
   26.59-0.163      1        26.5681        -0.1518       280.0837        -5.7308
  26.594-0.303      1        26.5519        -0.3089       280.2167        -5.8172
  26.594-0.303      2        26.5446        -0.2914       280.1977        -5.8157
  26.594-0.303      3        26.5598        -0.3000       280.2124        -5.8061
  26.594-0.303      4        26.5619        -0.3050       280.2178        -5.8065
  26.594-0.303      5        26.5565        -0.2937       280.2052        -5.8061
  26.594-0.303      6        26.5753        -0.3238       280.2408        -5.8032
  26.594-0.303      7        26.6009        -0.3408       280.2678        -5.7882
  26.594-0.303      8        26.6060        -0.3399       280.2693        -5.7833
  26.594-0.303      9        26.5777        -0.2767       280.1998        -5.7795
  26.594-0.303     10        26.6101        -0.3346       280.2665        -5.7772
  26.594-0.303     11        26.6065        -0.2788       280.2149        -5.7548
  26.594-0.303     12        26.6119        -0.2864       280.2242        -5.7535
  26.601+0.689      1        26.6057         0.6885       279.3509        -5.3121
  26.615-0.112      1        26.5750        -0.0937       280.0351        -5.6981
  26.615-0.112      2        26.5839        -0.1044       280.0488        -5.6951
  26.615-0.112      3        26.6099        -0.0844       280.0428        -5.6628
  26.621-0.339      1        26.6067        -0.3518       280.2803        -5.7881
  26.621-0.339      2        26.6009        -0.3408       280.2678        -5.7882
  26.621-0.339      3        26.6060        -0.3399       280.2693        -5.7833
  26.621-0.339      4        26.6101        -0.3346       280.2665        -5.7772
   26.63-0.357      1        26.6067        -0.3518       280.2803        -5.7881
   26.63-0.357      2        26.6009        -0.3408       280.2678        -5.7882
   26.63-0.357      3        26.6060        -0.3399       280.2693        -5.7833
   26.63-0.357      4        26.6101        -0.3346       280.2665        -5.7772
  26.654+0.002      1        26.6467        -0.0119       279.9950        -5.5969
  26.657+0.007      1        26.6412         0.0159       279.9677        -5.5891
  26.657+0.007      2        26.6518         0.0080       279.9796        -5.5833
  26.657+0.007      3        26.6476         0.0178       279.9689        -5.5825
  26.662+0.271      1        26.6628         0.2747       279.7465        -5.4512
  26.672+0.674      1        26.6692         0.6756       279.3917        -5.2616
  26.689+0.036      1        26.6869         0.0348       279.9718        -5.5398
   26.72-0.749      1        26.7171        -0.7813       280.7150        -5.8864
  26.768-0.025      1        26.7690        -0.0445       280.0804        -5.5031
  26.781+0.213      1        26.7910         0.2104       279.8630        -5.3667
  26.781+0.213      2        26.8124         0.2248       279.8599        -5.3412
  26.781+0.213      3        26.8122         0.2460       279.8409        -5.3316
  26.824+0.235      1        26.8186         0.2400       279.8493        -5.3287
   26.851+0.18      1        26.8332         0.1903       279.9004        -5.3385
   26.851+0.18      2        26.8467         0.1787       279.9169        -5.3317
   26.851+0.18      3        26.8497         0.2076       279.8924        -5.3159
  26.896-0.302      1        26.8886        -0.3175       280.3792        -5.5218
  26.927+0.023      1        26.9276         0.0251       280.0912        -5.3302
  26.931+0.176      1        26.9316         0.1781       279.9564        -5.2566
  26.939-0.317      1        26.9280        -0.3394       280.4169        -5.4967
  26.952+0.185      1        26.9454         0.1711       279.9691        -5.2475
  26.964-0.314      1        26.9595        -0.3086       280.4039        -5.4546
  26.964-0.314      2        26.9676        -0.3063       280.4055        -5.4464
  26.964-0.314      3        26.9804        -0.3199       280.4236        -5.4412
  26.964-0.314      4        26.9831        -0.3128       280.4185        -5.4356
  26.994-0.744      1        26.9569        -0.7354       280.7841        -5.6521
  26.994-0.744      2        26.9823        -0.7630       280.8204        -5.6422
   26.996-0.04      1        27.0113        -0.0394       280.1873        -5.2854
  27.016+0.204      1        27.0164         0.2004       279.9756        -5.1710
  27.016+0.204      2        27.0480         0.1944       279.9955        -5.1457
  27.018+0.141      1        27.0197         0.1408       280.0303        -5.1954
  27.021+0.289      1        27.0283         0.2832       279.9072        -5.1225
  27.021+0.289      2        27.0313         0.2795       279.9119        -5.1215
  27.023-0.099      1        26.9945        -0.0864       280.2216        -5.3218
  27.023-0.099      2        27.0366        -0.1204       280.2713        -5.3000
  27.023-0.099      3        27.0255        -0.0701       280.2213        -5.2868
  27.028+0.279      1        27.0283         0.2832       279.9072        -5.1225
  27.028+0.279      2        27.0313         0.2795       279.9119        -5.1215
  27-0.297_70m      1        26.9831        -0.3128       280.4185        -5.4355
  27-0.297_70m      2        26.9997        -0.2983       280.4132        -5.4142
  27-0.297_70m      3        27.0189        -0.2952       280.4192        -5.3957
  27.037+0.294      1        27.0282         0.2832       279.9071        -5.1226
  27.102-0.558      1        27.0860        -0.5630       280.6893        -5.4585
  27.102-0.558      2        27.1012        -0.5583       280.6920        -5.4428
  27.119+0.173      1        27.1126         0.1481       280.0665        -5.1094
  27.145+0.004      1        27.1610        -0.0000       280.2210        -5.1342
  27.162-0.004      1        27.1177         0.0055       280.1962        -5.1702
  27.162-0.004      2        27.1741        -0.0077       280.2339        -5.1261
  27.178-0.104      1        27.1799        -0.1049       280.3233        -5.1655
   27.23+0.136      1        27.2218         0.1358       280.1277        -5.0180
