-------------------------------------------------------------------------------------
    map         source        glon          glat              ra             dec     
   1.322+0.013      1         1.3015         0.0144       267.1578       -27.8157
   1.322+0.013      2         1.3051         0.0101       267.1640       -27.8149
   1.322+0.013      3         1.3042         0.0188       267.1551       -27.8111
   1.325-0.417      1         1.3194        -0.4314       267.6009       -28.0295
   1.392+0.111      1         1.3822         0.1104       267.1118       -27.6970
   1.466+0.041      1         1.4670         0.0464       267.2231       -27.6574
   1.466+0.041      2         1.4790         0.0493       267.2274       -27.6456
    1.55-0.152      1         1.5506        -0.1505       267.4624       -27.6870
    1.55-0.152      2         1.5586        -0.1584       267.4746       -27.6842
   1.656-0.256      1         1.6582        -0.2234       267.5954       -27.6321
   1.663+0.392      1         1.6656         0.4009       266.9964       -27.3043
   1.681-0.687      1         1.6803        -0.7102       268.0809       -27.8618
   1.722+0.284      1         1.7066         0.2683       267.1481       -27.3377
   1.826-0.151      1         1.8478        -0.1645       267.6479       -27.4390
   1.826-0.151      2         1.8802        -0.1522       267.6547       -27.4049
   1.826-0.151      3         1.8909        -0.1336       267.6429       -27.3862
   1.826-0.151      4         1.9031        -0.1223       267.6389       -27.3699
   1.826-0.151      5         1.9188        -0.1326       267.6580       -27.3617
   1.826-0.151      6         1.9121        -0.1093       267.6316       -27.3555
   1.826-0.151      7         1.9050        -0.0909       267.6097       -27.3522
   1.874+0.473      1         1.8748         0.4772       267.0445       -27.0858
   1.874+0.473      2         1.8677         0.4943       267.0239       -27.0831
   1.874+0.473      3         1.8793         0.4801       267.0443       -27.0804
   1.889-0.062      1         1.8918        -0.0726       267.5844       -27.3542
   1.889-0.062      2         1.8851        -0.0545       267.5630       -27.3506
   1.889-0.062      3         1.8891        -0.0597       267.5704       -27.3498
   1.889-0.062      4         1.8887        -0.0462       267.5571       -27.3433
   1.889-0.062      5         1.8918        -0.0492       267.5618       -27.3422
   1.889-0.062      6         1.9094        -0.0594       267.5818       -27.3322
   1.889-0.062      7         1.9055        -0.0512       267.5716       -27.3314
   1.889-0.062      8         1.9154        -0.0569       267.5829       -27.3259
   1.932-0.324      1         1.9331        -0.3248       267.8523       -27.4477
   1.936-0.169      1         1.9286        -0.1734       267.7031       -27.3742
   1.945-0.212      1         1.9475        -0.2158       267.7550       -27.3797
   1.991+0.047      1         1.9920         0.0395       267.5340       -27.2106
   10.003-0.14      1         9.9847        -0.1514       272.0737       -20.3770
   10.003-0.14      2         9.9953        -0.1506       272.0784       -20.3673
   10.004-0.35      1        10.0054        -0.3503       272.2699       -20.4553
  10.004-0.393      1         9.9829        -0.3851       272.2908       -20.4918
  10.004-0.393      2         9.9792        -0.3762       272.2806       -20.4908
  10.004-0.393      3         9.9931        -0.3862       272.2971       -20.4835
  10.004-0.393      4         9.9915        -0.3694       272.2806       -20.4767
  10.014-0.818      1         9.9835        -0.7829       272.6632       -20.6836
  10.014-0.818      2        10.0029        -0.7856       272.6757       -20.6679
  10.014-0.818      3         9.9936        -0.7648       272.6513       -20.6660
  10.014-0.818      4        10.0046        -0.7723       272.6641       -20.6600
  10.014-0.818      5        10.0010        -0.7609       272.6515       -20.6576
  10.014-0.818      6        10.0009        -0.7520       272.6431       -20.6534
  10.014-0.818      7        10.0119        -0.7599       272.6562       -20.6476
  10.031-0.355      1        10.0260        -0.3503       272.2806       -20.4373
  10.031-0.355      2        10.0315        -0.3577       272.2904       -20.4361
  10.033-0.347      1        10.0260        -0.3503       272.2806       -20.4373
  10.033-0.347      2        10.0315        -0.3577       272.2904       -20.4361
  10.033-0.347      3        10.0294        -0.3400       272.2728       -20.4293
  10.041-0.156      1        10.0339        -0.1753       272.1214       -20.3455
  10.043-0.425      1         9.9829        -0.3851       272.2908       -20.4918
  10.043-0.425      2         9.9793        -0.3764       272.2808       -20.4907
  10.043-0.425      3         9.9931        -0.3862       272.2971       -20.4835
  10.043-0.425      4        10.0256        -0.4241       272.3493       -20.4734
  10.043-0.425      5        10.0206        -0.3934       272.3181       -20.4629
  10.043-0.425      6        10.0434        -0.4177       272.3526       -20.4547
  10.043-0.425      7        10.0450        -0.4080       272.3443       -20.4486
  10.043-0.425      8        10.0546        -0.4242       272.3644       -20.4481
  10.043-0.425      9        10.0521        -0.4142       272.3537       -20.4454
  10.043-0.425     10        10.0447        -0.3954       272.3324       -20.4428
  10.043-0.425     11        10.0646        -0.4300       272.3750       -20.4421
  10.043-0.425     12        10.0608        -0.4224       272.3659       -20.4417
  10.043-0.425     13        10.0257        -0.3519       272.2819       -20.4383
  10.072-0.423      1        10.0546        -0.4242       272.3644       -20.4481
  10.072-0.423      2        10.0646        -0.4300       272.3750       -20.4421
  10.072-0.423      3        10.0608        -0.4224       272.3659       -20.4417
  10.072-0.423      4        10.0884        -0.4155       272.3737       -20.4143
  10.072-0.423      5        10.0875        -0.4037       272.3622       -20.4094
  10.072-0.423      6        10.1052        -0.4276       272.3937       -20.4054
  10.072-0.423      7        10.0934        -0.4021       272.3638       -20.4034
  10.072-0.423      8        10.1053        -0.4162       272.3830       -20.3998
  10.082-0.414      1        10.0875        -0.4037       272.3622       -20.4094
  10.086-0.417      1        10.0844        -0.4316       272.3867       -20.4255
  10.086-0.438      1        10.0546        -0.4242       272.3644       -20.4481
  10.086-0.438      2        10.0646        -0.4300       272.3750       -20.4421
  10.086-0.438      3        10.0608        -0.4224       272.3659       -20.4417
  10.086-0.438      4        10.0884        -0.4155       272.3737       -20.4143
  10.086-0.438      5        10.0875        -0.4038       272.3623       -20.4094
  10.086-0.438      6        10.1052        -0.4276       272.3937       -20.4054
  10.086-0.438      7        10.0935        -0.4021       272.3639       -20.4033
  10.124-0.445      1        10.0875        -0.4038       272.3623       -20.4094
  10.124-0.445      2        10.1317        -0.4113       272.3922       -20.3744
  10.124-0.445      3        10.1289        -0.3985       272.3787       -20.3705
  10.124-0.445      4        10.1341        -0.3985       272.3814       -20.3661
  10.124-0.445      5        10.1490        -0.4070       272.3971       -20.3571
  10.124-0.445      6        10.1332        -0.3779       272.3618       -20.3568
  10.124-0.445      7        10.1403        -0.3808       272.3682       -20.3520
  10.124-0.445      8        10.1576        -0.4006       272.3955       -20.3464
   10.131-0.77      1        10.1286        -0.7688       272.7247       -20.5497
   10.131-0.77      2        10.1394        -0.7833       272.7438       -20.5472
  10.138-0.791      1        10.1286        -0.7688       272.7247       -20.5497
  10.138-0.791      2        10.1394        -0.7833       272.7438       -20.5472
  10.144-0.355      1        10.1415        -0.3643       272.3533       -20.3430
   10.156-0.34      1        10.1509        -0.3453       272.3404       -20.3256
  10.166-0.355      1        10.1684        -0.3518       272.3555       -20.3134
   10.169-0.31      1        10.1674        -0.3414       272.3453       -20.3093
   10.17-0.324      1        10.1648        -0.3342       272.3373       -20.3080
  10.173-0.318      1        10.1695        -0.3402       272.3453       -20.3068
  10.173-0.389      1        10.1199        -0.3649       272.3427       -20.3622
  10.173-0.389      2        10.1490        -0.4070       272.3971       -20.3571
  10.173-0.389      3        10.1331        -0.3779       272.3617       -20.3569
  10.173-0.389      4        10.1403        -0.3808       272.3682       -20.3520
  10.173-0.389      5        10.1359        -0.3679       272.3538       -20.3496
  10.173-0.389      6        10.1469        -0.3762       272.3672       -20.3440
  10.173-0.389      7        10.1421        -0.3690       272.3580       -20.3447
  10.173-0.389      8        10.1652        -0.4031       272.4018       -20.3410
  10.173-0.389      9        10.1405        -0.3563       272.3454       -20.3400
  10.173-0.389     10        10.1594        -0.3781       272.3754       -20.3340
  10.173-0.389     11        10.1555        -0.3631       272.3594       -20.3302
  10.173-0.389     12        10.1771        -0.4011       272.4060       -20.3296
  10.173-0.389     13        10.1529        -0.3565       272.3519       -20.3293
  10.173-0.389     14        10.1701        -0.3822       272.3848       -20.3266
  10.173-0.389     15        10.1835        -0.4046       272.4127       -20.3257
  10.173-0.389     16        10.1510        -0.3457       272.3408       -20.3257
  10.173-0.389     17        10.1689        -0.3683       272.3711       -20.3210
  10.173-0.389     18        10.1667        -0.3606       272.3629       -20.3192
  10.173-0.389     19        10.1917        -0.4025       272.4149       -20.3175
  10.173-0.389     20        10.1603        -0.3421       272.3423       -20.3158
  10.173-0.389     21        10.1930        -0.3968       272.4102       -20.3136
  10.173-0.389     22        10.1894        -0.3880       272.4002       -20.3125
  10.173-0.389     23        10.1800        -0.3693       272.3779       -20.3117
  10.173-0.389     24        10.1684        -0.3518       272.3555       -20.3134
  10.173-0.389     25        10.1858        -0.3770       272.3880       -20.3104
  10.173-0.389     26        10.1664        -0.3420       272.3453       -20.3104
  10.173-0.389     27        10.1847        -0.3667       272.3779       -20.3063
  10.173-0.389     28        10.1769        -0.3496       272.3579       -20.3049
  10.173-0.389     29        10.1845        -0.3559       272.3677       -20.3012
  10.173-0.389     30        10.1840        -0.3506       272.3624       -20.2992
  10.173-0.389     31        10.1969        -0.3717       272.3888       -20.2981
  10.173-0.389     32        10.1762        -0.3338       272.3428       -20.2979
  10.173-0.389     33        10.1844        -0.3445       272.3570       -20.2959
  10.173-0.389     34        10.1913        -0.3467       272.3626       -20.2909
  10.173-0.389     35        10.2073        -0.3535       272.3772       -20.2802
  10.173-0.389     36        10.2043        -0.3487       272.3712       -20.2805
  10.173-0.389     37        10.2223        -0.3751       272.4051       -20.2775
  10.173-0.389     38        10.2146        -0.3578       272.3850       -20.2759
  10.173-0.389     39        10.2195        -0.3641       272.3934       -20.2746
  10.173-0.389     40        10.1997        -0.3269       272.3485       -20.2740
  10.173-0.389     41        10.2081        -0.3391       272.3641       -20.2725
  10.173-0.389     42        10.2125        -0.3234       272.3518       -20.2611
  10.173-0.389     43        10.2270        -0.3242       272.3601       -20.2488
  10.173-0.389     44        10.2330        -0.3204       272.3596       -20.2417
  10.176-0.408      1        10.0720        -0.4639       272.4105       -20.4520
  10.176-0.408      2        10.0835        -0.4764       272.4280       -20.4480
  10.176-0.408      3        10.0954        -0.4598       272.4187       -20.4296
  10.176-0.408      4        10.0851        -0.4356       272.3908       -20.4269
  10.176-0.408      5        10.0983        -0.4312       272.3935       -20.4132
  10.176-0.408      6        10.1052        -0.4276       272.3937       -20.4054
  10.176-0.408      7        10.1059        -0.4162       272.3834       -20.3993
  10.176-0.408      8        10.1196        -0.4294       272.4028       -20.3937
  10.176-0.408      9        10.1329        -0.4491       272.4281       -20.3916
  10.176-0.408     10        10.1170        -0.4149       272.3879       -20.3889
  10.176-0.408     11        10.1277        -0.4272       272.4049       -20.3855
  10.176-0.408     12        10.1221        -0.4169       272.3925       -20.3854
  10.176-0.408     13        10.1398        -0.4356       272.4190       -20.3790
  10.176-0.408     14        10.1263        -0.4048       272.3833       -20.3759
  10.176-0.408     15        10.1317        -0.4113       272.3922       -20.3744
  10.176-0.408     16        10.1392        -0.4230       272.4069       -20.3734
  10.176-0.408     17        10.1409        -0.4125       272.3980       -20.3669
  10.176-0.408     18        10.1491        -0.4234       272.4125       -20.3649
  10.176-0.408     19        10.1554        -0.4326       272.4242       -20.3639
  10.176-0.408     20        10.1643        -0.4369       272.4328       -20.3582
  10.176-0.408     21        10.1490        -0.4070       272.3971       -20.3571
  10.176-0.408     22        10.1642        -0.4265       272.4231       -20.3532
  10.176-0.408     23        10.1529        -0.3946       272.3875       -20.3477
  10.176-0.408     24        10.1695        -0.4139       272.4141       -20.3425
  10.176-0.408     25        10.1652        -0.4031       272.4018       -20.3410
  10.176-0.408     26        10.1766        -0.4181       272.4217       -20.3384
  10.176-0.408     27        10.1882        -0.4313       272.4399       -20.3345
  10.176-0.408     28        10.1677        -0.3935       272.3941       -20.3341
  10.176-0.408     29        10.1866        -0.4257       272.4339       -20.3333
  10.176-0.408     30        10.1794        -0.4154       272.4206       -20.3345
  10.183-0.419      1        10.1835        -0.4046       272.4126       -20.3257
  10.187-0.343      1        10.1684        -0.3518       272.3555       -20.3134
  10.187-0.343      2        10.1664        -0.3420       272.3453       -20.3104
  10.187-0.343      3        10.1769        -0.3496       272.3579       -20.3049
  10.187-0.343      4        10.1840        -0.3506       272.3624       -20.2992
  10.201-0.331      1        10.1449        -0.3159       272.3099       -20.3166
  10.201-0.331      2        10.1591        -0.3404       272.3400       -20.3160
  10.201-0.331      3        10.1930        -0.3968       272.4102       -20.3136
  10.201-0.331      4        10.1894        -0.3880       272.4002       -20.3125
  10.201-0.331      5        10.1800        -0.3693       272.3779       -20.3117
  10.201-0.331      6        10.1684        -0.3518       272.3555       -20.3134
  10.201-0.331      7        10.1858        -0.3770       272.3880       -20.3104
  10.201-0.331      8        10.1664        -0.3420       272.3453       -20.3104
  10.201-0.331      9        10.1481        -0.3106       272.3066       -20.3113
  10.201-0.331     10        10.1583        -0.3217       272.3222       -20.3077
  10.201-0.331     11        10.1923        -0.3755       272.3900       -20.3040
  10.201-0.331     12        10.1847        -0.3667       272.3779       -20.3063
  10.201-0.331     13        10.1769        -0.3496       272.3579       -20.3049
  10.201-0.331     14        10.1658        -0.3298       272.3336       -20.3050
  10.201-0.331     15        10.2063        -0.3980       272.4182       -20.3026
  10.201-0.331     16        10.1971        -0.3788       272.3955       -20.3014
  10.201-0.331     17        10.1845        -0.3559       272.3677       -20.3012
  10.201-0.331     18        10.1840        -0.3506       272.3624       -20.2992
  10.201-0.331     19        10.1577        -0.3025       272.3040       -20.2989
  10.201-0.331     20        10.1969        -0.3717       272.3888       -20.2981
  10.201-0.331     21        10.1761        -0.3337       272.3427       -20.2979
  10.201-0.331     22        10.1610        -0.3070       272.3099       -20.2982
  10.201-0.331     23        10.1940        -0.3607       272.3770       -20.2953
  10.201-0.331     24        10.1844        -0.3445       272.3570       -20.2959
  10.201-0.331     25        10.1913        -0.3467       272.3626       -20.2909
  10.201-0.331     26        10.2082        -0.3732       272.3960       -20.2889
  10.201-0.331     27        10.1802        -0.3231       272.3348       -20.2892
  10.201-0.331     28        10.1717        -0.3076       272.3160       -20.2891
  10.201-0.331     29        10.2139        -0.3815       272.4067       -20.2880
  10.201-0.331     30        10.1862        -0.3318       272.3461       -20.2881
  10.201-0.331     31        10.1763        -0.3070       272.3179       -20.2848
  10.201-0.331     32        10.1726        -0.2961       272.3058       -20.2828
  10.201-0.331     33        10.1951        -0.3361       272.3547       -20.2824
  10.201-0.331     34        10.2073        -0.3535       272.3772       -20.2802
  10.201-0.331     35        10.2043        -0.3487       272.3712       -20.2805
  10.201-0.331     36        10.1628        -0.2717       272.2779       -20.2796
  10.201-0.331     37        10.2279        -0.3884       272.4204       -20.2791
  10.201-0.331     38        10.1705        -0.2846       272.2940       -20.2790
  10.201-0.331     39        10.2223        -0.3751       272.4051       -20.2775
  10.201-0.331     40        10.1934        -0.3214       272.3400       -20.2768
  10.201-0.331     41        10.1904        -0.3170       272.3345       -20.2773
  10.201-0.331     42        10.1872        -0.3095       272.3258       -20.2764
  10.201-0.331     43        10.1778        -0.2983       272.3105       -20.2793
  10.201-0.331     44        10.2146        -0.3578       272.3850       -20.2759
  10.201-0.331     45        10.2195        -0.3641       272.3934       -20.2746
  10.201-0.331     46        10.1997        -0.3269       272.3485       -20.2740
  10.201-0.331     47        10.1805        -0.2903       272.3043       -20.2731
  10.201-0.331     48        10.1661        -0.2641       272.2726       -20.2729
  10.201-0.331     49        10.2081        -0.3391       272.3641       -20.2725
  10.201-0.331     50        10.1876        -0.2978       272.3151       -20.2704
  10.201-0.331     51        10.1792        -0.2819       272.2959       -20.2701
  10.201-0.331     52        10.2332        -0.3758       272.4114       -20.2683
  10.201-0.331     53        10.2228        -0.3536       272.3853       -20.2667
  10.201-0.331     54        10.2179        -0.3456       272.3753       -20.2671
  10.201-0.331     55        10.1959        -0.3054       272.3265       -20.2668
  10.201-0.331     56        10.2125        -0.3234       272.3518       -20.2611
  10.201-0.331     57        10.1980        -0.2988       272.3214       -20.2619
  10.201-0.331     58        10.2324        -0.3570       272.3935       -20.2599
  10.201-0.331     59        10.1970        -0.2884       272.3111       -20.2576
  10.201-0.331     60        10.2295        -0.3479       272.3834       -20.2581
  10.201-0.331     61        10.2496        -0.3816       272.4253       -20.2567
  10.201-0.331     62        10.2214        -0.3286       272.3612       -20.2557
  10.201-0.331     63        10.2287        -0.3388       272.3745       -20.2544
  10.201-0.331     64        10.2270        -0.3242       272.3601       -20.2488
  10.201-0.331     65        10.2148        -0.3045       272.3353       -20.2499
  10.201-0.331     66        10.2045        -0.2805       272.3077       -20.2473
  10.201-0.331     67        10.2354        -0.3351       272.3745       -20.2467
  10.201-0.331     68        10.2411        -0.3368       272.3791       -20.2425
  10.201-0.331     69        10.2333        -0.3202       272.3596       -20.2413
  10.201-0.331     70        10.2216        -0.2962       272.3311       -20.2400
  10.201-0.331     71        10.2484        -0.3377       272.3836       -20.2366
  10.201-0.331     72        10.2324        -0.3104       272.3499       -20.2374
  10.201-0.331     73        10.2515        -0.3399       272.3873       -20.2349
  10.201-0.331     74        10.2353        -0.2997       272.3415       -20.2296
  10.201-0.331     75        10.2446        -0.3125       272.3582       -20.2277
  10.201-0.331     76        10.2331        -0.2885       272.3299       -20.2261
  10.201-0.331     77        10.2728        -0.3450       272.4031       -20.2188
  10.201-0.331     78        10.2422        -0.2908       272.3367       -20.2193
  10.201-0.331     79        10.2530        -0.3075       272.3579       -20.2179
  10.201-0.331     80        10.2331        -0.2626       272.3057       -20.2136
  10.201-0.331     81        10.2901        -0.3543       272.4207       -20.2081
  10.201-0.331     82        10.2285        -0.2070       272.2515       -20.1907
  10.201-0.331     83        10.2411        -0.2159       272.2663       -20.1840
  10.215-0.206      1        10.1999        -0.1852       272.2164       -20.2052
  10.215-0.206      2        10.2285        -0.2070       272.2515       -20.1907
  10.217-0.416      1        10.1835        -0.4046       272.4127       -20.3257
  10.217-0.416      2        10.1967        -0.4181       272.4320       -20.3207
  10.217-0.416      3        10.1935        -0.4102       272.4229       -20.3197
  10.217-0.416      4        10.1917        -0.4025       272.4149       -20.3175
  10.217-0.416      5        10.1930        -0.3968       272.4102       -20.3136
  10.217-0.416      6        10.1895        -0.3881       272.4003       -20.3125
  10.217-0.416      7        10.2063        -0.3980       272.4182       -20.3026
  10.217-0.416      8        10.2139        -0.3815       272.4067       -20.2880
  10.217-0.416      9        10.2516        -0.4361       272.4771       -20.2813
  10.217-0.416     10        10.2279        -0.3885       272.4205       -20.2791
  10.217-0.416     11        10.2221        -0.3752       272.4051       -20.2778
  10.222-0.299      1        10.2092        -0.3111       272.3386       -20.2581
  10.257-0.128      1        10.2919        -0.1355       272.2176       -20.1006
  10.257-0.128      2        10.2881        -0.1259       272.2067       -20.0993
  10.265+0.203      1        10.2503         0.1899       271.8934       -19.9789
  10.278-0.111      1        10.2811        -0.1177       272.1955       -20.1015
  10.278-0.111      2        10.2888        -0.1142       272.1962       -20.0930
  10.278-0.111      3        10.2878        -0.1086       272.1905       -20.0911
  10.278-0.111      4        10.2982        -0.1120       272.1990       -20.0837
  10.278-0.337      1        10.2728        -0.3450       272.4031       -20.2188
  10.278-0.337      2        10.2851        -0.3498       272.4139       -20.2103
  10.291-0.187      1        10.3209        -0.2582       272.3469       -20.1347
  10.291-0.187      2        10.3210        -0.2328       272.3233       -20.1223
  10.291-0.187      3        10.2919        -0.1355       272.2176       -20.1006
  10.291-0.187      4        10.2881        -0.1259       272.2067       -20.0993
  10.291-0.187      5        10.3015        -0.1468       272.2331       -20.0976
  10.291-0.187      6        10.2878        -0.1086       272.1905       -20.0911
  10.291-0.187      7        10.3229        -0.1598       272.2562       -20.0852
  10.291-0.187      8        10.3326        -0.1601       272.2616       -20.0770
  10.291-0.187      9        10.3314        -0.1472       272.2489       -20.0718
  10.291-0.187     10        10.3353        -0.1523       272.2557       -20.0708
  10.291-0.187     11        10.3426        -0.1426       272.2504       -20.0597
  10.291-0.187     12        10.3561        -0.1480       272.2624       -20.0505
  10.315-0.133      1        10.2919        -0.1355       272.2176       -20.1006
  10.315-0.133      2        10.3063        -0.1587       272.2467       -20.0993
  10.315-0.133      3        10.2881        -0.1259       272.2067       -20.0993
  10.315-0.133      4        10.3015        -0.1468       272.2331       -20.0976
  10.315-0.133      5        10.3161        -0.1638       272.2565       -20.0931
  10.315-0.133      6        10.3229        -0.1598       272.2562       -20.0852
  10.315-0.133      7        10.3314        -0.1472       272.2489       -20.0718
  10.315-0.133      8        10.3353        -0.1523       272.2557       -20.0708
  10.315-0.133      9        10.3426        -0.1426       272.2504       -20.0597
  10.358-0.166      1        10.3210        -0.2328       272.3233       -20.1223
  10.358-0.166      2        10.3015        -0.1468       272.2331       -20.0976
  10.358-0.166      3        10.3229        -0.1598       272.2562       -20.0852
  10.358-0.166      4        10.3326        -0.1601       272.2616       -20.0770
  10.358-0.166      5        10.3314        -0.1472       272.2489       -20.0718
  10.358-0.166      6        10.3353        -0.1523       272.2557       -20.0708
  10.358-0.166      7        10.3426        -0.1426       272.2504       -20.0597
  10.358-0.166      8        10.3561        -0.1480       272.2624       -20.0505
    10.405-0.2      1        10.3882        -0.1946       272.3224       -20.0450
    10.405-0.2      2        10.4036        -0.2012       272.3365       -20.0347
  10.427-0.904      1        10.4038        -0.9074       272.9957       -20.3752
  10.427-0.904      2        10.4082        -0.9118       273.0021       -20.3734
  10.427-0.904      3        10.4078        -0.8991       272.9900       -20.3676
  10.427-0.904      4        10.4208        -0.9154       273.0119       -20.3641
  10.428-0.904      1        10.4039        -0.9076       272.9960       -20.3752
  10.428-0.904      2        10.4082        -0.9118       273.0021       -20.3734
  10.428-0.904      3        10.4208        -0.9154       273.0119       -20.3641
   10.51-0.427      1        10.5211        -0.4307       272.6107       -20.0428
  10.589-0.308      1        10.6017        -0.3873       272.6117       -19.9513
  10.589-0.308      2        10.5945        -0.3731       272.5948       -19.9507
  10.589-0.308      3        10.6353        -0.4060       272.6463       -19.9308
  10.589-0.308      4        10.6240        -0.3839       272.6199       -19.9300
  10.589-0.308      5        10.6365        -0.3931       272.6350       -19.9235
  10.589-0.308      6        10.6156        -0.3347       272.5698       -19.9136
  10.589-0.308      7        10.6153        -0.3304       272.5657       -19.9118
  10.589-0.308      8        10.6262        -0.3371       272.5775       -19.9056
  10.589-0.308      9        10.6295        -0.3334       272.5758       -19.9008
  10.592-0.236      1        10.6153        -0.2354       272.4772       -19.8659
  10.618-0.439      1        10.6238        -0.3843       272.6202       -19.9304
  10.619-0.509      1        10.5834        -0.5055       272.7125       -20.0242
  10.619-0.509      2        10.5737        -0.4816       272.6852       -20.0213
  10.619-0.509      3        10.6100        -0.5155       272.7354       -20.0058
  10.619-0.509      4        10.5947        -0.4851       272.6993       -20.0045
  10.619-0.509      5        10.6212        -0.5089       272.7350       -19.9928
  10.619-0.509      6        10.6358        -0.5269       272.7593       -19.9887
  10.619-0.509      7        10.6364        -0.5106       272.7444       -19.9803
  10.619-0.509      8        10.6247        -0.4894       272.7187       -19.9804
  10.619-0.509      9        10.6527        -0.5375       272.7779       -19.9790
  10.619-0.509     10        10.6191        -0.4763       272.7036       -19.9789
  10.619-0.509     11        10.6182        -0.4725       272.6996       -19.9779
  10.619-0.509     12        10.6338        -0.4974       272.7308       -19.9762
  10.619-0.509     13        10.6529        -0.5233       272.7647       -19.9719
  10.619-0.509     14        10.6249        -0.4710       272.7016       -19.9713
  10.619-0.509     15        10.6197        -0.4610       272.6896       -19.9710
  10.619-0.509     16        10.6377        -0.4930       272.7287       -19.9707
  10.619-0.509     17        10.6465        -0.5022       272.7418       -19.9674
  10.619-0.509     18        10.6251        -0.4627       272.6939       -19.9671
  10.619-0.509     19        10.6512        -0.5089       272.7504       -19.9665
  10.619-0.509     20        10.6357        -0.4813       272.7168       -19.9669
  10.619-0.509     21        10.6452        -0.4939       272.7333       -19.9645
    10.62-0.43      1        10.6080        -0.4561       272.6790       -19.9789
  10.628-0.389      1        10.6278        -0.4094       272.6457       -19.9390
  10.648-0.124      1        10.6460        -0.1267       272.3919       -19.7865
  10.648-0.124      2        10.6632        -0.1531       272.4253       -19.7842
   10.65-0.444      1        10.6240        -0.3838       272.6199       -19.9300
   10.661-0.38      1        10.6288        -0.3724       272.6117       -19.9202
  10.668-0.222      1        10.6691        -0.2188       272.4894       -19.8109
  10.668-0.222      2        10.6766        -0.2149       272.4896       -19.8024
   10.67-0.018      1        10.6737        -0.0246       272.3111       -19.7129
   10.67-0.018      2        10.6741        -0.0135       272.3010       -19.7072
   10.67-0.401      1        10.6394        -0.4199       272.6614       -19.9340
   10.67-0.401      2        10.6353        -0.4060       272.6463       -19.9308
   10.67-0.401      3        10.6412        -0.4115       272.6544       -19.9283
   10.67-0.401      4        10.6454        -0.3968       272.6430       -19.9176
   10.67-0.401      5        10.6532        -0.3927       272.6432       -19.9087
   10.67-0.401      6        10.6541        -0.3871       272.6384       -19.9052
  10.671-0.158      1        10.6563        -0.2064       272.4713       -19.8160
  10.671-0.158      2        10.6336        -0.1630       272.4193       -19.8149
  10.671-0.158      3        10.6691        -0.2188       272.4894       -19.8109
  10.671-0.158      4        10.6698        -0.2064       272.4783       -19.8042
  10.671-0.158      5        10.6766        -0.2149       272.4896       -19.8024
  10.671-0.158      6        10.6743        -0.2052       272.4794       -19.7997
  10.671-0.158      7        10.6861        -0.2163       272.4958       -19.7948
  10.671-0.158      8        10.6838        -0.1999       272.4793       -19.7888
  10.671-0.158      9        10.6651        -0.1683       272.4404       -19.7899
  10.671-0.158     10        10.6924        -0.2066       272.4900       -19.7845
  10.671-0.158     11        10.6825        -0.1888       272.4684       -19.7846
  10.671-0.158     12        10.6632        -0.1531       272.4253       -19.7842
  10.671-0.158     13        10.7129        -0.1902       272.4853       -19.7587
   10.68-0.323      1        10.6856        -0.3071       272.5801       -19.8391
   10.68-0.323      2        10.6943        -0.3123       272.5893       -19.8339
  10.681-0.311      1        10.6856        -0.3071       272.5801       -19.8391
  10.681-0.311      2        10.6943        -0.3123       272.5893       -19.8339
  10.682-0.215      1        10.6495        -0.2372       272.4965       -19.8369
  10.682-0.215      2        10.6451        -0.2284       272.4860       -19.8365
  10.682-0.215      3        10.6579        -0.2436       272.5067       -19.8326
  10.682-0.215      4        10.6558        -0.2325       272.4953       -19.8291
  10.682-0.215      5        10.6561        -0.2263       272.4897       -19.8258
  10.682-0.215      6        10.6650        -0.2399       272.5069       -19.8246
  10.682-0.215      7        10.6580        -0.2202       272.4850       -19.8212
  10.682-0.215      8        10.6562        -0.2064       272.4712       -19.8162
  10.682-0.215      9        10.6691        -0.2188       272.4894       -19.8109
  10.682-0.215     10        10.6698        -0.2064       272.4783       -19.8042
  10.682-0.215     11        10.6766        -0.2149       272.4896       -19.8024
  10.682-0.215     12        10.6743        -0.2052       272.4794       -19.7997
  10.682-0.215     13        10.6825        -0.1888       272.4684       -19.7846
  10.682-0.215     14        10.7033        -0.2190       272.5072       -19.7810
  10.685-0.127      1        10.6841        -0.1270       272.4117       -19.7533
  10.685-0.127      2        10.6868        -0.0980       272.3861       -19.7369
  10.685-0.127      3        10.6910        -0.0997       272.3898       -19.7341
  10.687-0.211      1        10.6691        -0.2188       272.4894       -19.8109
  10.687-0.211      2        10.6699        -0.2067       272.4786       -19.8043
  10.687-0.211      3        10.6766        -0.2149       272.4896       -19.8024
  10.687-0.211      4        10.6743        -0.2052       272.4794       -19.7998
   10.687-0.25      1        10.7036        -0.2479       272.5342       -19.7947
  10.693-0.402      1        10.6857        -0.4058       272.6720       -19.8865
   10.697-0.27      1        10.6495        -0.2373       272.4965       -19.8369
   10.697-0.27      2        10.6579        -0.2436       272.5067       -19.8326
   10.697-0.27      3        10.7036        -0.2479       272.5342       -19.7947
  10.702-0.412      1        10.6994        -0.4216       272.6937       -19.8821
  10.705-0.325      1        10.6945        -0.3127       272.5898       -19.8340
  10.705-0.325      2        10.7245        -0.3341       272.6252       -19.8181
  10.711-0.158      1        10.7257        -0.1582       272.4621       -19.7320
  10.717-0.235      1        10.7145        -0.2317       272.5247       -19.7773
