-------------------------------------------------------------------------------------
    map         source        glon          glat              ra             dec     
   0.035+0.000      5         0.0212        -0.0505       266.4669       -28.9444
   0.035+0.000      6         0.0085        -0.0210       266.4305       -28.9399
   0.035+0.000      7         0.0055        -0.0143       266.4222       -28.9389
   0.035+0.000      8         0.0151        -0.0228       266.4362       -28.9351
   0.035+0.000      9         0.0359        -0.0528       266.4778       -28.9330
   0.035+0.000     10         0.0209        -0.0064       266.4237       -28.9217
   0.035+0.000     11         0.0619        -0.0705       266.5106       -28.9200
   0.035+0.000     12         0.0826        -0.0720       266.5244       -28.9031
   0.035+0.000     13         0.1070        -0.0611       266.5282       -28.8766
   0.035+0.000     14         0.0569         0.0221       266.4173       -28.8761
   0.035+0.000     15         0.0826        -0.0114       266.4653       -28.8716
   0.035+0.000     16         0.0963        -0.0267       266.4884       -28.8678
    0.042-0.06      1         0.0386        -0.0759       266.5020       -28.9427
    0.042-0.06      2         0.0354        -0.0518       266.4766       -28.9329
   0.042-0.124      1         0.0427        -0.1345       266.5617       -28.9698
   0.042-0.124      2         0.0656        -0.1427       266.5833       -28.9544
   0.044-0.449      1       359.9888        -0.4609       266.8488       -29.1852
   0.046+1.133      1         0.0447         1.1206       265.3450       -28.3100
   0.049+0.159      1         0.0461         0.1660       266.2707       -28.8102
   0.049+0.159      2         0.0556         0.1567       266.2854       -28.8070
   0.055-0.212      1         0.0604        -0.2202       266.6559       -28.9991
   0.055-0.212      2         0.0547        -0.2108       266.6432       -28.9991
   0.055-0.212      3         0.0514        -0.2053       266.6359       -28.9991
   0.057+0.068      1         0.0561         0.0527       266.3870       -28.8609
   0.057+0.068      2         0.0632         0.0540       266.3900       -28.8541
   0.057+0.068      3         0.0690         0.0488       266.3984       -28.8519
   0.059-0.564      1         0.0489        -0.5516       266.9735       -29.1807
   0.059-0.564      2         0.0578        -0.5583       266.9853       -29.1765
   0.059-0.564      3         0.0674        -0.5518       266.9846       -29.1649
   0.062+0.922      1         0.0535         0.9266       265.5376       -28.4050
   0.076+0.252      1         0.0734         0.2580       266.1975       -28.7389
   0.076+0.252      2         0.0904         0.2639       266.2019       -28.7214
   0.077+0.252      1         0.0734         0.2580       266.1975       -28.7389
     0.08-0.72      1         0.0621        -0.6996       267.1264       -29.2457
     0.08-0.72      2         0.0797        -0.7197       267.1566       -29.2411
     0.08-0.72      3         0.0613        -0.6577       267.0848       -29.2248
   0.084+0.086      1         0.0715         0.0699       266.3794       -28.8388
   0.084+0.086      2         0.0885         0.0857       266.3741       -28.8160
   0.084-0.641      1         0.0682        -0.6410       267.0725       -29.2103
   0.084-0.641      2         0.0913        -0.6633       267.1081       -29.2020
   0.084-0.641      3         0.0850        -0.6419       267.0833       -29.1964
   0.084-0.641      4         0.1129        -0.6775       267.1348       -29.1908
   0.084-0.641      5         0.0993        -0.6499       267.0996       -29.1882
   0.089-0.029      1         0.0963        -0.0267       266.4884       -28.8678
    0.09-0.719      1         0.0851        -0.7303       267.1702       -29.2419
   0.091+0.318      1         0.0941         0.3177       266.1517       -28.6901
   0.091+0.318      2         0.0940         0.3352       266.1347       -28.6810
   0.091+0.318      3         0.0917         0.3459       266.1229       -28.6774
   0.091+0.318      4         0.0983         0.3504       266.1225       -28.6694
   0.095-0.426      1         0.0880        -0.4108       266.8586       -29.0744
   0.095-0.426      2         0.1075        -0.4165       266.8758       -29.0606
   0.096+0.989      1         0.0971         0.9884       265.5040       -28.3353
   0.104+1.116      1         0.0978         1.1032       265.3937       -28.2742
   0.108-0.522      1         0.1234        -0.5001       266.9670       -29.0903
   0.113-0.681      1         0.1129        -0.6775       267.1348       -29.1909
   0.122-0.225      1         0.0611        -0.2212       266.6573       -28.9990
   0.122-0.225      2         0.0554        -0.2116       266.6445       -28.9989
   0.122-0.225      3         0.0527        -0.2062       266.6376       -28.9984
   0.122-0.225      4         0.0980        -0.1657       266.6249       -28.9387
   0.122-0.225      5         0.1042        -0.1419       266.6054       -28.9210
   0.122-0.225      6         0.1168        -0.1429       266.6139       -28.9108
   0.122-0.225      7         0.1383        -0.1395       266.6232       -28.8906
   0.122-0.225      8         0.1319        -0.1294       266.6097       -28.8909
   0.122-0.225      9         0.1515        -0.1096       266.6019       -28.8639
   0.133-0.495      1         0.1369        -0.4890       266.9642       -29.0730
   0.134-0.292      1         0.1359        -0.3014       266.7800       -28.9767
   0.134-0.401      1         0.1075        -0.4165       266.8758       -29.0606
    0.14+0.018      1         0.1421         0.0033       266.4862       -28.8132
    0.14+0.018      2         0.1327         0.0200       266.4644       -28.8125
    0.14+0.018      3         0.1291         0.0331       266.4495       -28.8087
    0.14+0.018      4         0.1402         0.0185       266.4704       -28.8068
    0.14+0.018      5         0.1363         0.0300       266.4568       -28.8041
    0.14+0.018      6         0.1470         0.0260       266.4671       -28.7971
    0.14+0.018      7         0.1527         0.0343       266.4624       -28.7879
    0.14+0.018      8         0.1757         0.0133       266.4965       -28.7792
    0.14+0.018      9         0.1629         0.0633       266.4402       -28.7642
    0.14+0.018     10         0.1979         0.0076       266.5152       -28.7633
    0.14+0.018     11         0.1635         0.0686       266.4354       -28.7608
    0.14+0.018     12         0.1647         0.0790       266.4260       -28.7545
    0.14+0.018     13         0.2065         0.0377       266.4911       -28.7402
    0.14+0.018     14         0.1871         0.0795       266.4388       -28.7350
    0.14+0.018     15         0.2047         0.0518       266.4762       -28.7345
    0.14+0.018     16         0.2019         0.0666       266.4601       -28.7291
   0.152+0.957      1         0.1300         0.9180       265.5917       -28.3445
   0.152-0.453      1         0.1176        -0.4682       266.9324       -29.0787
   0.152-0.453      2         0.1671        -0.4461       266.9400       -29.0249
    0.16+0.098      1         0.0386         0.0218       266.4067       -28.8919
    0.16+0.098      2         0.0458         0.0158       266.4168       -28.8888
    0.16+0.098      3         0.0496         0.0287       266.4065       -28.8789
    0.16+0.098      4         0.0570         0.0221       266.4174       -28.8760
    0.16+0.098      5         0.0826        -0.0114       266.4653       -28.8716
    0.16+0.098      6         0.0963        -0.0267       266.4884       -28.8678
    0.16+0.098      7         0.0649         0.0346       266.4099       -28.8627
    0.16+0.098      8         0.0692         0.0481       266.3993       -28.8520
    0.16+0.098      9         0.1175        -0.0197       266.4941       -28.8461
    0.16+0.098     10         0.1236         0.0119       266.4669       -28.8244
    0.16+0.098     11         0.1291         0.0331       266.4495       -28.8087
    0.16+0.098     12         0.1402         0.0185       266.4704       -28.8068
    0.16+0.098     13         0.1363         0.0300       266.4568       -28.8041
    0.16+0.098     14         0.1470         0.0260       266.4671       -28.7971
    0.16+0.098     15         0.1757         0.0133       266.4965       -28.7792
    0.16+0.098     16         0.1629         0.0633       266.4402       -28.7642
    0.16+0.098     17         0.1635         0.0686       266.4354       -28.7608
    0.16+0.098     18         0.1647         0.0790       266.4260       -28.7545
    0.16+0.098     19         0.2065         0.0377       266.4911       -28.7402
    0.16+0.098     20         0.1871         0.0795       266.4388       -28.7350
    0.16+0.098     21         0.2047         0.0518       266.4762       -28.7345
    0.16+0.098     22         0.2019         0.0666       266.4601       -28.7291
   0.163-0.057      1         0.0085        -0.0210       266.4305       -28.9399
   0.163-0.057      2         0.0055        -0.0143       266.4222       -28.9389
   0.163-0.057      3         0.0151        -0.0228       266.4362       -28.9351
   0.163-0.057      4         0.0209        -0.0064       266.4237       -28.9217
   0.163-0.057      5         0.0619        -0.0705       266.5106       -28.9200
   0.163-0.057      6         0.0781        -0.0932       266.5423       -28.9180
   0.163-0.057      7         0.0386         0.0218       266.4067       -28.8919
   0.163-0.057      8         0.0458         0.0158       266.4168       -28.8888
   0.163-0.057      9         0.0496         0.0287       266.4065       -28.8789
   0.163-0.057     10         0.1070        -0.0611       266.5282       -28.8766
   0.163-0.057     11         0.0570         0.0221       266.4174       -28.8760
   0.163-0.057     12         0.0963        -0.0267       266.4884       -28.8678
   0.163-0.057     13         0.0692         0.0481       266.3993       -28.8520
   0.163-0.057     14         0.1434        -0.0495       266.5385       -28.8395
   0.163-0.057     15         0.1236         0.0119       266.4669       -28.8244
   0.163-0.057     16         0.1291         0.0331       266.4495       -28.8087
   0.163-0.057     17         0.1402         0.0185       266.4704       -28.8068
   0.163-0.057     18         0.2127        -0.0275       266.5582       -28.7689
   0.163-0.057     19         0.1629         0.0633       266.4402       -28.7642
   0.163-0.057     20         0.1979         0.0076       266.5152       -28.7633
   0.163-0.057     21         0.2105        -0.0018       266.5319       -28.7574
   0.163-0.057     22         0.2162        -0.0132       266.5463       -28.7585
   0.163-0.057     23         0.1647         0.0790       266.4260       -28.7545
   0.163-0.057     24         0.2633        -0.0520       266.6120       -28.7384
   0.163-0.057     25         0.2047         0.0518       266.4762       -28.7345
   0.163-0.057     26         0.2320         0.0115       266.5316       -28.7321
   0.163-0.057     27         0.2604        -0.0279       266.5869       -28.7283
   0.163-0.432      1         0.1234        -0.5001       266.9670       -29.0902
   0.163-0.432      2         0.1176        -0.4682       266.9324       -29.0787
   0.163-0.432      3         0.1369        -0.4890       266.9642       -29.0730
   0.163-0.432      4         0.1075        -0.4165       266.8758       -29.0606
   0.163-0.432      5         0.1671        -0.4461       266.9400       -29.0249
   0.163-0.432      6         0.2238        -0.4725       266.9994       -28.9900
   0.164-0.219      1         0.1748        -0.2315       266.7348       -28.9072
   0.166-0.445      1         0.1671        -0.4461       266.9400       -29.0249
   0.166-0.447      1         0.1636        -0.4649       266.9563       -29.0376
   0.168+0.083      1         0.1535         0.0755       266.4227       -28.7658
   0.168+0.083      2         0.1629         0.0633       266.4402       -28.7642
   0.168+0.083      3         0.1635         0.0686       266.4354       -28.7608
   0.168+0.083      4         0.1647         0.0790       266.4260       -28.7545
   0.171-0.331      1         0.1747        -0.2955       266.7972       -28.9404
   0.171-0.331      2         0.1977        -0.3273       266.8419       -28.9373
   0.171-0.331      3         0.1901        -0.3165       266.8269       -28.9382
   0.171-0.331      4         0.2091        -0.3328       266.8541       -28.9303
   0.171-0.331      5         0.2178        -0.3313       266.8577       -28.9222
   0.171-0.331      6         0.2041        -0.2910       266.8102       -28.9130
   0.171-0.331      7         0.2330        -0.3281       266.8636       -28.9075
   0.172+0.211      1         0.1868         0.2279       266.2942       -28.6580
   0.172+0.211      2         0.1962         0.2256       266.3021       -28.6511
   0.173+0.338      1         0.1644         0.3187       266.1926       -28.6296
       0.173+1      1         0.1735         1.0107       265.5282       -28.2587
   0.181-0.285      1         0.1977        -0.3273       266.8419       -28.9373
   0.181-0.285      2         0.1853        -0.2736       266.7821       -28.9201
   0.181-0.285      3         0.1756        -0.2569       266.7600       -28.9197
   0.181-0.285      4         0.2026        -0.2429       266.7624       -28.8894
   0.181-0.285      5         0.2039        -0.2388       266.7591       -28.8861
   0.181-0.285      6         0.2164        -0.2491       266.7766       -28.8807
   0.181-0.285      7         0.2107        -0.2341       266.7586       -28.8778
   0.181-0.285      8         0.2199        -0.2293       266.7593       -28.8674
   0.183-0.416      1         0.1671        -0.4461       266.9400       -29.0249
   0.183-0.416      2         0.2583        -0.4414       266.9893       -28.9445
   0.183-0.416      3         0.2613        -0.4256       266.9756       -28.9337
   0.184-0.066      1         0.1958        -0.0617       266.5816       -28.8011
   0.186-0.178      1         0.1917        -0.1672       266.6820       -28.8594
   0.188+0.052      1         0.2065         0.0377       266.4911       -28.7402
   0.188+0.052      2         0.1871         0.0795       266.4388       -28.7350
   0.188+0.052      3         0.2047         0.0518       266.4762       -28.7345
   0.188+0.052      4         0.2019         0.0666       266.4601       -28.7291
   0.188+0.052      5         0.2340         0.0475       266.4978       -28.7117
   0.188+0.052      6         0.2235         0.0716       266.4680       -28.7081
    0.19-0.566      1         0.1906        -0.5886       267.0934       -29.0784
    0.192-0.25      1         0.2105        -0.2340       266.7584       -28.8780
   0.193+0.007      1         0.1979         0.0075       266.5153       -28.7633
   0.193+0.007      2         0.2105        -0.0018       266.5319       -28.7574
   0.216-0.183      1         0.2093        -0.2129       266.7370       -28.8680
   0.218-0.058      1         0.1958        -0.0617       266.5816       -28.8011
   0.218-0.058      2         0.2166        -0.0533       266.5857       -28.7790
    0.22-0.085      1         0.2166        -0.0533       266.5857       -28.7790
   0.222-0.505      1         0.2187        -0.5217       267.0446       -29.0199
   0.226-0.014      1         0.2166        -0.0533       266.5857       -28.7790
   0.226-0.014      2         0.2127        -0.0275       266.5582       -28.7689
   0.226-0.014      3         0.2105        -0.0018       266.5319       -28.7574
   0.226-0.014      4         0.2162        -0.0132       266.5463       -28.7585
   0.226-0.014      5         0.2320         0.0115       266.5316       -28.7321
    0.231-0.12      1         0.2328        -0.1267       266.6668       -28.8032
   0.232-0.534      1         0.2222        -0.5635       267.0875       -29.0385
   0.234-0.145      1         0.2481        -0.1640       266.7123       -28.8096
   0.234-0.145      2         0.2633        -0.1318       266.6899       -28.7798
   0.234-0.145      3         0.2849        -0.1558       266.7260       -28.7738
   0.237+0.862      1         0.2384         0.8479       265.7242       -28.2892
   0.242+0.139      1         0.2407         0.1179       266.4333       -28.6693
   0.249-0.409      1         0.2584        -0.4020       266.9509       -28.9240
   0.257-0.336      1         0.2563        -0.4095       266.9569       -28.9297
   0.257-0.336      2         0.2584        -0.4020       266.9509       -28.9240
   0.257-0.336      3         0.2447        -0.3411       266.8832       -28.9041
   0.257-0.336      4         0.2832        -0.3683       266.9326       -28.8853
   0.257-0.336      5         0.2795        -0.3310       266.8939       -28.8693
   0.261-0.201      1         0.2404        -0.1980       266.7409       -28.8337
   0.261-0.201      2         0.2385        -0.1912       266.7331       -28.8318
   0.261-0.201      3         0.2358        -0.1829       266.7234       -28.8298
   0.261-0.201      4         0.2486        -0.1871       266.7351       -28.8211
   0.263-0.255      1         0.3157        -0.2011       266.7885       -28.7710
   0.263-0.255      2         0.3157        -0.1928       266.7804       -28.7666
   0.263-0.255      3         0.3069        -0.1698       266.7527       -28.7622
   0.263-0.255      4         0.2740        -0.0934       266.6588       -28.7507
   0.263-0.255      5         0.3093        -0.1404       266.7254       -28.7450
   0.263-0.255      6         0.3146        -0.1025       266.6916       -28.7208
   0.263-0.255      7         0.3277        -0.1050       266.7018       -28.7109
   0.263-0.255      8         0.3309        -0.0758       266.6753       -28.6930
   0.263-0.255      9         0.3307        -0.0699       266.6694       -28.6901
   0.263-0.255     10         0.3305        -0.0555       266.6553       -28.6828
   0.263-0.255     11         0.3549        -0.0882       266.7016       -28.6789
   0.263-0.255     12         0.3461        -0.0763       266.6848       -28.6803
   0.263-0.255     13         0.3672        -0.0830       266.7037       -28.6657
   0.263-0.255     14         0.3981        -0.1010       266.7396       -28.6486
   0.263-0.255     15         0.3953        -0.0924       266.7295       -28.6465
   0.267-0.123      1         0.2641        -0.1371       266.6955       -28.7818
   0.269-0.411      1         0.2605        -0.4249       266.9745       -28.9340
   0.273+0.086      1         0.2066         0.0375       266.4913       -28.7403
   0.273+0.086      2         0.1743         0.0940       266.4171       -28.7384
   0.273+0.086      3         0.1871         0.0795       266.4388       -28.7350
   0.273+0.086      4         0.2047         0.0518       266.4762       -28.7345
   0.273+0.086      5         0.1954         0.0725       266.4506       -28.7316
   0.273+0.086      6         0.1881         0.0859       266.4332       -28.7309
   0.273+0.086      7         0.2019         0.0666       266.4601       -28.7291
   0.273+0.086      8         0.2144         0.0567       266.4773       -28.7236
   0.273+0.086      9         0.1964         0.0930       266.4312       -28.7201
   0.273+0.086     10         0.2038         0.0820       266.4463       -28.7195
   0.273+0.086     11         0.2235         0.0599       266.4795       -28.7141
   0.273+0.086     12         0.2340         0.0475       266.4978       -28.7117
   0.273+0.086     13         0.2235         0.0716       266.4680       -28.7081
   0.273+0.086     14         0.2298         0.0746       266.4689       -28.7011
   0.273+0.086     15         0.2341         0.0719       266.4740       -28.6989
   0.273+0.086     16         0.2616         0.0668       266.4954       -28.6781
   0.273+0.086     17         0.2715         0.0560       266.5117       -28.6752
   0.273+0.086     18         0.2670         0.0651       266.5002       -28.6744
   0.273+0.086     19         0.2596         0.0887       266.4729       -28.6684
   0.273+0.086     20         0.2866         0.0720       266.5051       -28.6540
   0.273+0.086     21         0.2939         0.0640       266.5172       -28.6519
   0.278-0.028      1         0.2604        -0.0279       266.5869       -28.7283
   0.282+0.073      1         0.2866         0.0720       266.5051       -28.6540
   0.285-0.141      1         0.2481        -0.1640       266.7123       -28.8096
   0.285-0.141      2         0.2328        -0.1267       266.6668       -28.8032
   0.285-0.141      3         0.2633        -0.1318       266.6899       -28.7798
   0.285-0.141      4         0.2850        -0.1558       266.7261       -28.7737
   0.285-0.141      5         0.2811        -0.1221       266.6909       -28.7596
   0.285-0.141      6         0.2862        -0.1065       266.6788       -28.7471
   0.285-0.141      7         0.3093        -0.1404       266.7254       -28.7450
   0.287-0.341      1         0.2794        -0.3310       266.8939       -28.8693
   0.287-0.341      2         0.3003        -0.3284       266.9037       -28.8501
   0.295-0.045      1         0.2912        -0.0239       266.6012       -28.6999
    0.298+0.58      1         0.2994         0.5529       266.0458       -28.3921
   0.306-0.169      1         0.3069        -0.1698       266.7527       -28.7622
   0.306-0.169      2         0.2812        -0.1222       266.6911       -28.7596
   0.306-0.169      3         0.3093        -0.1404       266.7254       -28.7450
    0.31-0.428      1         0.3044        -0.4209       266.9965       -28.8944
   0.311-0.405      1         0.3190        -0.4534       267.0369       -28.8986
   0.317-0.006      1         0.3068        -0.0365       266.6228       -28.6931
    0.32-0.714      1         0.3376        -0.6981       267.2875       -29.0088
    0.32-0.714      2         0.3484        -0.7135       267.3090       -29.0075
    0.32-0.714      3         0.3445        -0.6979       267.2913       -29.0029
    0.32-0.714      4         0.3395        -0.6899       267.2805       -29.0031
   0.329-0.081      1         0.3093        -0.1404       266.7254       -28.7450
   0.329-0.081      2         0.3146        -0.1025       266.6916       -28.7208
   0.329-0.081      3         0.3062        -0.0846       266.6693       -28.7187
   0.329-0.081      4         0.3277        -0.1050       266.7018       -28.7109
   0.329-0.081      5         0.3258        -0.0933       266.6893       -28.7063
   0.329-0.081      6         0.3309        -0.0758       266.6753       -28.6930
   0.329-0.081      7         0.3307        -0.0699       266.6694       -28.6901
   0.329-0.081      8         0.3548        -0.0883       266.7016       -28.6790
   0.329-0.081      9         0.3460        -0.0765       266.6848       -28.6804
    0.33-0.552      1         0.3067        -0.5797       267.1532       -28.9743
    0.33-0.552      2         0.3061        -0.5699       267.1433       -28.9698
    0.33-0.552      3         0.2930        -0.5480       267.1141       -28.9698
    0.33-0.552      4         0.3701        -0.6086       267.2189       -28.9349
    0.33-0.552      5         0.3457        -0.5386       267.1361       -28.9198
   0.332-0.464      1         0.3051        -0.4560       267.0312       -28.9120
   0.337-0.107      1         0.3407        -0.1476       266.7511       -28.7218
   0.341+0.095      1         0.1291         0.0331       266.4495       -28.8087
   0.341+0.095      2         0.1402         0.0185       266.4704       -28.8068
   0.341+0.095      3         0.1757         0.0133       266.4965       -28.7792
   0.341+0.095      4         0.2127        -0.0275       266.5582       -28.7689
   0.341+0.095      5         0.1629         0.0633       266.4402       -28.7642
   0.341+0.095      6         0.1979         0.0076       266.5152       -28.7633
   0.341+0.095      7         0.1635         0.0686       266.4354       -28.7608
   0.341+0.095      8         0.2105        -0.0018       266.5319       -28.7574
   0.341+0.095      9         0.2162        -0.0132       266.5463       -28.7585
   0.341+0.095     10         0.1647         0.0790       266.4260       -28.7545
   0.341+0.095     11         0.2634        -0.0520       266.6121       -28.7383
   0.341+0.095     12         0.2047         0.0518       266.4762       -28.7345
   0.341+0.095     13         0.2320         0.0115       266.5316       -28.7321
   0.341+0.095     14         0.2604        -0.0279       266.5869       -28.7283
   0.341+0.095     15         0.2531         0.0313       266.5249       -28.7038
   0.341+0.095     16         0.2610         0.0350       266.5260       -28.6951
   0.341+0.095     17         0.2678         0.0397       266.5254       -28.6869
   0.341+0.095     18         0.3456        -0.0276       266.6371       -28.6553
   0.341+0.095     19         0.3247         0.0100       266.5881       -28.6537
   0.341+0.095     20         0.3332         0.0355       266.5683       -28.6331
   0.341+0.095     21         0.3437         0.0557       266.5548       -28.6137
   0.341+0.095     22         0.3764         0.0397       266.5898       -28.5941
   0.341+0.095     23         0.3947         0.0132       266.6263       -28.5922
   0.341-0.195      1         0.3995        -0.2090       266.8457       -28.7034
   0.344-0.649      1         0.3893        -0.6232       267.2445       -28.9260
   0.344-0.649      2         0.3943        -0.5925       267.2174       -28.9059
   0.344-0.649      3         0.3988        -0.5975       267.2249       -28.9046
   0.344-0.649      4         0.3958        -0.5810       267.2071       -28.8987
   0.344-0.649      5         0.4749        -0.7097       267.3795       -28.8971
   0.344-0.649      6         0.4636        -0.6910       267.3545       -28.8972
   0.344-0.649      7         0.4465        -0.6494       267.3037       -28.8905
   0.344-0.649      8         0.4840        -0.7005       267.3759       -28.8846
   0.344-0.649      9         0.4732        -0.6844       267.3538       -28.8856
   0.344-0.649     10         0.4165        -0.5694       267.2078       -28.8750
   0.344-0.649     11         0.4623        -0.6360       267.2999       -28.8700
   0.344-0.649     12         0.4879        -0.6788       267.3569       -28.8701
   0.344-0.649     13         0.4953        -0.6899       267.3721       -28.8694
   0.344-0.649     14         0.4920        -0.6829       267.3634       -28.8687
   0.344-0.649     15         0.4848        -0.6644       267.3410       -28.8654
   0.344-0.649     16         0.4689        -0.6384       267.3062       -28.8656
   0.344-0.649     17         0.5083        -0.6985       267.3881       -28.8627
   0.344-0.649     18         0.4897        -0.6649       267.3443       -28.8614
   0.344-0.649     19         0.4703        -0.6313       267.3001       -28.8607
   0.344-0.649     20         0.4893        -0.6583       267.3377       -28.8583
   0.344-0.649     21         0.4172        -0.5401       267.1795       -28.8593
   0.344-0.649     22         0.4943        -0.6640       267.3462       -28.8570
   0.359-0.134      1         0.3117        -0.1266       266.7134       -28.7358
   0.359-0.134      2         0.3427        -0.1684       266.7726       -28.7309
   0.359-0.134      3         0.3624        -0.1764       266.7920       -28.7182
   0.359-0.134      4         0.3754        -0.1637       266.7873       -28.7005
   0.359-0.134      5         0.3617        -0.1044       266.7215       -28.6815
   0.359-0.424      1         0.3045        -0.4211       266.9967       -28.8944
   0.361-0.781      1         0.3573        -0.7807       267.3801       -29.0345
   0.361-0.781      2         0.3430        -0.7424       267.3341       -29.0271
   0.361-0.781      3         0.3554        -0.7530       267.3517       -29.0219
   0.361-0.781      4         0.3728        -0.7681       267.3768       -29.0147
   0.361-0.781      5         0.3709        -0.7604       267.3681       -29.0124
   0.361-0.781      6         0.3617        -0.7447       267.3473       -29.0122
   0.361-0.781      7         0.3670        -0.7508       267.3564       -29.0108
   0.363-0.238      1         0.3505        -0.2718       266.8781       -28.7778
   0.365-0.305      1         0.3616        -0.3030       266.9150       -28.7844
   0.365-0.305      2         0.3692        -0.2997       266.9163       -28.7762
   0.365-0.305      3         0.3858        -0.2890       266.9157       -28.7565
   0.373-0.159      1         0.3748        -0.1722       266.7952       -28.7055
   0.383-0.044      1         0.3998        -0.0354       266.6767       -28.6131
   0.383-0.201      1         0.3590        -0.1932       266.8064       -28.7298
   0.386-0.931      1         0.3859        -0.9384       267.5517       -29.0909
   0.387+0.082      1         0.3879         0.0833       266.5541       -28.5616
   0.391-0.812      1         0.3696        -0.8243       267.4301       -29.0463
   0.391-0.812      2         0.3906        -0.8566       267.4741       -29.0449
   0.391-0.812      3         0.4025        -0.8214       267.4466       -29.0167
   0.391-0.812      4         0.4238        -0.8438       267.4810       -29.0099
   0.391-0.812      5         0.4177        -0.8312       267.4651       -29.0086
   0.391-0.812      6         0.4240        -0.8260       267.4637       -29.0006
   0.392-0.238      1         0.3616        -0.3030       266.9150       -28.7845
   0.392-0.238      2         0.3290        -0.2413       266.8355       -28.7804
   0.392-0.238      3         0.3212        -0.2262       266.8162       -28.7793
   0.392-0.238      4         0.3692        -0.2997       266.9163       -28.7762
   0.392-0.238      5         0.3582        -0.2511       266.8624       -28.7605
   0.392-0.238      6         0.3453        -0.2281       266.8323       -28.7596
   0.392-0.238      7         0.3855        -0.2881       266.9146       -28.7563
   0.392-0.238      8         0.3974        -0.2984       266.9317       -28.7514
   0.392-0.238      9         0.3887        -0.2842       266.9127       -28.7515
   0.392-0.238     10         0.4040        -0.2909       266.9282       -28.7419
   0.392-0.238     11         0.4053        -0.2786       266.9170       -28.7344
   0.392-0.238     12         0.4153        -0.2804       266.9247       -28.7268
   0.392-0.238     13         0.3858        -0.2262       266.8544       -28.7240
   0.392-0.238     14         0.3823        -0.2111       266.8375       -28.7192
   0.392-0.238     15         0.4206        -0.2670       266.9147       -28.7153
   0.392-0.238     16         0.3993        -0.2087       266.8453       -28.7034
   0.392-0.238     17         0.4084        -0.2089       266.8508       -28.6957
   0.395-0.632      1         0.3893        -0.6232       267.2445       -28.9260
   0.395-0.632      2         0.3994        -0.6046       267.2322       -28.9078
   0.395-0.632      3         0.4136        -0.6260       267.2616       -28.9066
   0.395-0.632      4         0.3939        -0.5927       267.2174       -28.9064
