-------------------------------------------------------------------------------------
    map         source        glon          glat              ra             dec     
  28.285-0.383      3        28.3018        -0.3826       281.0858        -4.2946
  28.285-0.383      4        28.3122        -0.3960       281.1025        -4.2915
  28.312-0.305      1        28.3139        -0.3067       281.0236        -4.2493
   28.314+0.04      1        28.3136         0.0364       280.7176        -4.0927
  28.333+0.063      1        28.2898        -0.0079       280.7462        -4.1341
  28.333+0.063      2        28.2915         0.0076       280.7331        -4.1255
  28.333+0.063      3        28.3173        -0.0320       280.7802        -4.1206
  28.333+0.063      4        28.3244        -0.0403       280.7908        -4.1182
  28.333+0.063      5        28.3016         0.0039       280.7410        -4.1182
  28.333+0.063      6        28.3335        -0.0340       280.7894        -4.1072
  28.333+0.063      7        28.3215        -0.0101       280.7626        -4.1069
  28.333+0.063      8        28.3459         0.0603       280.7110        -4.0531
  28.333+0.063      9        28.3631         0.0528       280.7256        -4.0412
  28.333+0.063     10        28.3552         0.0724       280.7045        -4.0392
  28.333+0.063     11        28.3371         0.1187       280.6550        -4.0341
  28.333+0.063     12        28.4154        -0.0059       280.8019        -4.0215
  28.333+0.063     13        28.3418         0.1432       280.6352        -4.0188
  28.333+0.063     14        28.3897         0.0725       280.7202        -4.0085
  28.333+0.063     15        28.3975         0.0801       280.7170        -3.9981
  28.333+0.063     16        28.4522         0.0029       280.8110        -3.9847
  28.333+0.063     17        28.4382         0.0354       280.7755        -3.9823
  28.333+0.063     18        28.4612         0.0115       280.8073        -3.9728
  28.333+0.063     19        28.4194         0.1406       280.6731        -3.9509
  28.334+0.106      1        28.3290         0.1305       280.6407        -4.0359
  28.334+0.106      2        28.3371         0.1187       280.6550        -4.0341
  28.334+0.106      3        28.3542         0.1023       280.6774        -4.0264
  28.334+0.106      4        28.3418         0.1432       280.6352        -4.0188
  28.346+0.327      1        28.3429         0.3155       280.4821        -3.9390
  28.352+0.094      1        28.3547         0.1022       280.6776        -4.0261
  28.355+0.129      1        28.3414         0.1068       280.6675        -4.0358
   28.356+0.11      1        28.3537         0.1031       280.6764        -4.0265
  28.357-0.263      1        28.3588        -0.2645       281.0065        -4.1900
  28.361+0.144      1        28.3418         0.1432       280.6352        -4.0188
  28.361+0.144      2        28.3664         0.1215       280.6658        -4.0068
  28.361+0.144      3        28.3547         0.1395       280.6445        -4.0090
  28.364+0.119      1        28.3547         0.1023       280.6776        -4.0260
  28.364+0.119      2        28.3545         0.1394       280.6445        -4.0092
  28.373+0.113      1        28.3739         0.1134       280.6766        -4.0038
  28.383-0.318      1        28.3844        -0.3211       281.0688        -4.1931
  28.392-0.315      1        28.3842        -0.3303       281.0769        -4.1975
  28.394-0.113      1        28.3601        -0.1285       280.8859        -4.1267
  28.394-0.113      2        28.3650        -0.1205       280.8810        -4.1187
  28.394-0.113      3        28.3769        -0.1182       280.8844        -4.1071
  28.394-0.113      4        28.3943        -0.1136       280.8883        -4.0895
  28.394-0.113      5        28.4119        -0.1268       280.9081        -4.0799
  28.397+0.126      1        28.4123         0.1217       280.6867        -3.9659
  28.397+0.126      2        28.4194         0.1406       280.6731        -3.9509
  28.402-0.007      1        28.4153        -0.0060       280.8019        -4.0216
  28.406-0.438      1        28.3932        -0.4313       281.1711        -4.2356
  28.406-0.438      2        28.4086        -0.4382       281.1843        -4.2250
  28.406-0.438      3        28.4040        -0.4306       281.1754        -4.2257
  28.406-0.438      4        28.4292        -0.4427       281.1978        -4.2088
  28.411+0.146      1        28.4105         0.1292       280.6792        -3.9641
  28.411-0.402      1        28.4099        -0.4029       281.1534        -4.2078
  28.415+0.134      1        28.4191         0.1403       280.6733        -3.9513
   28.419-0.41      1        28.4192        -0.4112       281.1651        -4.2033
  28.434+0.075      1        28.4050         0.0121       280.7811        -4.0225
  28.436-0.124      1        28.4317        -0.1269       280.9172        -4.0623
  28.436-0.124      2        28.4412        -0.1377       280.9312        -4.0587
  28.436-0.124      3        28.4354        -0.1124       280.9060        -4.0523
  28.439-0.135      1        28.4412        -0.1377       280.9312        -4.0587
  28.439-0.275      1        28.4359        -0.2925       281.0668        -4.1342
   28.443+0.28      1        28.4419         0.2742       280.5644        -3.8698
   28.443+0.28      2        28.4435         0.2826       280.5576        -3.8646
  28.447-0.329      1        28.4462        -0.3552       281.1275        -4.1537
  28.447-0.329      2        28.4453        -0.3263       281.1013        -4.1413
  28.447-0.329      3        28.4499        -0.3334       281.1097        -4.1404
  28.447-0.329      4        28.4457        -0.3166       281.0928        -4.1365
  28.449+0.194      1        28.4631         0.1933       280.6461        -3.8880
  28.449-0.265      1        28.4459        -0.2647       281.0466        -4.1126
  28.454+0.186      1        28.4543         0.1795       280.6545        -3.9021
  28.454+0.186      2        28.4519         0.1893       280.6446        -3.8997
  28.466+0.196      1        28.4633         0.1935       280.6461        -3.8877
  28.466-0.272      1        28.4635        -0.2914       281.0785        -4.1092
  28.479+0.193      1        28.4828         0.1941       280.6544        -3.8701
  28.482-0.371      1        28.4775        -0.3738       281.1584        -4.1343
  28.482-0.371      2        28.4858        -0.3703       281.1591        -4.1254
  28.498+0.178      1        28.5008         0.1728       280.6817        -3.8638
  28.508-0.138      1        28.5051        -0.1393       280.9619        -4.0027
  28.508-0.138      2        28.5267        -0.1603       280.9905        -3.9930
  28.509-0.394      1        28.5094        -0.3951       281.1921        -4.1157
  28.514-0.374      1        28.5140        -0.3741       281.1754        -4.1020
  28.521+0.026      1        28.5281         0.0213       280.8293        -3.9088
  28.533-0.024      1        28.5206        -0.0448       280.8848        -3.9456
  28.537-0.277      1        28.5336        -0.2859       281.1058        -4.0443
  28.537-0.277      2        28.5280        -0.2628       281.0826        -4.0388
  28.537-0.277      3        28.5379        -0.2786       281.1011        -4.0372
  28.537-0.277      4        28.5418        -0.2661       281.0918        -4.0279
  28.565-0.227      1        28.4939        -0.2482       281.0539        -4.0624
  28.565-0.227      2        28.5390        -0.3013       281.1220        -4.0465
  28.565-0.227      3        28.5336        -0.2859       281.1058        -4.0443
  28.565-0.227      4        28.5280        -0.2628       281.0826        -4.0388
  28.565-0.227      5        28.5379        -0.2786       281.1011        -4.0372
  28.565-0.227      6        28.5265        -0.2506       281.0710        -4.0345
  28.565-0.227      7        28.5418        -0.2661       281.0918        -4.0279
  28.565-0.227      8        28.5589        -0.2919       281.1227        -4.0245
  28.565-0.227      9        28.5406        -0.2359       281.0643        -4.0152
  28.565-0.227     10        28.5560        -0.2245       281.0613        -3.9963
  28.565-0.227     11        28.5662        -0.2339       281.0743        -3.9916
  28.565-0.227     12        28.5700        -0.2248       281.0679        -3.9840
  28.565-0.227     13        28.5806        -0.2312       281.0784        -3.9775
  28.565-0.227     14        28.6046        -0.2573       281.1127        -3.9680
  28.565-0.227     15        28.5902        -0.2283       281.0803        -3.9676
  28.565-0.227     16        28.5956        -0.2366       281.0901        -3.9666
  28.565-0.227     17        28.6104        -0.2379       281.0980        -3.9541
  28.565-0.227     18        28.6088        -0.1878       281.0526        -3.9326
  28.565-0.227     19        28.6229        -0.2076       281.0767        -3.9291
  28.565-0.227     20        28.6206        -0.1953       281.0647        -3.9255
  28.566-0.339      1        28.4998        -0.3680       281.1635        -4.1118
  28.566-0.339      2        28.5140        -0.3741       281.1754        -4.1020
  28.566-0.339      3        28.5202        -0.3033       281.1151        -4.0641
  28.566-0.339      4        28.5175        -0.2951       281.1066        -4.0628
  28.566-0.339      5        28.5516        -0.3459       281.1675        -4.0557
  28.566-0.339      6        28.5810        -0.4007       281.2298        -4.0546
  28.566-0.339      7        28.5457        -0.3221       281.1435        -4.0500
  28.566-0.339      8        28.5390        -0.3013       281.1220        -4.0465
  28.566-0.339      9        28.5759        -0.3685       281.1988        -4.0443
  28.566-0.339     10        28.5336        -0.2859       281.1058        -4.0443
  28.566-0.339     11        28.5822        -0.3763       281.2086        -4.0424
  28.566-0.339     12        28.5993        -0.4027       281.2400        -4.0392
  28.566-0.339     13        28.5620        -0.3304       281.1584        -4.0393
  28.566-0.339     14        28.5968        -0.3950       281.2319        -4.0379
  28.566-0.339     15        28.5379        -0.2786       281.1011        -4.0372
  28.566-0.339     16        28.5568        -0.3130       281.1405        -4.0361
  28.566-0.339     17        28.6102        -0.4131       281.2543        -4.0342
  28.566-0.339     18        28.5825        -0.3519       281.1869        -4.0309
  28.566-0.339     19        28.5971        -0.3597       281.2006        -4.0215
  28.566-0.339     20        28.5415        -0.2676       281.0931        -4.0289
  28.566-0.339     21        28.5808        -0.3402       281.1757        -4.0270
  28.566-0.339     22        28.6023        -0.3779       281.2192        -4.0252
  28.566-0.339     23        28.5764        -0.3301       281.1647        -4.0264
  28.566-0.339     24        28.5589        -0.2919       281.1227        -4.0245
  28.566-0.339     25        28.6133        -0.3950       281.2395        -4.0232
  28.566-0.339     26        28.6045        -0.3706       281.2137        -4.0198
  28.566-0.339     27        28.5717        -0.3053       281.1405        -4.0193
  28.566-0.339     28        28.5657        -0.2932       281.1269        -4.0191
  28.566-0.339     29        28.5594        -0.2728       281.1058        -4.0153
  28.566-0.339     30        28.6311        -0.3982       281.2504        -4.0089
  28.566-0.339     31        28.6084        -0.3586       281.2048        -4.0110
  28.566-0.339     32        28.5948        -0.3309       281.1739        -4.0103
  28.566-0.339     33        28.6206        -0.3777       281.2274        -4.0089
  28.566-0.339     34        28.5902        -0.3164       281.1588        -4.0079
  28.566-0.339     35        28.5860        -0.3010       281.1432        -4.0046
  28.566-0.339     36        28.5984        -0.3267       281.1718        -4.0053
  28.566-0.339     37        28.6145        -0.3531       281.2027        -4.0030
  28.566-0.339     38        28.5839        -0.2898       281.1323        -4.0013
  28.566-0.339     39        28.6019        -0.3106       281.1590        -3.9948
  28.566-0.339     40        28.5837        -0.2731       281.1172        -3.9939
  28.566-0.339     41        28.6533        -0.4007       281.2629        -3.9902
  28.566-0.339     42        28.5841        -0.2518       281.0984        -3.9838
  28.566-0.339     43        28.6538        -0.3767       281.2418        -3.9788
  28.566-0.339     44        28.6289        -0.3283       281.1872        -3.9789
  28.575-0.002      1        28.5528        -0.0108       280.8692        -3.9016
  28.575-0.002      2        28.5526        -0.0004       280.8599        -3.8969
  28.575-0.002      3        28.5707         0.0203       280.8497        -3.8714
  28.575-0.002      4        28.5850         0.0174       280.8588        -3.8600
  28.597-0.038      1        28.5793        -0.0408       280.9081        -3.8917
  28.597-0.038      2        28.6024        -0.0433       280.9209        -3.8722
  28.604+0.024      1        28.6081         0.0192       280.8678        -3.8386
  28.604+0.024      2        28.6119         0.0327       280.8575        -3.8291
  28.609-0.258      1        28.6046        -0.2573       281.1127        -3.9680
  28.609-0.258      2        28.6103        -0.2380       281.0981        -3.9541
  28.612-0.393      1        28.5457        -0.3221       281.1435        -4.0500
  28.612-0.393      2        28.5759        -0.3685       281.1988        -4.0443
  28.612-0.393      3        28.5968        -0.3950       281.2319        -4.0379
  28.612-0.393      4        28.5381        -0.2787       281.1014        -4.0371
  28.612-0.393      5        28.5825        -0.3519       281.1869        -4.0309
  28.612-0.393      6        28.5971        -0.3597       281.2006        -4.0215
  28.612-0.393      7        28.5808        -0.3402       281.1757        -4.0270
  28.612-0.393      8        28.6023        -0.3779       281.2192        -4.0252
  28.612-0.393      9        28.5764        -0.3301       281.1647        -4.0264
  28.612-0.393     10        28.6133        -0.3950       281.2395        -4.0232
  28.612-0.393     11        28.6045        -0.3706       281.2137        -4.0198
  28.612-0.393     12        28.6084        -0.3586       281.2048        -4.0110
  28.612-0.393     13        28.6046        -0.2573       281.1127        -3.9680
  28.612-0.393     14        28.6443        -0.2639       281.1368        -3.9357
  28.612-0.393     15        28.6782        -0.2770       281.1640        -3.9116
  28.612-0.393     16        28.6871        -0.2818       281.1724        -3.9058
  28.642+0.147      1        28.6437         0.1388       280.7775        -3.7523
  28.647-0.025      1        28.6423        -0.0332       280.9302        -3.8321
   28.66+0.142      1        28.6412         0.1202       280.7929        -3.7630
   28.66+0.142      2        28.6326         0.1377       280.7734        -3.7627
   28.66+0.142      3        28.6487         0.1119       280.8038        -3.7601
   28.66+0.142      4        28.6294         0.1582       280.7536        -3.7561
   28.66+0.142      5        28.6437         0.1388       280.7775        -3.7523
   28.66+0.142      6        28.6507         0.1262       280.7920        -3.7518
   28.66+0.142      7        28.6570         0.1341       280.7877        -3.7426
   28.66+0.142      8        28.6619         0.1469       280.7786        -3.7324
   28.66+0.142      9        28.6556         0.1631       280.7613        -3.7306
   28.66+0.142     10        28.6835         0.1380       280.7964        -3.7173
   28.66+0.142     11        28.6792         0.1547       280.7796        -3.7135
  28.677-0.278      1        28.6443        -0.2639       281.1368        -3.9357
  28.677-0.278      2        28.6782        -0.2770       281.1640        -3.9116
  28.677-0.278      3        28.6872        -0.2818       281.1724        -3.9058
  28.677-0.278      4        28.6956        -0.2911       281.1845        -3.9026
  28.677-0.278      5        28.6963        -0.2576       281.1550        -3.8867
  28.677-0.278      6        28.7105        -0.2409       281.1466        -3.8664
  28.695+0.101      1        28.6920         0.0808       280.8514        -3.7358
   28.698-0.28      1        28.6872        -0.2818       281.1724        -3.9058
  28.702+0.402      1        28.7011         0.4049       280.5667        -3.5796
  28.714+0.143      1        28.6619         0.1469       280.7786        -3.7324
  28.714+0.143      2        28.6792         0.1547       280.7796        -3.7135
  28.714+0.143      3        28.6884         0.1779       280.7631        -3.6947
  28.714+0.143      4        28.7040         0.1761       280.7718        -3.6816
  28.715+0.443      1        28.7187         0.4482       280.5361        -3.5441
  28.718+0.048      1        28.7047         0.0401       280.8934        -3.7431
  28.718+0.048      2        28.7193         0.0363       280.9035        -3.7319
  28.718+0.048      3        28.7125         0.0488       280.8893        -3.7322
  28.724+0.239      1        28.6471         0.2557       280.6749        -3.6958
  28.724+0.239      2        28.6884         0.1779       280.7631        -3.6947
  28.724+0.239      3        28.7759         0.2340       280.7532        -3.5911
  28.724+0.239      4        28.7882         0.2382       280.7552        -3.5783
  28.725+0.117      1        28.7273         0.1199       280.8327        -3.6865
  28.733+0.099      1        28.6889         0.0762       280.8540        -3.7407
  28.733+0.099      2        28.6998         0.0568       280.8763        -3.7398
  28.733+0.099      3        28.7232         0.0554       280.8883        -3.7197
  28.733+0.099      4        28.7056         0.1172       280.8251        -3.7071
  28.733+0.099      5        28.7273         0.1199       280.8327        -3.6865
  28.733+0.099      6        28.7179         0.1441       280.8067        -3.6839
  28.733+0.099      7        28.7625         0.1043       280.8627        -3.6624
  28.734-0.304      1        28.7260        -0.2998       281.2062        -3.8795
  28.734-0.304      2        28.7231        -0.2942       281.1999        -3.8795
  28.734-0.304      3        28.7446        -0.2952       281.2106        -3.8608
  28.743-0.632      1        28.7438        -0.6327       281.5112        -4.0156
  28.743-0.632      2        28.7412        -0.6237       281.5020        -4.0138
  28.745+0.156      1        28.7549         0.1336       280.8331        -3.6557
  28.745+0.156      2        28.7501         0.1531       280.8135        -3.6512
  28.758+0.287      1        28.7526         0.2730       280.7078        -3.5941
  28.761+0.257      1        28.7619         0.2584       280.7251        -3.5925
  28.762+0.103      1        28.7623         0.1041       280.8627        -3.6627
   28.763+0.11      1        28.7625         0.1043       280.8627        -3.6624
  28.766-0.289      1        28.7690        -0.2891       281.2164        -3.8363
  28.771+0.176      1        28.7737         0.1769       280.8031        -3.6192
  28.774+0.143      1        28.7819         0.1607       280.8213        -3.6193
  28.778+0.197      1        28.7737         0.1769       280.8031        -3.6192
  28.778+0.197      2        28.7792         0.1981       280.7867        -3.6047
  28.778+0.197      3        28.7934         0.1742       280.8145        -3.6030
  28.778+0.197      4        28.7912         0.1861       280.8029        -3.5995
  28.778+0.197      5        28.8074         0.1792       280.8164        -3.5882
  28.778+0.197      6        28.7990         0.2085       280.7865        -3.5823
  28.778+0.197      7        28.8079         0.1894       280.8076        -3.5831
  28.778+0.197      8        28.7883         0.2381       280.7553        -3.5783
   28.786+0.24      1        28.7576         0.2157       280.7612        -3.6158
  28.788+0.104      1        28.7741         0.1152       280.8583        -3.6471
  28.788+0.104      2        28.7805         0.1055       280.8698        -3.6459
  28.788+0.104      3        28.7861         0.1041       280.8736        -3.6415
  28.788+0.104      4        28.7966         0.1295       280.8558        -3.6205
  28.788-0.011      1        28.7769        -0.0023       280.9643        -3.6983
  28.788-0.011      2        28.7892        -0.0231       280.9884        -3.6969
  28.788-0.011      3        28.7901        -0.0097       280.9770        -3.6899
  28.792+0.141      1        28.7580         0.0596       280.9004        -3.6868
  28.792+0.141      2        28.7625         0.1043       280.8627        -3.6624
  28.792+0.141      3        28.7737         0.1769       280.8031        -3.6192
  28.792+0.141      4        28.7792         0.1980       280.7868        -3.6047
  28.792+0.141      5        28.7979         0.1658       280.8240        -3.6028
  28.792+0.141      6        28.7934         0.1742       280.8145        -3.6030
  28.792+0.141      7        28.7912         0.1861       280.8029        -3.5995
  28.792+0.141      8        28.8074         0.1792       280.8164        -3.5882
  28.792+0.141      9        28.8133         0.1695       280.8278        -3.5874
  28.792+0.141     10        28.8079         0.1894       280.8076        -3.5831
  28.792+0.141     11        28.7991         0.2083       280.7868        -3.5823
  28.792+0.141     12        28.8960         0.1407       280.8914        -3.5270
  28.798+0.207      1        28.7990         0.2085       280.7865        -3.5823
  28.815+0.424      1        28.8077         0.4100       280.6110        -3.4824
  28.815-0.527      1        28.7989        -0.5297       281.4446        -3.9196
  28.815-0.527      2        28.8121        -0.5247       281.4462        -3.9056
  28.815-0.527      3        28.8338        -0.5397       281.4695        -3.8931
  28.815-0.527      4        28.8329        -0.5225       281.4537        -3.8861
  28.817-0.265      1        28.8164        -0.2613       281.2133        -3.7815
  28.824+0.000      1        28.8253         0.0015       280.9830        -3.6535
   28.834+0.04      1        28.8344         0.0430       280.9503        -3.6264
  28.836+0.493      1        28.8429         0.4942       280.5521        -3.4126
  28.847+0.251      1        28.8114         0.2674       280.7398        -3.5443
  28.847+0.251      2        28.8494         0.2512       280.7716        -3.5180
  28.847+0.251      3        28.8362         0.3014       280.7208        -3.5067
  28.849+0.051      1        28.8531         0.0438       280.9581        -3.6095
  28.849+0.051      2        28.8623         0.0663       280.9422        -3.5910
  28.859-0.317      1        28.8576        -0.3294       281.2928        -3.7759
  28.859-0.317      2        28.8577        -0.3154       281.2804        -3.7694
  28.859-0.317      3        28.8720        -0.3119       281.2838        -3.7551
  28.861+0.204      1        28.8632         0.2035       280.8204        -3.5274
  28.861+0.204      2        28.8613         0.2183       280.8063        -3.5224
  28.861+0.204      3        28.8710         0.2249       280.8049        -3.5108
   28.868+0.16      1        28.8698         0.1588       280.8633        -3.5421
  28.868-0.237      1        28.8680        -0.2371       281.2153        -3.7245
  28.875+0.082      1        28.8675         0.0566       280.9532        -3.5908
   28.88+0.069      1        28.8623         0.0663       280.9422        -3.5910
   28.88+0.069      2        28.8822         0.0693       280.9486        -3.5719
  28.901-0.461      1        28.9019        -0.4610       281.4305        -3.7966
  28.905-0.534      1        28.8338        -0.5397       281.4695        -3.8931
  28.905-0.534      2        28.8651        -0.5714       281.5120        -3.8797
  28.905-0.534      3        28.9047        -0.5893       281.5462        -3.8526
  28.905-0.534      4        28.8905        -0.5568       281.5107        -3.8505
  28.905-0.534      5        28.8939        -0.5392       281.4965        -3.8394
  28.905-0.534      6        28.8943        -0.5232       281.4824        -3.8317
  28.905-0.534      7        28.9113        -0.5490       281.5132        -3.8283
  28.905-0.534      8        28.9256        -0.5348       281.5071        -3.8092
  28.905-0.534      9        28.9058        -0.4807       281.4498        -3.8021
  28.905-0.534     10        28.9059        -0.4719       281.4420        -3.7980
  28.905-0.534     11        28.9460        -0.5470       281.5273        -3.7966
  28.905-0.534     12        28.9173        -0.4933       281.4663        -3.7976
  28.905-0.534     13        28.9552        -0.5510       281.5351        -3.7902
  28.905-0.534     14        28.9477        -0.5361       281.5183        -3.7902
  28.905-0.534     15        28.9212        -0.4769       281.4534        -3.7866
  28.905-0.534     16        28.9654        -0.5372       281.5274        -3.7749
  28.905-0.534     17        28.9481        -0.5067       281.4923        -3.7763
  28.905-0.534     18        28.9775        -0.5382       281.5338        -3.7646
  28.905-0.534     19        28.9714        -0.5068       281.5031        -3.7557
  28.905-0.534     20        28.9821        -0.5220       281.5215        -3.7531
  28.905-0.534     21        28.9697        -0.4920       281.4891        -3.7504
  28.905-0.534     22        28.9593        -0.4739       281.4681        -3.7514
  28.905-0.534     23        28.9724        -0.4787       281.4785        -3.7419
  28.905-0.534     24        29.0102        -0.5205       281.5331        -3.7274
  28.913-0.361      1        28.9135        -0.3602       281.3459        -3.7402
   28.914+0.08      1        28.8916         0.0847       280.9392        -3.5566
   28.914+0.08      2        28.9137         0.0536       280.9771        -3.5511
   28.914+0.08      3        28.8953         0.0991       280.9281        -3.5467
   28.914+0.08      4        28.9257         0.0571       280.9794        -3.5388
   28.914+0.08      5        28.9030         0.1003       280.9306        -3.5392
   28.914+0.08      6        28.9376         0.0630       280.9797        -3.5255
  28.924+0.392      1        28.9267         0.3941       280.6796        -3.3838
  28.935-0.573      1        28.9113        -0.5490       281.5132        -3.8283
  28.935-0.573      2        28.9411        -0.5875       281.5612        -3.8194
  28.935-0.573      3        28.9484        -0.5951       281.5713        -3.8164
  28.935-0.573      4        28.9654        -0.5948       281.5788        -3.8012
  28.935-0.573      5        28.9605        -0.5807       281.5640        -3.7991
  28.935-0.573      6        28.9620        -0.5722       281.5571        -3.7938
  28.935-0.573      7        28.9477        -0.5361       281.5183        -3.7902
  28.935-0.573      8        28.9799        -0.5778       281.5702        -3.7805
  28.961-0.644      1        28.9305        -0.6653       281.6257        -3.8644
  28.961-0.644      2        28.9597        -0.6836       281.6553        -3.8467
  28.961-0.644      3        28.9747        -0.6577       281.6391        -3.8216
  28.961-0.644      4        28.9704        -0.6336       281.6157        -3.8144
  28.961-0.644      5        28.9690        -0.6233       281.6058        -3.8110
  28.961-0.644      6        28.9844        -0.6381       281.6261        -3.8040
  28.961-0.644      7        28.9898        -0.6433       281.6332        -3.8016
  28.961-0.644      8        28.9849        -0.6264       281.6159        -3.7982
  28.962-0.735      1        28.9634        -0.7440       281.7109        -3.8710
  28.962-0.735      2        28.9636        -0.7369       281.7046        -3.8676
  28.962-0.735      3        28.9597        -0.6836       281.6553        -3.8467
  28.962-0.735      4        28.9759        -0.7051       281.6819        -3.8421
  28.962-0.735      5        28.9972        -0.7171       281.7024        -3.8286
  28.962-0.735      6        28.9891        -0.7008       281.6841        -3.8284
  28.962-0.735      7        29.0245        -0.7551       281.7487        -3.8217
  28.967-0.492      1        28.9477        -0.5361       281.5183        -3.7902
  28.967-0.492      2        28.9654        -0.5372       281.5274        -3.7749
  28.967-0.492      3        28.9714        -0.5068       281.5031        -3.7557
  28.967-0.492      4        28.9821        -0.5220       281.5215        -3.7531
  28.967-0.492      5        28.9697        -0.4920       281.4891        -3.7504
  28.967-0.492      6        28.9593        -0.4739       281.4681        -3.7514
  28.967-0.492      7        28.9724        -0.4787       281.4785        -3.7419
   28.97+0.068      1        28.9748         0.0803       280.9812        -3.4845
   28.97+0.068      2        28.9831         0.0692       280.9950        -3.4823
  28.983-0.523      1        28.9637        -0.6081       281.5899        -3.8088
  28.983-0.523      2        28.9256        -0.5348       281.5071        -3.8092
  28.983-0.523      3        28.9654        -0.5948       281.5788        -3.8012
  28.983-0.523      4        28.9605        -0.5807       281.5640        -3.7991
  28.983-0.523      5        28.9620        -0.5722       281.5571        -3.7938
  28.983-0.523      6        28.9477        -0.5361       281.5183        -3.7902
  28.983-0.523      7        28.9799        -0.5778       281.5702        -3.7805
  28.983-0.523      8        28.9919        -0.5926       281.5889        -3.7766
  28.983-0.523      9        28.9654        -0.5372       281.5274        -3.7749
  28.983-0.523     10        29.0032        -0.5841       281.5865        -3.7626
  28.983-0.523     11        28.9821        -0.5220       281.5215        -3.7531
  28.983-0.523     12        28.9697        -0.4920       281.4891        -3.7504
  28.983-0.523     13        29.0148        -0.5645       281.5744        -3.7434
  28.984-0.635      1        28.9788        -0.6525       281.6364        -3.8156
  28.986+0.024      1        28.9866         0.0236       281.0371        -3.4999
  28.986+0.024      2        28.9999         0.0182       281.0481        -3.4905
  28.986+0.024      3        28.9931         0.0306       281.0339        -3.4909
  29.004+0.037      1        28.9968         0.0163       281.0484        -3.4942
   29.01-0.605      1        28.9552        -0.6128       281.5901        -3.8184
   29.01-0.605      2        28.9704        -0.6336       281.6157        -3.8144
   29.01-0.605      3        28.9690        -0.6233       281.6058        -3.8110
   29.01-0.605      4        28.9637        -0.6081       281.5899        -3.8088
   29.01-0.605      5        28.9844        -0.6381       281.6261        -3.8040
   29.01-0.605      6        28.9898        -0.6433       281.6332        -3.8016
   29.01-0.605      7        28.9656        -0.5951       281.5791        -3.8011
   29.01-0.605      8        28.9865        -0.6203       281.6112        -3.7940
   29.01-0.605      9        28.9919        -0.5926       281.5889        -3.7766
   29.01-0.605     10        29.0111        -0.6039       281.6078        -3.7646
   29.01-0.605     11        29.0032        -0.5841       281.5865        -3.7626
   29.01-0.605     12        29.0269        -0.6226       281.6318        -3.7591
  29.017-0.665      1        29.0166        -0.6647       281.6645        -3.7875
  29.026-0.623      1        29.0269        -0.6226       281.6318        -3.7591
  29.028-0.578      1        29.0156        -0.6254       281.6290        -3.7705
  29.028-0.578      2        29.0111        -0.6039       281.6078        -3.7646
  29.028-0.578      3        29.0032        -0.5841       281.5865        -3.7626
  29.046-0.632      1        29.0377        -0.6445       281.6561        -3.7594
  29.046-0.632      2        29.0269        -0.6227       281.6318        -3.7591
  29.046-0.632      3        29.0753        -0.6333       281.6634        -3.7210
  29.054-0.684      1        29.0455        -0.7147       281.7224        -3.7846
  29.054-0.684      2        29.0529        -0.7165       281.7273        -3.7789
  29.054-0.684      3        29.0317        -0.6751       281.6807        -3.7788
  29.054-0.684      4        29.0442        -0.6751       281.6864        -3.7677
  29.071-0.542      1        29.0565        -0.5392       281.5709        -3.6948
  29.071-0.542      2        29.0693        -0.5496       281.5860        -3.6881
  29.071-0.542      3        29.0649        -0.5423       281.5775        -3.6886
  29.071-0.542      4        29.0861        -0.5700       281.6118        -3.6825
  29.071-0.542      5        29.0823        -0.5636       281.6044        -3.6829
  29.071-0.542      6        29.1011        -0.5403       281.5922        -3.6555
  29.071-0.542      7        29.1039        -0.5254       281.5803        -3.6463
  29.071-0.542      8        29.1255        -0.5425       281.6054        -3.6348
  29.071-0.542      9        29.1177        -0.5271       281.5881        -3.6347
  29.102-0.297      1        29.1066        -0.2955       281.3765        -3.5389
  29.102-0.297      2        29.1145        -0.2865       281.3721        -3.5278
   29.103-0.61      1        29.0928        -0.6021       281.6436        -3.6911
   29.103-0.61      2        29.1025        -0.6100       281.6550        -3.6861
   29.103-0.61      3        29.1059        -0.6021       281.6496        -3.6795
  29.111+0.103      1        29.1185         0.0898       281.0385        -3.3524
  29.111+0.103      2        29.1111         0.1044       281.0222        -3.3523
  29.111+0.103      3        29.1244         0.1063       281.0266        -3.3395
  29.119+0.026      1        29.1011         0.0228       281.0903        -3.3984
  29.119+0.026      2        29.1193         0.0292       281.0929        -3.3793
  29.119+0.026      3        29.1419         0.0190       281.1124        -3.3639
  29.119+0.026      4        29.1403         0.0332       281.0989        -3.3588
  29.119+0.026      5        29.1537         0.0187       281.1180        -3.3535
   29.124+0.24      1        29.1240         0.2433       280.9043        -3.2773
  29.143-0.333      1        29.1313        -0.3252       281.4143        -3.5305
  29.143-0.333      2        29.1388        -0.3232       281.4160        -3.5229
  29.151+0.138      1        29.1440         0.1200       281.0234        -3.3158
  29.152-0.779      1        29.1538        -0.7772       281.8276        -3.7168
  29.174-0.496      1        29.1759        -0.4967       281.5876        -3.5690
   29.19+0.066      1        29.1912         0.0660       281.0931        -3.2986
  29.192+0.009      1        29.2117         0.0052       281.1566        -3.3081
  29.206-0.014      1        29.2119         0.0051       281.1568        -3.3080
  29.229+0.023      1        29.2268         0.0248       281.1460        -3.2857
