-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
    map        source        mass        luminosity      radius      temperature      err_temp         chisq          distance             glon            glat              ra               dec     
33.173-0.027       1        431.314        5386.86       0.665790        22.1177        3.08538        0.160283         4.39000          33.2039   -0.00970000       282.992      0.237600
33.173-0.027       2        521.471        3376.54       0.637456        19.5671        2.31561        0.452325         4.39000          33.2293    -0.0184000       283.012      0.256300
33.173-0.027       3        1743.84        2317.48       0.690723        15.1409        1.29555         1.33209         4.39000          33.2380    -0.0242000       283.021      0.261400
33.264+0.066       1        2024.05        6718.42       0.782918        17.3915        1.78113        0.545739         5.97000          33.2653     0.0670000       282.952      0.327300
33.338+0.16       1        301.572        1469.51       0.862120        18.4623        2.21936        0.400465         4.93000          33.3372      0.165100       282.897      0.435900
33.363-0.007       1        218.305        322.277       0.731845        15.0811        1.30559        0.599290         4.34000          33.3406     0.0111000       283.036      0.368800
33.363-0.007       2        1431.15        4384.85       0.689141        16.8393        1.81740        0.418422         4.34000          33.3931    0.00980000       283.061      0.414900
33.363-0.007       3        540.732        2958.42       0.536730        18.7366        2.04326         1.96070         4.34000          33.4169   -0.00390000       283.084      0.429800
33.42+0.126       1        502.148        60.6736       0.505381        11.1836       0.681377         1.48868         2.89000          33.4218      0.127200       282.970      0.494000
33.452-0.051       1        42.8073        87.1535       0.112540        15.8626        1.41878         2.06164        0.910000          33.4258    -0.0129000       283.096      0.433700
33.452-0.051       2        29.3907        62.9798       0.131685        16.2517        1.55546        0.253486        0.910000          33.5189    -0.0570000       283.178      0.496400
33.452-0.051       3        21.4371        138.332       0.122331        20.0599        2.40917         1.03126        0.910000          33.4967    -0.0132000       283.129      0.496700
33.568+0.027       1        313.195        373.813       0.744956        14.4231        1.36279         1.34855         4.26000          33.5521     0.0190000       283.125      0.560600
33.622-0.032       1        3833.10        591.953        1.02274        11.1620       0.707152        0.129429         6.73000          33.6387    -0.0355000       283.213      0.612900
33.622-0.032       2        870.944        4501.49       0.977829        18.3030        2.11116       0.0521543         6.73000          33.6343    -0.0209000       283.198      0.615600
33.622-0.032       3        4032.99        7376.01        1.14346        15.8084        1.43508        0.858486         6.73000          33.6506    -0.0256000       283.210      0.627900
33.622-0.032       4        1388.00        10980.0        1.09351        20.7409        2.61100        0.754004         6.73000          33.6551    -0.0175000       283.205      0.635700
33.622-0.032       5        263.365        1278.82       0.828285        18.6373        2.09019        0.329327         6.73000          33.6811    -0.0174000       283.217      0.658800
33.622-0.032       6        811.890        930.385       0.992446        14.2554        1.23390       0.0770299         6.73000          33.7193    -0.0272000       283.243      0.688300
33.622-0.032       7        4852.20        2958.32       0.863954        13.5349        1.03640        0.597820         6.73000          33.7394    -0.0208000       283.246      0.709200
33.622-0.032       8        2968.01        945.252       0.976650        12.3760       0.860577        0.507184         6.73000          33.7460   -0.00700000       283.237      0.721300
33.819-0.226       1        26.0311        19.7822      0.0980337        13.6960        1.08012        0.212242        0.980000          33.8187     -0.212400       283.453      0.692400
34.004-0.294       1        3.33042        19.6930       0.144854        17.6719        2.20615         2.60960        0.980000          34.0128     -0.283500       283.605      0.832600
34.004-0.294       2        2.24387        25.7450       0.171375        22.9067        3.22999         1.18673        0.980000          34.0392     -0.300700       283.632      0.848300
34.056-0.331       2        11.8875        3.25261       0.169626        11.8363       0.820671      0.00337337        0.970000          34.0645     -0.323600       283.664      0.860400
34.131+0.075       1        1180.49        42.6468       0.584812        9.65274       0.510715        0.723767         3.56000          34.1161     0.0702000       283.337       1.08590
34.172+0.477       1        200.444        3378.44       0.404606        24.0325        3.65167        0.553961         2.47000          34.1332      0.470300       282.989       1.28350
34.247+0.156       1        901.477        3783.44       0.525580        18.1378        2.02438      0.00934397         3.53000          34.0963     0.0183000       283.374       1.04460
34.247+0.156       2        3539.89        798.406       0.543684        12.1021       0.787485         3.90182         3.53000          34.2317      0.135200       283.332       1.21840
34.247+0.156       3        1073.91        10446.1       0.493360        21.4097        2.85102        0.266319         3.53000          34.2446      0.133800       283.339       1.22930
34.247+0.156       4        965.387        753.436       0.468628        13.7983        1.10851       0.0815956         3.53000          34.2835      0.183800       283.312       1.28670
34.347-0.723       1        8.78901        10.5353       0.137487        14.5572        1.20892        0.636078         1.04000          34.3396     -0.694300       284.119      0.936100
34.37+0.203       2        5194.21        11505.9       0.544752        16.4016        1.55616        0.808190         3.53000          34.4032      0.228200       283.327       1.41340
34.37+0.203       3        3465.90        16769.3       0.547653        18.6586        2.09142        0.373232         3.53000          34.4113      0.235200       283.325       1.42380
34.37+0.203       4        954.697        1196.12       0.507213        14.9594        1.28577        0.533691         3.53000          34.4607      0.248600       283.336       1.47400
34.373-0.662       1        14.9678        18.5041       0.115258        14.7407        1.26550        0.186202         1.01000          34.3726     -0.663700       284.107      0.979400
34.462-0.985       1        75.2417        4.23302       0.189125        9.74481       0.559817        0.103869         1.09000          34.4630     -0.984800       284.434      0.913300
34.539+0.536       1        214.799        27.0497       0.499916        10.7686       0.668326      0.00558825         3.28000          34.5465      0.535600       283.119       1.68120
34.573+0.491       1        294.272        23.7637       0.489746        10.3935       0.610246        0.127783         3.30000          34.5725      0.492500       283.169       1.68460
34.685-0.729       1        228.106        39.5505       0.386286        11.4171       0.719500        0.875422         2.96000          34.6854     -0.728500       284.308       1.22810
34.685-0.729       2        3.12197        4.22847       0.386870        15.3915        1.30714         5.95609         2.96000          34.7183     -0.761100       284.352       1.24260
34.709-0.67       1        330.009        66.5823       0.436518        11.5414       0.760565       0.0924483         2.99000          34.7186     -0.676600       284.277       1.28130
34.709-0.67       2        77.4429        23.6957       0.366576        12.7983       0.883400         4.73687         2.99000          34.7376     -0.647300       284.259       1.31160
34.709-0.67       3        391.347        59.5742       0.415159        11.0095       0.714800       0.0534597         2.99000          34.7313     -0.634600       284.245       1.31180
34.709-0.67       4        11.9547        39.8942       0.277609        17.0316        2.00308         2.10449         2.99000          34.7518     -0.651400       284.269       1.32240
34.709-0.67       5        1.78617        50.7631       0.369775        28.1727        7.04885         8.12370         2.99000          34.7625     -0.669200       284.290       1.32370
34.73-0.631       1        759.173        4176.12       0.504754        19.1831        2.21636        0.452393         2.98000          34.7120     -0.594800       284.201       1.31280
34.737-0.78       1        76.1194        9.54320       0.379925        10.2932       0.714827         3.05010         2.49000          34.7377     -0.780600       284.378       1.25090
34.8+0.347       1        1255.38        7079.56       0.476046        19.2236        2.21359        0.632836         3.63000          34.8211      0.352300       283.408       1.84200
34.844+0.429       1        298.494        86.8387       0.516623        12.1938       0.831459        0.608303         3.56000          34.8336      0.426500       283.347       1.88700
34.92+0.134       1        294.181        7.36404       0.311953        9.29140       0.466766         1.27236         2.75000          34.9344      0.136500       283.651       1.84440
34.93+0.338       1        243.417        12.3584       0.507130        10.0366       0.539152         2.37961         2.90000          34.9505      0.345400       283.473       1.95400
35.002+0.355       1        949.345        16497.9       0.413060        24.5832        3.78734         1.16899         3.34000          35.0245      0.350300       283.502       2.02200
35.041-0.471       1        47.7053        26.0407       0.173546        13.1207       0.983901        0.254013         1.17000          35.0400     -0.472800       284.242       1.66030
35.057-0.537       1        69.6783        1294.27       0.499253        25.5081        4.25525        0.148446         3.23000          35.0293     -0.503900       284.265       1.63660
35.057-0.537       2        116.235        199.887       0.505766        15.1718        1.48189        0.798560         3.23000          35.0276     -0.481000       284.244       1.64550
35.057-0.537       3        412.810        3945.67       0.564838        20.5254        2.77184        0.236870         3.23000          35.0530     -0.517300       284.288       1.65160
35.057-0.537       5        487.065        367.961       0.564838        13.3580        1.05348     3.44224e-05         3.23000          35.0522     -0.482700       284.256       1.66660
35.057-0.537       6        116.488        164.426       0.481486        14.9308        1.37263        0.143907         3.23000          35.0457     -0.448900       284.223       1.67630
35.063-0.726       1        2239.22        5478.58       0.405704        16.6183        1.63042        0.279277         2.32000          35.1321     -0.743700       284.525       1.61860
35.083-0.74       1        3.54938        82.0054       0.387977        26.3205        5.24575         1.99744         2.35000          35.0933     -0.745100       284.509       1.58340
35.089-0.767       1        283.221        138.942       0.386088        12.8544       0.913412         1.38311         2.38000          35.0960     -0.780400       284.541       1.56980
35.141-0.846       1        153.828        121.721       0.328164        13.8459        1.10737        0.183643         2.18000          35.1558     -0.823500       284.607       1.60320
35.191-0.758       3        2885.65        4208.20       0.416087        14.9448        1.26584         1.06493         2.39000          35.1447     -0.755500       284.541       1.62440
35.191-0.758       4        209.843        228.527       0.336990        14.7079        1.22897        0.848208         2.39000          35.1606     -0.745400       284.540       1.64320
35.293-0.948       1        187.437        15.8971       0.433683        10.4457       0.609200        0.325911         2.48000          35.3015     -0.958300       284.793       1.67130
35.296-0.907       1        267.462        181.996       0.354061        13.5323        1.07068       0.0319594         2.51000          35.2965     -0.897800       284.737       1.69450
35.355-0.108       1        606.492        479.827       0.833452        13.9889        1.13709        0.121287         5.71000          35.3560     -0.110500       284.064       2.10680
35.385+0.02       1        35.4259        14.9468       0.162192        12.6207       0.943391       0.0167667         1.13000          35.3873     0.0206000       283.961       2.19450
35.429+0.138       1        3336.20        31575.6       0.743088        21.1256        2.72278        0.716103         4.60000          35.4674      0.138900       283.892       2.31980
35.492-0.059       1        56.7407        309.534       0.461376        19.1428        2.14352         1.90911         3.69000          35.4953    -0.0771000       284.098       2.24610
35.492-0.059       2        57.4299        235.680       0.580883        18.4723        1.98475         1.76924         3.69000          35.4823    -0.0434000       284.062       2.24990
35.492-0.059       3        81.7944        115.778       0.530942        15.5077        1.34690         2.38091         3.69000          35.4939    -0.0405000       284.064       2.26150
35.527-0.269       1        274.555        1206.36       0.455969        18.2731        1.97091        0.797041         3.52000          35.4170     -0.283500       284.246       2.08210
35.527-0.269       2        241.863        1319.19       0.435592        19.2704        2.20703        0.969929         3.52000          35.4522     -0.294400       284.271       2.10850
35.527-0.269       3        1700.20        59.5169       0.579058        9.41739       0.496985        0.164996         3.52000          35.4804     -0.299400       284.289       2.13130
35.527-0.269       5        1522.59        89.3450       0.543112        10.1074       0.566087        0.459056         3.52000          35.5235     -0.272700       284.285       2.18190
35.527-0.269       6        217.834        121.920       0.492603        13.1396        1.00790       0.0221415         3.52000          35.6016     -0.226200       284.279       2.27250
35.527-0.269       7        200.885        939.477       0.494518        18.6187        2.06612        0.581152         3.52000          35.6036     -0.202100       284.258       2.28530
35.551+0.072       1        507.163        5419.93       0.557843        21.7178        2.86986         1.12530         3.19000          35.5740     0.0675000       284.005       2.38210
35.584+0.001       1        743.084        396.290       0.598063        12.8542       0.941405        0.269911         3.42000          35.4998    -0.0209000       284.050       2.27570
35.584+0.001       2        212.599        647.359       0.523153        16.7250        1.71967       0.0125757         3.42000          35.5166    -0.0316000       284.067       2.28570
35.584+0.001       3        1010.39        17062.4       0.524383        23.9400        3.60293        0.717997         3.42000          35.5785    -0.0305000       284.094       2.34130
35.584+0.001       4        782.096        1517.87       0.553635        15.3160        1.43925       0.0798289         3.42000          35.5780     0.0487000       284.023       2.37700
35.584+0.001       6        880.786        1770.17       0.598063        16.0752        1.53544       0.0989364         3.42000          35.5877     0.0606000       284.017       2.39110
35.608+0.111       1        135.328        81.9845       0.390799        13.5981        1.03483         1.05878         3.16000          35.5829      0.115500       283.966       2.41190
35.61-0.951       1        128.615        37.4491       0.376023        12.1698       0.820574        0.959608         2.33000          35.6122     -0.951300       284.929       1.95080
35.61-0.951       2        445.173        9.09923       0.407452        9.59739       0.488393         3.35112         2.33000          35.6193     -0.960300       284.940       1.95300
35.61-0.951       3        13.5148        96.7906       0.333949        20.7591        2.56935         1.78519         2.33000          35.6548     -0.968800       284.964       1.98080
35.623-0.08       2        275.874        2170.10       0.571430        19.6701        2.32655        0.668155         3.56000          35.5881    -0.0214000       284.090       2.35400
35.623-0.08       3        74.1161        2143.29       0.531083        27.3274        5.05347       0.0133419         3.56000          35.6715    -0.0437000       284.148       2.41810
35.679-0.175       1        40.6066        37.0246       0.295561        13.8196        1.20303        0.616576         1.97000          35.6633     -0.158200       284.247       2.35850
35.679-0.175       2        179.267        250.588       0.302982        15.2103        1.32465        0.734366         1.97000          35.6813     -0.175500       284.270       2.36660
35.684-0.938       1        49.3235        253.983       0.584240        18.9908        2.13079         1.11409         3.53000          35.6595     -0.925700       284.928       2.00460
35.732-0.873       2        1.68419        15.3173       0.139789        22.0970        3.01151        0.701224         1.04000          35.6634     -0.957000       284.958       1.99380
35.732-0.873       3        4.98277        17.6412       0.135654        17.7103        1.86264        0.405943         1.04000          35.6805     -0.983000       284.989       1.99710
35.732-0.873       5        7.43966        14.9276       0.156560        15.9103        1.54886       0.0266050         1.04000          35.6643     -0.907100       284.914       2.01740
35.732-0.873       6        30.5988        29.1380       0.161405        14.4068        1.15582         1.87654         1.04000          35.6752     -0.917200       284.928       2.02240
35.732-0.873       7        2.60616        4.91397      0.0993454        15.5945        1.54102        0.435965         1.04000          35.7007     -0.910400       284.933       2.04820
35.732-0.873       8        18.5384        36.6386       0.181867        15.5184        1.49627        0.179111         1.04000          35.7010     -0.892800       284.918       2.05660
35.732-0.873       9        3.36731        17.5359       0.181867        18.1094        2.55357         6.35665         1.04000          35.6738     -0.840200       284.858       2.05640
35.732-0.873      10        5.37236        45.9480       0.162085        20.6968        2.55289         1.76396         1.04000          35.6743     -0.822300       284.843       2.06510
35.732-0.873      11       0.420964        24.6889       0.128617        37.1380        10.0816       0.0527141         1.04000          35.6961     -0.841300       284.870       2.07580
35.732-0.873      12        3.30164        35.1140       0.181867        21.8054        3.06183     2.08786e-05         1.04000          35.7104     -0.858200       284.891       2.08070
35.732-0.873      13        2.45645        32.1203       0.181867        23.3288        3.34304         1.61336         1.04000          35.7145     -0.853700       284.889       2.08640
35.732-0.873      14       0.595242        8.06013       0.134097        23.7454        3.42846         3.26558         1.04000          35.7068     -0.827200       284.862       2.09170
35.732-0.873      15        3.34286        6.32205       0.158741        15.8325        1.50723      0.00685116         1.04000          35.7357     -0.820300       284.869       2.12050
35.745+0.147       1        2526.63        4833.98       0.786157        15.8719        1.46077        0.531974         5.07000          35.7466      0.156600       284.004       2.57630
35.817-0.194       1        267.956        1061.89       0.278493        18.0231        1.94268        0.319409         2.00000          35.7928     -0.174400       284.320       2.46630
35.817-0.194       2        78.8021        88.2348       0.303601        14.3162        1.32593         1.07399         2.00000          35.8257     -0.203300       284.361       2.48240
35.853+0.26       1        58.6777        155.405       0.356740        16.7048        1.65516        0.210841         2.04000          35.8511      0.263100       283.957       2.71790
36.077+0.674       1        543.236        286.819       0.813156        12.8996        1.01723        0.268481         4.65000          36.0789      0.679500       283.690       3.11050
36.409-0.144       1        1044.48        996.514       0.751087        13.7171        1.33540         4.05163         4.61000          36.4261     -0.160800       284.598       3.03590
36.409-0.144       2        645.529        353.182       0.570121        13.2870       0.977400         1.53061         4.61000          36.4385     -0.151000       284.595       3.05150
36.472-0.14       1        39.9740        461.053       0.728527        22.9318        3.26907        0.739577         4.70000          36.4676     -0.149400       284.606       3.07810
36.899-0.41       1        1121.22        779.574       0.768981        13.8917        1.07644         1.39667         4.99000          36.8983     -0.409200       285.035       3.34240
37.264+0.006       1        56.6355        94.3383       0.797832        16.0295        1.46258         1.44772         5.51000          37.2323     0.0135000       284.811       3.83270
37.269+0.081       1        3211.43        10341.1       0.876029        17.3283        1.78182        0.327933         6.68000          37.2663     0.0820000       284.766       3.89430
37.35-0.255       1        1336.63        1527.12       0.854411        14.5515        1.15930         5.33927         5.23000          37.3557     -0.231700       285.086       3.83030
37.35-0.255       2        102.973        1634.24       0.861439        24.6333        3.74252         2.52959         5.23000          37.3753     -0.247200       285.109       3.84070
37.35-0.255       3        1124.16        8684.69       0.914582        20.7664        2.60732        0.929692         5.23000          37.3740     -0.237800       285.100       3.84380
37.416-0.727       1        45.6608        197.620       0.741834        18.4472        2.04075        0.360499         4.59000          37.4093     -0.740500       285.564       3.64520
37.558+0.186       1        3921.62        26017.6       0.489778        19.4660        2.31287        0.225679         5.60000          37.5540      0.200800       284.792       4.20440
37.562-0.137       1        366.271        4450.71       0.629857        22.8249        3.26834        0.413496         5.51000          37.4689     -0.104300       285.025       3.98930
37.562-0.137       2        856.620        3223.32       0.795571        17.9612        1.87053         1.58709         5.51000          37.4793     -0.104900       285.030       3.99830
37.562-0.137       3        262.023        1863.86       0.765563        20.5582        2.52788         1.39441         5.51000          37.4592    -0.0609000       284.982       4.00050
37.562-0.137       4        1277.66        24508.7       0.890379        25.3149        4.06831        0.899385         5.51000          37.5460     -0.112000       285.067       4.05430
37.668+0.165       1        780.987        1301.00       0.702449        15.5933        1.36058         2.59157         5.68000          37.6731      0.143100       284.898       4.28400
37.692-0.832       1        613.743        79.0602       0.856874        11.1436       0.686533        0.735968         4.90000          37.7137     -0.824300       285.779       3.87750
37.754+0.194       1        337.321        232.817       0.492394        13.5474        1.04800        0.348632         2.92000          37.7576      0.196700       284.889       4.38370
37.846-0.392       1        1184.98        43280.5       0.713479        29.7504        5.85152         1.01288         4.08000          37.8734     -0.399200       285.473       4.21410
38.341-0.802       1        92.1925        1.16099       0.207438        8.81866       0.414622         2.16371         1.29000          38.3405     -0.801400       286.046       4.44500
38.345-0.945       1        93.0188        102.269       0.197129        14.3185        1.23759       0.0358995         1.31000          38.3545     -0.951900       286.187       4.38850
38.356-0.96       2        11.7989        19.8341       0.158027        15.5053        1.42314       0.0789316         1.29000          38.3769     -0.963700       286.208       4.40290
38.362-0.903       1        47.8433        75.3138       0.216005        14.9905        1.46161         1.05585         1.28000          38.3577     -0.896500       286.139       4.41670
38.383-0.148       1        2672.58        487.277       0.903235        11.4685       0.746410        0.158845         5.35000          38.3831     -0.148300       285.483       4.78210
38.459+0.093       1        7.96921        3.66095       0.206045        12.6120        1.01962         1.18861         1.31000          38.4593     0.0912000       285.305       4.95950
38.684+0.451       1        27.7463        23.6857       0.258926        13.7528        1.06853        0.714453         2.21000          38.6941      0.452500       285.090       5.33350
38.772+0.157       1        26.4188        5.94643       0.195750        11.4082       0.801564        0.548978         1.29000          38.7729      0.155600       285.391       5.26780
38.827-0.472       1        61.8341        70.3904       0.368509        14.5466        1.22234        0.299106         2.81000          38.8392     -0.458600       285.969       5.04530
38.837-0.578       1        85.7078        100.577       0.372837        14.4566        1.28077        0.141390         2.79000          38.8323     -0.565800       286.062       4.99000
38.837-0.578       2        75.4790        33.5676       0.384225        12.3734       0.940307        0.392200         2.79000          38.8399     -0.554200       286.056       5.00220
38.85-0.427       2        346.935        72.6489       0.338778        11.6716       0.762236        0.471197         2.78000          38.8478     -0.428700       285.947       5.06670
38.85-0.427       3        16.0764        49.5281       0.357171        16.6369        2.16564         7.34210         2.78000          38.8618     -0.423700       285.949       5.08140
38.854-0.501       3        161.285        18.2874       0.351719        10.8041       0.651236        0.392837         2.83000          38.8673     -0.486600       286.008       5.05740
38.864-0.488       3        37.2353        724.260       0.484396        24.1356        4.84403         6.60952         2.77000          38.9057     -0.461800       286.003       5.10290
38.939-0.365       1        555.089        3098.65       0.457581        19.3943        2.23191         1.11760         3.70000          38.6932     -0.452200       285.897       4.91850
38.939-0.365       2        242.413        101.570       0.457581        12.6900       0.911705        0.375788         3.70000          38.7262     -0.510300       285.964       4.92120
38.939-0.365       3        148.704        1267.58       0.647028        21.2171        2.72699         1.07330         3.70000          38.7540     -0.527400       285.992       4.93800
38.939-0.365       4        277.798        203.703       0.608097        13.5865        1.04816        0.500251         3.70000          38.7428     -0.486600       285.951       4.94680
38.939-0.365       5        127.393        146.340       0.517007        14.7220        1.25468        0.289665         3.70000          38.7568     -0.469800       285.942       4.96700
38.939-0.365      12        661.618        1425.82       0.582856        16.0464        1.51223        0.265725         3.70000          38.9368     -0.458200       286.014       5.13220
38.939-0.365      13        198.606        258.853       0.600027        14.5401        1.36555        0.993061         3.70000          38.9212     -0.417200       285.971       5.13720
38.939-0.365      14        384.827        217.231       0.558033        13.1670       0.995603        0.181041         3.70000          38.9481     -0.449500       286.012       5.14630
38.939-0.365      15        55.7429        1070.20       0.598477        25.3619        4.21994       0.0925451         3.70000          38.9206     -0.394700       285.951       5.14700
38.939-0.365      16        5472.30        165.306       0.596243        9.10152       0.478465      0.00721732         3.70000          38.9570     -0.462300       286.027       5.14830
38.939-0.365      17        135.425        171.046       0.574128        15.1677        1.28641         2.18738         3.70000          38.9465     -0.440700       286.003       5.14890
38.939-0.365      18        981.159        153.311       0.554067        11.0819       0.721666       0.0310921         3.70000          38.9708     -0.457600       286.030       5.16280
38.939-0.365      19        2173.84        5719.33       0.578960        16.6381        1.62716        0.379307         3.70000          38.9216     -0.352000       285.913       5.16750
38.939-0.365      20        99.7076        2487.32       0.527893        25.6708        4.22622        0.640132         3.70000          38.9370     -0.382100       285.947       5.16730
38.939-0.365      21        857.333        2535.65       0.647028        16.4675        1.70482        0.204817         3.70000          38.9329     -0.360500       285.926       5.17360
38.939-0.365      22        62.6435        721.882       0.622154        22.1007        3.19509       0.0324265         3.70000          38.9805     -0.271500       285.868       5.25670
38.939-0.365      23        53.4078        90.7916       0.430060        15.4500        1.40675        0.120226         3.70000          39.1423     -0.349600       286.012       5.36470
38.962-0.543       1        217.145        5.19609       0.434556        9.54053       0.484462         2.72690         2.76000          38.9739     -0.539000       286.104       5.12810
39.032-0.904       1        1594.18        24.8069       0.702762        8.33914       0.399949      0.00420916         4.59000          39.0320     -0.902800       286.455       5.01280
39.046-0.877       1        524.038        28.4287       0.738703        9.73933       0.540025       0.0299255         4.55000          39.0169     -0.907500       286.452       4.99720
39.046-0.877       3        568.004        92.8825       0.774203        10.9119       0.743406        0.866118         4.55000          39.0277     -0.885000       286.437       5.01720
39.286-0.025       1        610.751        1471.09       0.603310        16.3278        1.56664        0.312453         3.45000          39.2734    -0.0442000       285.800       5.62120
39.302-0.198       1        575.681        110.346       0.709000        11.5337       0.747384        0.345978         4.50000          39.2849     -0.197600       285.942       5.56110
39.328-0.321       1        77.0284        323.252       0.701928        18.2952        2.19406        0.541477         4.53000          39.3192     -0.321200       286.068       5.53490
39.328-0.321       2        491.855        89.4358       0.582195        11.4633       0.745123        0.169869         4.53000          39.3358     -0.321900       286.077       5.54940
39.328-0.321       3        90.9571        426.577       0.662398        18.6277        2.10138        0.205236         4.53000          39.3627     -0.331000       286.097       5.56900
39.389-0.9       1        267.729        64.4429       0.595724        12.1859       0.807636         2.24520         3.43000          39.3913     -0.902400       286.620       5.33210
39.467-0.997       1        147.606        61.2177       0.487226        12.9678       0.924459         1.85450         3.43000          39.4642      -1.01520       286.755       5.34500
39.467-0.997       2        204.037        202.570       0.424190        14.5857        1.19960         1.14793         3.43000          39.4862      -1.01970       286.769       5.36250
39.467-0.997       3        408.781        3106.63       0.599646        20.4169        2.52961        0.631935         3.43000          39.4948     -0.992900       286.749       5.38250
39.467-0.997       4        187.400        74.2043       0.424190        12.8308       0.912845         1.19173         3.43000          39.5206     -0.902500       286.680       5.44690
39.583-0.185       1        403.226        792.192       0.678951        15.9447        1.46928        0.665375         5.49000          39.5831     -0.185300       286.069       5.83170
40.273-0.18       1        44.4988        192.378       0.564354        17.7912        2.00514        0.138906         3.94000          40.2751     -0.193500       286.396       6.44270
40.283-0.216       1        4586.04        22071.9       0.737077        18.5145        2.09994       0.0543411         4.91000          40.2821     -0.219000       286.422       6.43730
40.429-0.018       1        104.699        169.138       0.547176        15.6217        1.38144         1.54085         4.62000          40.4252    -0.0344000       286.323       6.64910
40.429-0.018       2        595.601        128.545       0.732367        11.6992       0.761386        0.656527         4.62000          40.4220    -0.0233000       286.311       6.65140
40.429-0.018       3        103.052        1326.17       0.695097        22.9901        3.36039        0.179091         4.62000          40.4364    -0.0459000       286.338       6.65380
40.429-0.018       4        368.303        222.159       0.700801        13.1186        1.07931        0.644670         4.62000          40.4276  -0.000400000       286.293       6.66690
41.005-0.232       1        302.213        2256.67       0.711803        20.6840        2.60736        0.585763         4.42000          41.0319     -0.223900       286.773       7.10100
41.005-0.232       2        1331.03        463.208       0.650400        12.4042       0.853623        0.984448         4.42000          41.0416     -0.238100       286.790       7.10300
41.049-0.138       1        15.4464        118.469       0.241768        20.4865        2.63731       0.0274333         2.59000          41.0837     -0.162400       286.742       7.17520
41.049-0.138       2        368.099        191.330       0.438111        13.3098       0.978819         1.68909         2.59000          41.0756     -0.124700       286.704       7.18530
41.049-0.138       3        66.0190        74.2517       0.412160        14.6700        1.25616        0.144979         2.59000          41.0850     -0.144900       286.727       7.18440
41.049-0.138       4        567.429        96.4662       0.438111        11.7926       0.748745         3.15170         2.59000          41.0793     -0.120600       286.702       7.19060
41.065-0.234       2        1098.08        641.267       0.668054        13.7168        1.02635         3.78163         3.97000          41.0507     -0.247100       286.802       7.10690
41.065-0.234       3        28.9579        932.670       0.606956        30.5383        6.02346         5.02666         3.97000          41.0761     -0.238000       286.806       7.13370
41.065-0.234       4        164.902        2365.08       0.694243        24.6190        3.71801         3.32150         3.97000          41.1004     -0.236400       286.816       7.15600
41.065-0.234       6        664.944        1093.83       0.694243        15.4889        1.38521        0.543574         3.97000          41.1228     -0.219800       286.811       7.18350
41.065-0.234       8        322.397        1134.33       0.575309        17.8173        1.83576         1.67094         3.97000          41.1331     -0.193500       286.793       7.20470
41.065-0.234       9        791.825        630.964       0.565470        13.8557        1.09642        0.410877         3.97000          41.1612     -0.183800       286.797       7.23410
41.065-0.234      10        210.897        972.004       0.508231        18.3769        2.04616        0.156857         3.97000          41.1210     -0.106700       286.709       7.23390
41.065-0.234      11        390.061        706.579       0.490972        15.5824        1.42492        0.197237         3.97000          41.2268     -0.197000       286.839       7.28630
41.065-0.234      12        67.6227        767.936       0.554855        22.7918        3.19724         1.12738         3.97000          41.2159     -0.168500       286.809       7.28980
41.181-0.26       1        210.521        52.8893       0.535499        12.0431       0.811262        0.562230         4.02000          41.1796     -0.265200       286.878       7.21310
41.182-0.161       3        22.6402        62.0167       0.455669        15.9006        1.98894         8.02760         5.21000          41.1820     -0.201900       286.823       7.24430
41.182-0.161       4        398.423        866.275       0.894773        16.0596        1.50600        0.394432         5.21000          41.2290     -0.204400       286.847       7.28490
41.191+0.121       1        113.799        18.7469       0.319070        11.6458       0.733771         2.35988         2.58000          41.1844      0.125300       286.531       7.39690
41.213-0.137       1        114.166        101.457       0.281622        14.0593        1.12237        0.635154         3.22000          41.2267     -0.110800       286.762       7.32590
41.219+0.421       1        15.2586        595.217       0.716030        30.8952        6.46336        0.491934         4.89000          41.2109      0.392500       286.304       7.54320
41.219+0.421       2        207.820        1119.68       0.754090        19.4578        2.20319         2.88018         4.89000          41.2214      0.392500       286.309       7.55250
41.358+0.041       1        316.480        4067.72       0.654799        22.6684        3.20320        0.546829         3.96000          41.3789     0.0359000       286.701       7.52850
41.492-0.147       1        66.5011        398.677       0.450408        19.3111        2.27589        0.199914         3.22000          41.5094     -0.105200       286.888       7.57950
42.042-0.56       1        885.775        23.8138       0.664660        9.61597       0.494896         2.14705         4.57000          42.0424     -0.561000       287.544       7.84230
42.061-0.602       1        134.195        1097.75       0.487086        19.9689        2.49203       0.0268202         3.22000          42.1263     -0.604900       287.623       7.89650
42.137-0.648       1        83.6149        818.222       0.753314        21.2488        2.83131        0.114212         4.64000          42.1151     -0.647200       287.655       7.86700
42.137-0.648       2        111.426        266.911       0.718208        16.6274        1.58914         1.23158         4.64000          42.1325     -0.662100       287.677       7.87560
42.137-0.648       3        161.468        2576.07       0.707843        22.3608        3.41735        0.516182         4.64000          42.1235     -0.640600       287.653       7.87750
42.137-0.648       4        632.819        3318.14       0.652704        17.5453        1.76891         1.95166         4.64000          42.1252     -0.622500       287.638       7.88740
42.137-0.648       6        914.177        106.363       0.644685        10.9902       0.660482         1.18375         4.64000          42.2480     -0.567200       287.646       8.02180
42.232-0.581       1        606.700        363.779       0.912833        11.8243       0.787050        0.350024         5.22000          42.2196     -0.591100       287.654       7.98560
