-------------------------------------------------------------------------------------
    map         source        glon          glat              ra             dec     
 309.256-0.431      2       309.3653        -0.5373       206.9995       -62.7004
 309.256-0.431      3       309.2640        -0.5013       206.7670       -62.6871
 309.256-0.431      4       309.3098        -0.4835       206.8561       -62.6599
 309.256-0.431      5       309.2212        -0.4615       206.6574       -62.6574
 309.256-0.431      6       309.2896        -0.4753       206.8093       -62.6563
 309.256-0.431      7       309.3466        -0.4850       206.9351       -62.6535
 309.256-0.431      8       309.2371        -0.4561       206.6887       -62.6488
 309.256-0.431      9       309.2087        -0.4532       206.6270       -62.6519
 309.256-0.431     10       309.1451        -0.3887       206.4621       -62.6023
 309.256-0.431     11       309.3939        -0.4112       207.0007       -62.5712
 309.256-0.431     12       309.1554        -0.3494       206.4662       -62.5617
 309.256-0.431     13       309.1837        -0.3505       206.5268       -62.5568
 309.256-0.431     14       309.1705        -0.3450       206.4963       -62.5542
 309.256-0.431     15       309.1638        -0.3376       206.4788       -62.5484
 309.256-0.431     16       309.1725        -0.3269       206.4922       -62.5360
 309.256-0.431     17       309.1787        -0.2860       206.4867       -62.4948
 309.256-0.431     18       309.1738        -0.2461       206.4584       -62.4568
 309.267-0.557      1       309.2436        -0.5810       206.7608       -62.7694
 309.267-0.557      2       309.2610        -0.5724       206.7938       -62.7572
 309.267-0.557      3       309.2696        -0.5567       206.8048       -62.7401
 309.267-0.557      4       309.2237        -0.5437       206.7007       -62.7372
 309.267-0.557      5       309.2601        -0.5361       206.7748       -62.7220
 309.267-0.557      6       309.2480        -0.5164       206.7400       -62.7053
 309.292-0.197      1       309.3068        -0.2111       206.7232       -62.3945
 309.292-0.197      2       309.2927        -0.1985       206.6876       -62.3852
 309.304-0.578      1       309.3045        -0.5793       206.8899       -62.7546
 309.306-0.615      1       309.3160        -0.6266       206.9366       -62.7984
 309.306-0.615      2       309.2807        -0.6182       206.8573       -62.7977
 309.306-0.615      3       309.3045        -0.5796       206.8899       -62.7550
 309.308-0.213      1       309.3068        -0.2111       206.7232       -62.3945
 309.311-0.513      1       309.3200        -0.5312       206.9002       -62.7043
 309.324-0.412      1       309.2640        -0.5013       206.7670       -62.6871
 309.324-0.412      2       309.3098        -0.4835       206.8561       -62.6599
 309.324-0.412      3       309.2212        -0.4615       206.6574       -62.6574
 309.324-0.412      4       309.2896        -0.4753       206.8093       -62.6563
 309.324-0.412      5       309.3466        -0.4850       206.9351       -62.6535
 309.324-0.412      6       309.2371        -0.4561       206.6887       -62.6488
 309.324-0.412      7       309.2091        -0.4533       206.6278       -62.6519
 309.324-0.412      8       309.3939        -0.4112       207.0007       -62.5712
 309.334-0.643      1       309.3369        -0.6430       206.9890       -62.8098
 309.334-0.643      2       309.3160        -0.6266       206.9366       -62.7984
 309.334-0.643      3       309.2806        -0.6182       206.8571       -62.7977
 309.334-0.643      4       309.3362        -0.6232       206.9782       -62.7907
 309.334-0.643      5       309.3484        -0.5899       206.9885       -62.7555
 309.334-0.643      6       309.3045        -0.5793       206.8899       -62.7546
 309.346-0.706      1       309.3378        -0.6620       207.0002       -62.8282
 309.346-0.706      2       309.3368        -0.6430       206.9890       -62.8098
 309.356+0.647      1       309.3238         0.6133       206.3886       -61.5850
 309.356+0.647      2       309.3118         0.6391       206.3528       -61.5622
 309.356+0.647      3       309.3424         0.6453       206.4129       -61.5499
 309.356+0.647      4       309.3230         0.6639       206.3650       -61.5357
 309.374-0.093      1       309.3699        -0.0878       206.7991       -62.2605
  309.38-0.129      1       309.3839        -0.1332       206.8495       -62.3019
  309.38-0.129      2       309.3970        -0.1098       206.8663       -62.2762
  309.42-0.641      1       309.4142        -0.6532       207.1590       -62.8028
  309.42-0.641      2       309.4342        -0.6437       207.1971       -62.7892
  309.42-0.641      3       309.4191        -0.6359       207.1612       -62.7849
  309.42-0.641      4       309.4224        -0.6200       207.1607       -62.7687
  309.42-0.641      5       309.4284        -0.6033       207.1653       -62.7510
  309.42-0.641      6       309.4376        -0.5727       207.1703       -62.7192
 309.429-0.575      1       309.4376        -0.5727       207.1703       -62.7192
 309.444-0.741      1       309.4443        -0.7440       207.2672       -62.8847
 309.452-0.345      1       309.4543        -0.3445       207.0968       -62.4929
 309.488-0.679      1       309.5013        -0.7437       207.3890       -62.8718
 309.488-0.679      2       309.5359        -0.7391       207.4606       -62.8596
 309.488-0.679      3       309.4334        -0.6435       207.1955       -62.7892
  309.53-0.742      1       309.3864        -0.8038       207.1724       -62.9559
  309.53-0.742      2       309.5799        -0.7643       207.5671       -62.8742
  309.53-0.742      3       309.5013        -0.7437       207.3890       -62.8718
  309.53-0.742      4       309.5359        -0.7391       207.4607       -62.8596
  309.53-0.742      5       309.5531        -0.7370       207.4964       -62.8536
  309.53-0.742      6       309.6663        -0.7495       207.7441       -62.8401
  309.53-0.742      7       309.5747        -0.7175       207.5328       -62.8298
  309.53-0.742      8       309.4142        -0.6532       207.1590       -62.8028
  309.53-0.742      9       309.4342        -0.6437       207.1971       -62.7892
  309.53-0.742     10       309.4191        -0.6359       207.1612       -62.7849
  309.53-0.742     11       309.4224        -0.6200       207.1607       -62.7687
  309.53-0.742     12       309.4284        -0.6033       207.1653       -62.7510
  309.53-0.742     13       309.4376        -0.5727       207.1703       -62.7192
 309.545-0.706      1       309.5614        -0.7335       207.5124       -62.8484
 309.555+0.712      1       309.5282         0.7125       206.7637       -61.4449
 309.555+0.712      2       309.5565         0.7065       206.8242       -61.4447
  309.651+0.08      1       309.6540         0.0810       207.3138       -62.0338
 309.671-0.829      1       309.6644        -0.8502       207.7906       -62.9386
 309.671-0.829      2       309.6741        -0.8293       207.8009       -62.9161
 309.671-0.829      3       309.6623        -0.8264       207.7743       -62.9159
 309.781+0.381      1       309.7822         0.3825       207.4362       -61.7113
 309.868+0.324      1       309.8617         0.3038       207.6372       -61.7701
 309.868+0.324      2       309.8785         0.3388       207.6551       -61.7322
 309.894+0.647      1       309.8933         0.6499       207.5372       -61.4258
 309.902+0.476      1       309.9007         0.4747       207.6356       -61.5948
  309.903+0.23      1       309.9022         0.2319       207.7553       -61.8308
 309.915+0.323      1       309.9295         0.2228       207.8160       -61.8334
 309.915+0.323      2       309.9022         0.2319       207.7553       -61.8308
 309.915+0.323      3       309.9150         0.2298       207.7827       -61.8299
 309.915+0.323      4       309.9385         0.2553       207.8188       -61.7997
 309.915+0.323      5       309.9384         0.2634       207.8147       -61.7919
 309.915+0.323      6       309.9467         0.2646       207.8310       -61.7888
 309.915+0.323      7       309.8754         0.2872       207.6733       -61.7831
 309.915+0.323      8       309.8618         0.3035       207.6377       -61.7703
 309.915+0.323      9       309.9264         0.3020       207.7713       -61.7571
 309.915+0.323     10       309.9158         0.3121       207.7445       -61.7496
 309.915+0.323     11       309.9704         0.3012       207.8621       -61.7477
 309.915+0.323     12       309.9120         0.3254       207.7304       -61.7376
 309.915+0.323     13       309.8890         0.3349       207.6785       -61.7335
 309.915+0.323     14       309.8784         0.3388       207.6548       -61.7322
 309.915+0.323     15       309.8911         0.3501       207.6754       -61.7183
 309.915+0.323     16       309.8968         0.3732       207.6761       -61.6945
 309.916+0.493      1       309.9222         0.4791       207.6775       -61.5856
 309.916+0.493      2       309.9439         0.4879       207.7176       -61.5721
 309.916+0.493      3       309.9162         0.4968       207.6567       -61.5698
 309.924+0.371      1       309.9704         0.3012       207.8621       -61.7477
 309.924+0.371      2       309.9120         0.3254       207.7304       -61.7376
 309.924+0.371      3       309.8833         0.3954       207.6378       -61.6759
 309.924+0.371      4       309.8919         0.3982       207.6541       -61.6713
 309.924+0.371      5       309.9352         0.3968       207.7435       -61.6627
 309.924+0.371      6       309.8842         0.4190       207.6284       -61.6528
 309.924+0.371      7       310.0142         0.3891       207.9092       -61.6521
  309.95+0.391      1       309.8921         0.3981       207.6544       -61.6713
  309.95+0.391      2       310.0142         0.3891       207.9092       -61.6521
  309.95+0.391      3       309.9222         0.4791       207.6775       -61.5856
 309.967+0.595      1       309.9812         0.5478       207.7650       -61.5052
 309.975+0.301      1       309.9704         0.3012       207.8621       -61.7477
 309.975+0.301      2       309.9921         0.3030       207.9059       -61.7409
 309.975+0.301      3       309.9919         0.3187       207.8978       -61.7258
 309.977+0.559      1       309.9809         0.5263       207.7748       -61.5263
 309.977+0.559      2       309.9812         0.5478       207.7650       -61.5052
 309.977+0.559      3       309.9555         0.5979       207.6887       -61.4623
 309.977+0.559      4       309.9711         0.5964       207.7211       -61.4602
  309.99+0.435      1       309.9913         0.4332       207.8410       -61.6144
  309.994-0.23      1       309.9820        -0.2268       208.1477       -62.2585
  309.994-0.23      2       309.9945        -0.2287       208.1747       -62.2575
 309.998+0.267      1       310.0006         0.2694       207.9397       -61.7717
  31.007+0.778      1        31.0161         0.7784       281.2928        -1.3498
  31.019+0.775      1        31.0059         0.7735       281.2925        -1.3611
  31.019-0.089      1        31.0174        -0.1221       282.0949        -1.7596
  31.019-0.089      2        30.9979        -0.0763       282.0452        -1.7560
  31.019-0.089      3        31.0247        -0.1121       282.0894        -1.7485
  31.019-0.089      4        31.0214        -0.0862       282.0648        -1.7396
  31.023-0.111      1        31.0174        -0.1221       282.0949        -1.7596
  31.023-0.111      2        31.0247        -0.1121       282.0894        -1.7485
  31.029+0.785      1        31.0161         0.7784       281.2928        -1.3498
  31.029+0.785      2        31.0310         0.7859       281.2928        -1.3331
  31.039+0.241      1        30.9963         0.2364       281.7662        -1.6147
  31.039+0.241      2        31.0139         0.2536       281.7588        -1.5912
  31.039+0.241      3        31.0257         0.2639       281.7551        -1.5760
  31.039+0.241      4        31.0454         0.2483       281.7780        -1.5656
  31.039+0.241      5        31.0653         0.2217       281.8107        -1.5600
  31.039+0.241      6        31.0460         0.2602       281.7677        -1.5597
  31.039+0.241      7        31.0449         0.2886       281.7419        -1.5477
  31.039+0.241      8        31.0727         0.2450       281.7934        -1.5429
  31.039+0.241      9        31.0445         0.3113       281.7214        -1.5377
  31.039+0.241     10        31.0879         0.2326       281.8114        -1.5350
  31.039+0.241     11        31.0779         0.2759       281.7683        -1.5241
  31.039+0.241     12        31.0648         0.3305       281.7137        -1.5109
  31.039+0.241     13        31.1032         0.2643       281.7901        -1.5069
  31.082+0.039      1        31.0924         0.0389       281.9859        -1.6193
  31.096+0.221      1        31.0728         0.2447       281.7937        -1.5429
  31.164+0.277      1        31.1512         0.2671       281.8095        -1.4630
  31.164+0.277      2        31.1654         0.2787       281.8057        -1.4450
  31.226+0.024      1        31.2218         0.0198       282.0619        -1.5129
  31.238+0.063      1        31.2218         0.0198       282.0619        -1.5129
  31.238+0.063      2        31.2397         0.0637       282.0309        -1.4769
  31.275+0.077      1        31.2879         0.0874       282.0318        -1.4233
    31.7-0.495      1        31.7003        -0.4952       282.7387        -1.3219
  31.738-0.174      1        31.7323        -0.1935       282.4847        -1.1559
  31.843-0.128      1        31.8422        -0.1294       282.4777        -1.0288
  31.846-0.323      1        31.8478        -0.3235       282.6530        -1.1124
  31.858-0.387      1        31.8506        -0.4099       282.7312        -1.1492
  31.886-0.895      1        31.8594        -0.8943       283.1665        -1.3623
  31.887+0.144      1        31.8798         0.1497       282.2464        -0.8681
  31.887+0.144      2        31.8978         0.1310       282.2713        -0.8606
  31.887+0.144      3        31.8906         0.1455       282.2551        -0.8604
  31.887+0.144      4        31.9131         0.1608       282.2518        -0.8334
   31.906-0.51      1        31.8968        -0.5236       282.8535        -1.1600
   31.906-0.51      2        31.8936        -0.5065       282.8369        -1.1551
   31.906-0.51      3        31.9067        -0.5114       282.8471        -1.1456
   31.906-0.51      4        31.9223        -0.5107       282.8537        -1.1314
  31.916-0.443      1        31.9041        -0.4381       282.7808        -1.1145
  31.926-0.937      1        31.8827        -0.9369       283.2150        -1.3609
  31.926-0.937      2        31.9261        -0.9784       283.2717        -1.3413
  31.926-0.937      3        31.9331        -0.9309       283.2327        -1.3133
  31.926-0.937      4        31.9516        -0.9544       283.2620        -1.3076
  31.926-0.937      5        31.9430        -0.9075       283.2163        -1.2939
  31.946+0.076      1        31.9036         0.0809       282.3186        -0.8783
  31.946+0.076      2        31.9301         0.0565       282.3523        -0.8658
  31.946+0.076      3        31.9240         0.0832       282.3258        -0.8591
  31.946+0.076      4        31.9361         0.0917       282.3238        -0.8445
  31.946+0.076      5        31.9466         0.0763       282.3422        -0.8421
  31.946+0.076      6        31.9708         0.0593       282.3684        -0.8283
  31.946+0.076      7        31.9842         0.0644       282.3700        -0.8141
  31.946+0.076      8        32.0062         0.0362       282.4051        -0.8074
  31.946+0.076      9        31.9968         0.0686       282.3720        -0.8009
  31.993-0.168      1        31.9634        -0.2046       282.5999        -0.9553
  31.993-0.168      2        32.0038        -0.1816       282.5979        -0.9088
  31.993-0.168      3        31.9860        -0.1346       282.5479        -0.9032
  31.993-0.168      4        32.0273        -0.1703       282.5985        -0.8827
  31.995-0.475      1        31.9832        -0.4687       282.8441        -1.0580
  31.995-0.475      2        31.9932        -0.4862       282.8641        -1.0572
  31.995-0.475      3        31.9932        -0.4617       282.8424        -1.0460
   31.995-0.88      1        31.9925        -0.8977       283.2301        -1.2454
   31.995-0.88      2        32.0216        -0.8856       283.2327        -1.2139
 310.013+0.485      1       309.9264         0.3020       207.7713       -61.7571
 310.013+0.485      2       309.9158         0.3121       207.7445       -61.7496
 310.013+0.485      3       309.9704         0.3012       207.8621       -61.7477
 310.013+0.485      4       309.9120         0.3254       207.7304       -61.7376
 310.013+0.485      5       309.8833         0.3954       207.6378       -61.6759
 310.013+0.485      6       309.8919         0.3982       207.6541       -61.6713
 310.013+0.485      7       309.9497         0.3920       207.7757       -61.6641
 310.013+0.485      8       309.9352         0.3968       207.7435       -61.6627
 310.013+0.485      9       309.8842         0.4190       207.6284       -61.6528
 310.013+0.485     10       310.0142         0.3891       207.9092       -61.6521
 310.013+0.485     11       309.9090         0.4151       207.6811       -61.6509
 310.013+0.485     12       310.0708         0.3937       208.0228       -61.6345
 310.013+0.485     13       310.0212         0.4074       207.9148       -61.6327
 310.013+0.485     14       309.9229         0.4608       207.6876       -61.6033
 310.013+0.485     15       309.9222         0.4791       207.6775       -61.5856
 310.013+0.485     16       309.9439         0.4879       207.7176       -61.5721
 310.013+0.485     17       309.9162         0.4968       207.6567       -61.5698
 310.013+0.485     18       310.0173         0.4883       207.8674       -61.5549
 310.013+0.485     19       310.0076         0.4978       207.8431       -61.5478
 310.013+0.485     20       309.9924         0.5094       207.8063       -61.5401
 310.013+0.485     21       309.9812         0.5478       207.7650       -61.5052
 310.013-0.581      1       310.0127        -0.5824       208.3938       -62.5968
 310.019+0.404      1       310.0142         0.3891       207.9092       -61.6521
 310.024-0.249      1       310.0374        -0.2680       208.2842       -62.2855
 310.061-0.591      1       310.0600        -0.5921       208.4987       -62.5949
 310.064-0.235      1       310.0645        -0.2330       208.3229       -62.2451
 310.064-0.235      2       310.0775        -0.2268       208.3471       -62.2360
 310.069+0.393      1       310.0708         0.3937       208.0228       -61.6345
 310.074-0.258      1       310.0909        -0.2809       208.4026       -62.2853
 310.074-0.258      2       310.0645        -0.2331       208.3231       -62.2452
 310.079-0.228      1       310.0645        -0.2330       208.3229       -62.2451
 310.079-0.228      2       310.0779        -0.2269       208.3479       -62.2360
  310.08+0.296      1       310.0851         0.2911       208.1026       -61.7309
  310.08+0.296      2       310.0822         0.3034       208.0907       -61.7197
  310.08+0.296      3       310.0951         0.3041       208.1168       -61.7159
 310.089+0.303      1       310.1123         0.2786       208.1647       -61.7367
  310.09-0.283      1       310.1026        -0.3053       208.4395       -62.3063
  310.09-0.283      2       310.1044        -0.2879       208.4344       -62.2889
  310.09-0.283      3       310.0909        -0.2809       208.4026       -62.2853
   310.1-0.247      1       310.1067        -0.2511       208.4203       -62.2526
 310.103+0.714      1       310.1041         0.7138       207.9350       -61.3154
  310.11-0.333      1       310.1116        -0.3331       208.4726       -62.3311
 310.117+0.709      1       310.1192         0.7130       207.9661       -61.3127
 310.123+0.412      1       310.1190         0.4088       208.1141       -61.6086
 310.132+0.379      1       310.1277         0.3591       208.1563       -61.6549
 310.132+0.379      2       310.1484         0.3701       208.1933       -61.6393
 310.132+0.379      3       310.1221         0.3790       208.1351       -61.6368
 310.132+0.379      4       310.1361         0.3994       208.1536       -61.6136
 310.132+0.379      5       310.1208         0.4080       208.1181       -61.6089
 310.136+0.399      1       310.1361         0.3994       208.1536       -61.6137
  310.137+0.74      1       310.1601         0.7056       208.0526       -61.3103
  310.137+0.74      2       310.1368         0.7411       207.9882       -61.2812
  310.137+0.74      3       310.1583         0.7529       208.0260       -61.2648
  310.137+0.74      4       310.1446         0.7604       207.9945       -61.2607
  310.144+0.56      1       310.1605         0.5459       208.1313       -61.4655
  310.144+0.56      2       310.1463         0.5593       208.0960       -61.4558
  310.144+0.56      3       310.1596         0.5625       208.1214       -61.4496
  310.144+0.56      4       310.1254         0.5836       208.0415       -61.4371
 310.146+0.779      1       310.1446         0.7604       207.9945       -61.2607
 310.146+0.779      2       310.1481         0.7785       207.9930       -61.2423
 310.148+0.368      1       310.1484         0.3701       208.1933       -61.6393
 310.151+0.367      1       310.1484         0.3701       208.1933       -61.6393
 310.156+0.752      1       310.1550         0.7364       208.0273       -61.2816
 310.156+0.752      2       310.1368         0.7411       207.9882       -61.2812
 310.156+0.752      3       310.1583         0.7529       208.0260       -61.2648
 310.156+0.752      4       310.1446         0.7604       207.9945       -61.2607
 310.156+0.752      5       310.1481         0.7784       207.9930       -61.2424
 310.159+0.703      1       310.1600         0.7052       208.0525       -61.3108
 310.166+0.697      1       310.1602         0.7048       208.0532       -61.3111
 310.169+0.671      1       310.1712         0.6724       208.0911       -61.3400
 310.173+0.719      1       310.1740         0.7202       208.0736       -61.2929
  310.18-0.221      1       310.1044        -0.2879       208.4344       -62.2889
  310.18-0.221      2       310.0909        -0.2809       208.4026       -62.2853
  310.18-0.221      3       310.1709        -0.2705       208.5641       -62.2561
  310.18-0.221      4       310.1067        -0.2511       208.4203       -62.2526
  310.18-0.221      5       310.0644        -0.2330       208.3229       -62.2451
  310.18-0.221      6       310.0779        -0.2269       208.3479       -62.2360
  310.18-0.221      7       310.1896        -0.2534       208.5943       -62.2349
  310.18-0.221      8       310.2476        -0.1933       208.6838       -62.1626
  310.18-0.221      9       310.1483        -0.1336       208.4468       -62.1286
  310.18-0.221     10       310.2036        -0.1279       208.5587       -62.1098
  310.18-0.221     11       310.1813        -0.1204       208.5084       -62.1079
  310.198+0.32      1       310.2146         0.2951       208.3662       -61.6965
  310.199+0.43      1       310.2191         0.3991       208.3235       -61.5943
 310.203+0.386      1       310.2252         0.3876       208.3417       -61.6041
 310.203+0.386      2       310.2284         0.3954       208.3442       -61.5957
 310.203+0.386      3       310.1931         0.4136       208.2631       -61.5865
 310.203+0.386      4       310.2456         0.4043       208.3749       -61.5831
 310.207+0.409      1       310.2091         0.4077       208.2988       -61.5884
 310.228+0.234      1       310.2261         0.2354       208.4199       -61.7517
 310.228-0.167      1       310.2476        -0.1933       208.6838       -62.1626
 310.228-0.167      2       310.2036        -0.1279       208.5586       -62.1098
 310.228-0.167      3       310.1813        -0.1201       208.5084       -62.1076
 310.229+0.275      1       310.2326         0.2759       208.4127       -61.7108
 310.231+0.381      1       310.2252         0.3876       208.3417       -61.6041
 310.231+0.381      2       310.2284         0.3955       208.3442       -61.5957
 310.231+0.381      3       310.2139         0.4020       208.3113       -61.5928
 310.233-0.029      1       310.2421        -0.0454       208.5958       -62.0204
 310.248+0.473      1       310.2476         0.4736       208.3444       -61.5153
 310.297+0.705      1       310.2996         0.7069       208.3341       -61.2763
  310.35-0.506      1       310.3534        -0.5071       209.0703       -62.4408
 310.355-0.548      1       310.3571        -0.5486       209.1003       -62.4801
  310.39-0.277      1       310.4001        -0.2882       209.0505       -62.2172
 310.398-0.289      1       310.3755        -0.3027       209.0071       -62.2374
 310.398-0.289      2       310.4009        -0.2895       209.0529       -62.2183
 310.526-0.066      1       310.5238        -0.0648       209.1875       -61.9700
  310.55-0.083      1       310.5301        -0.0910       209.2144       -61.9938
  310.55-0.083      2       310.5245        -0.0649       209.1891       -61.9699
 310.598+0.725      1       310.5969         0.7260       208.9239       -61.1858
 310.613+0.765      1       310.6352         0.7398       208.9939       -61.1630
 310.681+0.484      1       310.6862         0.4645       209.2394       -61.4169
 310.681+0.484      2       310.6582         0.4858       209.1717       -61.4033
 310.681+0.484      3       310.6806         0.4870       209.2163       -61.3965
 310.681+0.484      4       310.6658         0.5013       209.1789       -61.3864
 310.681+0.484      5       310.6755         0.5147       209.1914       -61.3710
 310.686+0.466      1       310.6941         0.4535       209.2611       -61.4256
 310.696+0.017      1       310.7208        -0.0128       209.5645       -61.8699
 310.696+0.017      2       310.6800         0.0128       209.4671       -61.8555
 310.696+0.017      3       310.7091         0.0176       209.5242       -61.8435
 310.696+0.017      4       310.7014         0.0177       209.5083       -61.8453
 310.725+0.269      1       310.7216         0.2577       209.4206       -61.6081
 310.755+0.827      1       310.7528         0.8281       209.1840       -61.0482
 310.794-0.377      1       310.8009        -0.3657       209.9240       -62.1900
  310.822+0.77      1       310.8223         0.7604       209.3583       -61.0963
  310.822+0.77      2       310.7918         0.7682       209.2931       -61.0964
  310.822+0.77      3       310.7795         0.7715       209.2669       -61.0963
  310.822+0.77      4       310.8214         0.7715       209.3507       -61.0858
  310.822+0.77      5       310.7942         0.7945       209.2843       -61.0703
   310.833+0.4      1       310.7869         0.3706       209.4930       -61.4823
   310.833+0.4      2       310.8505         0.3771       209.6183       -61.4597
   310.833+0.4      3       310.7847         0.3911       209.4775       -61.4630
   310.833+0.4      4       310.8187         0.4031       209.5399       -61.4427
   310.833+0.4      5       310.7982         0.4619       209.4673       -61.3911
   310.833+0.4      6       310.8601         0.4503       209.5984       -61.3866
 310.846+0.483      1       310.8686         0.4736       209.6030       -61.3619
 310.846+0.483      2       310.8555         0.4799       209.5733       -61.3591
 310.846+0.483      3       310.8339         0.5068       209.5154       -61.3386
 310.868+0.472      1       310.8601         0.4503       209.5984       -61.3866
 310.868+0.472      2       310.8775         0.4625       209.6269       -61.3703
 310.868+0.472      3       310.8686         0.4736       209.6030       -61.3619
 310.868+0.472      4       310.8555         0.4799       209.5733       -61.3591
 310.868+0.472      5       310.8896         0.4936       209.6347       -61.3371
 310.893+0.325      1       310.8529         0.2871       209.6716       -61.5462
 310.893+0.325      2       310.8812         0.2863       209.7293       -61.5396
 310.893+0.325      3       310.8504         0.3772       209.6179       -61.4597
 310.893+0.325      4       310.8899         0.3756       209.6987       -61.4511
 310.948+0.484      1       310.9473         0.4374       209.7812       -61.3766
 310.948+0.484      2       310.9800         0.4344       209.8487       -61.3710
 310.948+0.484      3       310.9610         0.4425       209.8060       -61.3681
 310.948+0.484      4       310.9350         0.4499       209.7496       -61.3677
 310.948+0.484      5       310.9747         0.4469       209.8314       -61.3603
 310.948+0.484      6       310.9623         0.4596       209.7994       -61.3513
 310.948+0.484      7       310.9486         0.4648       209.7691       -61.3497
 310.948+0.484      8       310.9807         0.4624       209.8349       -61.3438
 310.948+0.484      9       310.9395         0.5010       209.7311       -61.3172
 310.948+0.723      1       310.9538         0.7247       209.6402       -61.0972
  310.974+1.01      1       310.9761         1.0113       209.5333       -60.8145
 310.986-0.287      1       310.9861        -0.2849       210.2606       -62.0633
   311.007+0.4      1       310.9367         0.3046       209.8318       -61.5075
   311.007+0.4      2       311.0156         0.2940       209.9972       -61.4972
   311.007+0.4      3       310.8503         0.3772       209.6177       -61.4597
   311.007+0.4      4       310.9453         0.3633       209.8172       -61.4486
   311.007+0.4      5       310.8900         0.3759       209.6987       -61.4507
   311.007+0.4      6       310.9682         0.3598       209.8656       -61.4461
   311.007+0.4      7       310.9811         0.3580       209.8925       -61.4445
   311.007+0.4      8       310.9067         0.3807       209.7299       -61.4418
   311.007+0.4      9       311.0153         0.3571       209.9620       -61.4364
   311.007+0.4     10       311.0066         0.3751       209.9347       -61.4212
   311.007+0.4     11       310.9339         0.3882       209.7808       -61.4275
   311.007+0.4     12       311.0201         0.3700       209.9647       -61.4227
   311.007+0.4     13       311.0364         0.3799       209.9921       -61.4088
   311.007+0.4     14       310.9381         0.4041       209.7806       -61.4111
   311.007+0.4     15       311.0859         0.3736       210.0953       -61.4019
   311.007+0.4     16       311.0727         0.3826       210.0637       -61.3966
   311.007+0.4     17       311.0546         0.3931       210.0215       -61.3914
   311.007+0.4     18       310.9413         0.4268       209.7748       -61.3883
   311.007+0.4     19       311.0252         0.4135       209.9511       -61.3794
   311.007+0.4     20       310.9240         0.4411       209.7322       -61.3790
   311.007+0.4     21       311.0882         0.4037       210.0834       -61.3723
   311.007+0.4     22       310.9473         0.4373       209.7812       -61.3766
   311.007+0.4     23       311.0688         0.4141       210.0387       -61.3673
   311.007+0.4     24       311.0411         0.4202       209.9795       -61.3687
   311.007+0.4     25       310.9806         0.4344       209.8499       -61.3708
   311.007+0.4     26       310.9610         0.4425       209.8060       -61.3681
   311.007+0.4     27       310.8775         0.4625       209.6269       -61.3703
   311.007+0.4     28       311.0477         0.4221       209.9917       -61.3651
   311.007+0.4     29       311.0296         0.4260       209.9533       -61.3662
   311.007+0.4     30       310.9350         0.4499       209.7496       -61.3677
   311.007+0.4     31       311.0173         0.4334       209.9244       -61.3622
   311.007+0.4     32       311.0835         0.4212       210.0644       -61.3566
   311.007+0.4     33       311.0640         0.4248       210.0230       -61.3582
   311.007+0.4     34       310.9747         0.4469       209.8314       -61.3603
   311.007+0.4     35       311.0974         0.4201       210.0929       -61.3540
   311.007+0.4     36       311.0353         0.4419       209.9560       -61.3493
   311.007+0.4     37       310.9623         0.4596       209.7994       -61.3513
   311.007+0.4     38       311.0132         0.4500       209.9070       -61.3472
   311.007+0.4     39       310.9486         0.4648       209.7691       -61.3497
   311.007+0.4     40       311.0124         0.4567       209.9019       -61.3410
   311.007+0.4     41       310.9807         0.4624       209.8349       -61.3438
   311.007+0.4     42       310.9994         0.4665       209.8703       -61.3349
   311.007+0.4     43       310.8896         0.4939       209.6345       -61.3368
   311.007+0.4     44       311.0213         0.4657       209.9149       -61.3299
   311.007+0.4     45       310.9395         0.5010       209.7311       -61.3172
   311.007+0.4     46       311.0619         0.4782       209.9896       -61.3073
   311.007+0.4     47       311.0393         0.4846       209.9408       -61.3070
   311.007+0.4     48       311.0211         0.4974       209.8972       -61.2994
   311.007+0.4     49       311.0417         0.4926       209.9412       -61.2986
   311.007+0.4     50       311.0508         0.5032       209.9537       -61.2861
   311.007+0.4     51       311.0313         0.5061       209.9130       -61.2884
 311.013+0.109      1       311.0422         0.0728       210.1737       -61.7035
 311.013+0.109      2       310.9930         0.1280       210.0431       -61.6633
 311.013+0.109      3       311.0486         0.1253       210.1575       -61.6512
 311.024+0.726      1       311.0571         0.6789       209.8713       -61.1148
 311.024+0.895      1       311.0506         0.7973       209.7946       -61.0022
 311.024+0.895      2       311.0668         0.8179       209.8159       -60.9780
 311.024+0.895      3       311.0254         0.8322       209.7258       -60.9750
 311.024+0.895      4       311.0800         0.8408       209.8299       -60.9525
 311.024+0.895      5       311.0205         0.8613       209.7006       -60.9482
 311.024+0.895      6       311.0565         0.8570       209.7745       -60.9430
 311.024+0.895      7       311.0290         0.8813       209.7069       -60.9266
 311.024+0.895      8       311.0638         0.8799       209.7769       -60.9189
 311.024+0.895      9       311.0393         0.8939       209.7207       -60.9118
 311.024+0.895     10       311.0255         0.8993       209.6904       -60.9101
 311.024+0.895     11       311.0969         0.8870       209.8387       -60.9036
 311.024+0.895     12       311.0114         0.9367       209.6426       -60.8776
 311.024+0.895     13       311.0086         0.9437       209.6333       -60.8716
   311.032+0.7      1       311.0480         0.6788       209.8530       -61.1172
 311.033-0.291      1       311.0428        -0.3074       210.3900       -62.0698
 311.039+0.533      1       310.9469         0.4384       209.7799       -61.3757
