-------------------------------------------------------------------------------------
    map         source        glon          glat              ra             dec     
 332.581-0.799     20       332.6665        -0.8376       245.1888       -51.2046
 332.581-0.799     21       332.6561        -0.8247       245.1626       -51.2028
 332.581-0.799     22       332.6324        -0.7907       245.0975       -51.1954
 332.581-0.799     23       332.6703        -0.8175       245.1706       -51.1877
 332.581-0.799     24       332.6654        -0.7998       245.1451       -51.1785
 332.581-0.799     25       332.6449        -0.7818       245.1017       -51.1802
 332.581-0.799     26       332.6337        -0.7699       245.0756       -51.1796
 332.581-0.799     27       332.6816        -0.8102       245.1751       -51.1745
 332.581-0.799     28       332.6163        -0.7366       245.0185       -51.1682
 332.581-0.799     29       332.5674        -0.6929       244.9141       -51.1714
 332.581-0.799     30       332.6450        -0.7553       245.0720       -51.1612
 332.581-0.799     31       332.7009        -0.8062       245.1924       -51.1581
 332.581-0.799     32       332.6971        -0.7970       245.1778       -51.1543
 332.581-0.799     33       332.6918        -0.7750       245.1471       -51.1424
 332.581-0.799     34       332.7192        -0.7974       245.2032       -51.1390
 332.583-0.699      1       332.5674        -0.6929       244.9141       -51.1714
 332.583-0.699      2       332.5949        -0.6751       244.9254       -51.1395
 332.583-0.699      3       332.6147        -0.6711       244.9433       -51.1227
 332.583-0.699      4       332.6019        -0.6620       244.9186       -51.1252
 332.583-0.699      5       332.6396        -0.6921       244.9951       -51.1201
 332.583-0.699      6       332.5850        -0.6421       244.8773       -51.1229
 332.583-0.764      1       332.5450        -0.7650       244.9694       -51.2384
 332.586+0.143      1       332.5842         0.1461       244.0059       -50.5585
  332.593+0.41      1       332.5984         0.3834       243.7641       -50.3773
 332.604-0.728      1       332.6162        -0.7366       245.0184       -51.1682
 332.607-0.667      1       332.5949        -0.6751       244.9254       -51.1395
 332.607-0.667      2       332.5686        -0.6460       244.8630       -51.1372
 332.607-0.667      3       332.6148        -0.6710       244.9433       -51.1225
 332.607-0.667      4       332.6407        -0.6930       244.9973       -51.1200
 332.607-0.667      5       332.6378        -0.6702       244.9685       -51.1059
 332.607-0.667      6       332.5824        -0.6008       244.8281       -51.0952
 332.607-0.667      7       332.6830        -0.6851       245.0364       -51.0847
 332.607-0.667      8       332.6537        -0.6542       244.9687       -51.0833
 332.609-0.156      1       332.6052        -0.1674       244.3733       -50.7693
 332.609-0.156      2       332.6005        -0.1550       244.3544       -50.7637
 332.609-0.384      1       332.6097        -0.3846       244.6186       -50.9218
 332.613-0.822      1       332.6151        -0.8241       245.1153       -51.2312
  332.622-0.77      1       332.6210        -0.8112       245.1075       -51.2179
  332.622-0.77      2       332.6324        -0.7907       245.0975       -51.1954
  332.622-0.77      3       332.6449        -0.7818       245.1017       -51.1802
  332.622-0.77      4       332.6337        -0.7699       245.0756       -51.1796
  332.622-0.77      5       332.6163        -0.7366       245.0185       -51.1682
  332.622-0.77      6       332.6450        -0.7553       245.0720       -51.1612
  332.622-0.77      7       332.6565        -0.7084       245.0324       -51.1199
  332.622-0.77      8       332.6405        -0.6932       244.9974       -51.1203
 332.624-0.822      1       332.6151        -0.8239       245.1151       -51.2311
 332.624-0.822      2       332.6324        -0.7907       245.0975       -51.1954
 332.624-0.822      3       332.6337        -0.7699       245.0756       -51.1796
 332.629-0.601      1       332.3231        -0.5526       244.4788       -51.2422
 332.629-0.601      2       332.4103        -0.5022       244.5223       -51.1452
 332.629-0.601      3       332.4689        -0.5218       244.6109       -51.1183
 332.629-0.601      4       332.4764        -0.5279       244.6262       -51.1174
 332.629-0.601      5       332.5591        -0.5907       244.7904       -51.1044
 332.629-0.601      6       332.6700        -0.6451       244.9769       -51.0653
 332.629-0.601      7       332.6535        -0.6219       244.9323       -51.0604
 332.629-0.601      8       332.5846        -0.5581       244.7830       -51.0633
 332.629-0.601      9       332.6418        -0.6063       244.9016       -51.0575
 332.629-0.601     10       332.6485        -0.6082       244.9113       -51.0542
 332.629-0.601     11       332.6391        -0.5886       244.8789       -51.0468
 332.629-0.601     12       332.6906        -0.6288       244.9820       -51.0393
 332.629-0.601     13       332.6781        -0.6141       244.9515       -51.0376
 332.629-0.601     14       332.6946        -0.6116       244.9673       -51.0243
 332.629-0.601     15       332.7267        -0.6203       245.0134       -51.0079
 332.629-0.601     16       332.7015        -0.5863       244.9469       -51.0014
 332.629-0.601     17       332.7407        -0.6199       245.0287       -50.9977
 332.629-0.601     18       332.7747        -0.5839       245.0269       -50.9482
 332.629-0.601     19       332.7967        -0.5961       245.0653       -50.9415
 332.629-0.601     20       332.8176        -0.5330       245.0185       -50.8819
 332.629-0.601     21       332.7581        -0.4661       244.8771       -50.8760
 332.629-0.601     22       332.8209        -0.5215       245.0095       -50.8714
 332.634+0.273      1       332.6333         0.2555       243.9425       -50.4456
  332.652+0.27      1       332.6328         0.2031       243.9989       -50.4837
  332.652+0.27      2       332.6229         0.2158       243.9739       -50.4814
  332.652+0.27      3       332.6572         0.2093       244.0197       -50.4623
  332.652+0.27      4       332.6442         0.2248       243.9882       -50.4602
  332.652+0.27      5       332.6384         0.2366       243.9687       -50.4557
  332.652+0.27      6       332.6825         0.2186       244.0382       -50.4381
  332.652+0.27      7       332.6500         0.2515       243.9657       -50.4370
  332.652+0.27      8       332.5921         0.3080       243.8387       -50.4362
  332.652+0.27      9       332.6235         0.2916       243.8921       -50.4263
  332.652+0.27     10       332.6541         0.2717       243.9484       -50.4195
  332.652+0.27     11       332.6859         0.2450       244.0134       -50.4167
  332.652+0.27     12       332.6574         0.2828       243.9401       -50.4092
  332.652+0.27     13       332.7065         0.2415       244.0406       -50.4050
 332.652-0.758      1       332.6536        -0.7766       245.1057       -51.1704
 332.654+0.217      1       332.6572         0.2093       244.0197       -50.4623
 332.654+0.217      2       332.6823         0.1953       244.0634       -50.4550
 332.654+0.217      3       332.6767         0.2032       244.0485       -50.4532
 332.654+0.217      4       332.6825         0.2186       244.0382       -50.4381
 332.654+0.217      5       332.6500         0.2515       243.9657       -50.4370
 332.654+0.217      6       332.6541         0.2716       243.9484       -50.4195
 332.654+0.217      7       332.6859         0.2450       244.0134       -50.4168
 332.655+0.146      1       332.6573         0.1460       244.0890       -50.5078
 332.655-0.144      1       332.6563        -0.1417       244.4030       -50.7153
 332.659+0.884      1       332.6594         0.8854       243.2935       -49.9713
 332.665-0.139      1       332.6657        -0.1371       244.4086       -50.7055
 332.666-0.648      1       332.6407        -0.6930       244.9973       -51.1200
 332.666-0.648      2       332.6532        -0.6545       244.9684       -51.0838
 332.666-0.648      3       332.6006        -0.5932       244.8403       -51.0770
 332.666-0.648      4       332.6835        -0.6638       245.0131       -51.0692
 332.666-0.648      5       332.7173        -0.6866       245.0769       -51.0617
 332.666-0.648      6       332.6700        -0.6451       244.9769       -51.0653
 332.666-0.648      7       332.6121        -0.5859       244.8452       -51.0638
 332.666-0.648      8       332.6535        -0.6219       244.9323       -51.0604
 332.666-0.648      9       332.6418        -0.6063       244.9016       -51.0575
 332.666-0.648     10       332.7160        -0.6743       245.0616       -51.0538
 332.666-0.648     11       332.6998        -0.6550       245.0217       -51.0515
 332.666-0.648     12       332.6485        -0.6082       244.9113       -51.0542
 332.666-0.648     13       332.6391        -0.5886       244.8789       -51.0468
 332.666-0.648     14       332.7123        -0.6478       245.0278       -51.0375
 332.666-0.648     15       332.6906        -0.6288       244.9820       -51.0393
 332.666-0.648     16       332.6781        -0.6141       244.9515       -51.0376
 332.666-0.648     17       332.6592        -0.5965       244.9104       -51.0383
 332.666-0.648     18       332.7355        -0.6586       245.0662       -51.0289
 332.666-0.648     19       332.6946        -0.6116       244.9673       -51.0243
 332.666-0.648     20       332.7395        -0.6525       245.0638       -51.0218
 332.666-0.648     21       332.6793        -0.5855       244.9209       -51.0165
 332.666-0.648     22       332.7587        -0.6493       245.0820       -51.0060
 332.666-0.648     23       332.7267        -0.6203       245.0134       -51.0079
 332.666-0.648     24       332.7015        -0.5863       244.9469       -51.0014
 332.666-0.648     25       332.7407        -0.6199       245.0287       -50.9977
 332.666-0.648     26       332.7629        -0.6391       245.0753       -50.9959
  332.67-0.591      1       332.6718        -0.6347       244.9673       -51.0567
 332.672+0.203      1       332.6326         0.2032       243.9985       -50.4838
 332.672+0.203      2       332.6956         0.1742       244.1015       -50.4609
 332.672+0.203      3       332.7150         0.1562       244.1430       -50.4604
 332.672+0.203      4       332.6572         0.2093       244.0197       -50.4623
 332.672+0.203      5       332.6823         0.1953       244.0634       -50.4550
 332.672+0.203      6       332.6767         0.2032       244.0485       -50.4532
 332.672+0.203      7       332.6825         0.2186       244.0382       -50.4381
 332.676-0.544      1       332.6535        -0.6219       244.9323       -51.0604
 332.676-0.544      2       332.5846        -0.5581       244.7830       -51.0633
 332.676-0.544      3       332.6418        -0.6063       244.9016       -51.0575
 332.676-0.544      4       332.6485        -0.6082       244.9113       -51.0542
 332.676-0.544      5       332.6391        -0.5886       244.8789       -51.0468
 332.676-0.544      6       332.6781        -0.6141       244.9515       -51.0376
 332.676-0.544      7       332.6946        -0.6116       244.9673       -51.0243
 332.676-0.544      8       332.7267        -0.6203       245.0134       -51.0079
 332.676-0.544      9       332.7015        -0.5863       244.9469       -51.0014
 332.676-0.544     10       332.7747        -0.5839       245.0269       -50.9482
 332.678-0.698      1       332.6407        -0.6930       244.9973       -51.1200
 332.678-0.698      2       332.6835        -0.6638       245.0131       -51.0692
 332.678-0.698      3       332.7173        -0.6866       245.0769       -51.0617
 332.678-0.698      4       332.7159        -0.6744       245.0616       -51.0539
 332.678-0.698      5       332.6996        -0.6555       245.0221       -51.0519
  332.68-0.009      1       332.6818        -0.0082       244.2854       -50.6017
 332.683-0.732      1       332.6969        -0.7380       245.1114       -51.1125
 332.683-0.732      2       332.6952        -0.7202       245.0895       -51.1011
 332.696-0.882      1       332.6887        -0.9003       245.2845       -51.2334
 332.697+0.595      1       332.6960         0.5940       243.6472       -50.1576
 332.703-0.613      1       332.6946        -0.6116       244.9673       -51.0243
 332.703-0.613      2       332.7013        -0.5865       244.9469       -51.0016
 332.705-0.632      1       332.7041        -0.6684       245.0416       -51.0579
 332.706+0.174      1       332.6959         0.1742       244.1018       -50.4608
 332.706-0.485      1       332.7059        -0.5049       244.8612       -50.9403
  332.71-0.816      1       332.6561        -0.8247       245.1626       -51.2028
  332.71-0.816      2       332.6703        -0.8175       245.1706       -51.1877
  332.71-0.816      3       332.7073        -0.8211       245.2164       -51.1641
  332.71-0.816      4       332.7277        -0.8349       245.2550       -51.1596
  332.71-0.816      5       332.7009        -0.8062       245.1924       -51.1581
  332.71-0.816      6       332.7158        -0.8155       245.2197       -51.1542
 332.713-0.604      1       332.7267        -0.6203       245.0134       -51.0079
 332.713-0.604      2       332.7015        -0.5863       244.9469       -51.0014
 332.714-0.677      1       332.7159        -0.6744       245.0616       -51.0539
 332.715+0.155      1       332.7148         0.1564       244.1427       -50.4605
  332.718-0.48      1       332.7100        -0.4833       244.8418       -50.9221
  332.718-0.48      2       332.7218        -0.4711       244.8416       -50.9050
 332.726-0.351      1       332.6941        -0.3893       244.7194       -50.8661
 332.726-0.351      2       332.7371        -0.4133       244.7947       -50.8531
 332.726-0.351      3       332.7449        -0.4075       244.7970       -50.8436
 332.726-0.351      4       332.7456        -0.3921       244.7807       -50.8321
 332.726-0.351      5       332.7408        -0.3751       244.7564       -50.8232
 332.726-0.351      6       332.7272        -0.3486       244.7117       -50.8139
 332.726-0.351      7       332.7864        -0.3564       244.7872       -50.7779
 332.726-0.728      1       332.7375        -0.7130       245.1292       -51.0662
 332.726-0.728      2       332.7231        -0.6996       245.0980       -51.0668
 332.726-0.728      3       332.7515        -0.7227       245.1560       -51.0632
 332.726-0.728      4       332.7173        -0.6866       245.0769       -51.0617
 332.726-0.728      5       332.7160        -0.6743       245.0616       -51.0538
  332.73-0.424      1       332.6180        -0.4708       244.7237       -50.9776
  332.73-0.424      2       332.6097        -0.3846       244.6186       -50.9218
  332.73-0.424      3       332.6471        -0.4201       244.7004       -50.9210
  332.73-0.424      4       332.7218        -0.4711       244.8416       -50.9050
  332.73-0.424      5       332.7238        -0.4627       244.8345       -50.8977
  332.73-0.424      6       332.7659        -0.4845       244.9062       -50.8836
  332.73-0.424      7       332.7581        -0.4661       244.8771       -50.8760
  332.73-0.424      8       332.7295        -0.4356       244.8108       -50.8744
  332.73-0.424      9       332.7557        -0.4509       244.8574       -50.8669
  332.73-0.424     10       332.7714        -0.4538       244.8784       -50.8579
  332.73-0.424     11       332.7714        -0.4374       244.8602       -50.8463
  332.73-0.424     12       332.6702        -0.3309       244.6276       -50.8411
  332.73-0.424     13       332.7950        -0.3528       244.7929       -50.7694
 332.733-0.636      1       332.7267        -0.6205       245.0136       -51.0080
  332.736-0.62      1       332.6910        -0.6282       244.9819       -51.0386
  332.736-0.62      2       332.6946        -0.6116       244.9673       -51.0243
  332.736-0.62      3       332.7267        -0.6203       245.0134       -51.0079
  332.736-0.62      4       332.7407        -0.6199       245.0287       -50.9977
  332.736-0.62      5       332.7629        -0.6391       245.0753       -50.9958
 332.746-0.485      1       332.7100        -0.4833       244.8418       -50.9221
 332.746-0.485      2       332.7218        -0.4711       244.8416       -50.9050
 332.746-0.485      3       332.7769        -0.5136       244.9511       -50.8967
 332.746-0.485      4       332.7239        -0.4629       244.8348       -50.8977
 332.746-0.485      5       332.7659        -0.4844       244.9062       -50.8836
 332.746-0.485      6       332.7581        -0.4662       244.8771       -50.8761
 332.746-0.485      7       332.7449        -0.4455       244.8393       -50.8706
 332.748-0.682      1       332.7493        -0.7111       245.1405       -51.0566
 332.751+0.005      1       332.7652        -0.0058       244.3769       -50.5419
 332.751+0.005      2       332.7746         0.0040       244.3767       -50.5284
 332.752-0.347      1       332.7594        -0.3903       244.7942       -50.8211
 332.755-0.465      1       332.7541        -0.4831       244.8914       -50.8910
 332.758-0.025      1       332.7167        -0.0488       244.3692       -50.6066
 332.758-0.025      2       332.7467        -0.0454       244.3994       -50.5832
 332.758-0.025      3       332.7308        -0.0262       244.3604       -50.5805
 332.758-0.025      4       332.7625        -0.0414       244.4129       -50.5694
 332.758-0.025      5       332.7576        -0.0283       244.3930       -50.5633
 332.758-0.025      6       332.7409        -0.0029       244.3463       -50.5568
 332.758-0.025      7       332.7690        -0.0183       244.3949       -50.5482
 332.758-0.025      8       332.7867        -0.0279       244.4254       -50.5428
 332.758-0.025      9       332.7652        -0.0058       244.3769       -50.5419
 332.758-0.025     10       332.7750        -0.0107       244.3933       -50.5386
 332.758-0.025     11       332.7751         0.0045       244.3768       -50.5276
 332.758-0.025     12       332.8060        -0.0128       244.4307       -50.5185
 332.758-0.025     13       332.8215        -0.0267       244.4632       -50.5177
 332.758-0.025     14       332.7649         0.0279       244.3396       -50.5180
 332.758-0.025     15       332.8319        -0.0200       244.4677       -50.5056
 332.758-0.025     16       332.7930         0.0278       244.3714       -50.4985
  332.76-0.485      1       332.7624        -0.5002       244.9198       -50.8973
 332.769-0.705      1       332.8139        -0.7006       245.2016       -51.0036
 332.769-0.705      2       332.8236        -0.6916       245.2025       -50.9903
 332.774-0.231      1       332.7743        -0.2318       244.6358       -50.6974
 332.774-0.231      2       332.7831        -0.2346       244.6488       -50.6933
 332.774-0.231      3       332.7936        -0.2332       244.6591       -50.6849
 332.774-0.231      4       332.7880        -0.2145       244.6321       -50.6756
 332.776+0.893      1       332.7776         0.8947       243.4171       -49.8833
 332.781+0.011      1       332.7409        -0.0029       244.3463       -50.5568
 332.781+0.011      2       332.7690        -0.0183       244.3949       -50.5482
 332.781+0.011      3       332.7652        -0.0058       244.3769       -50.5419
 332.781+0.011      4       332.7750        -0.0107       244.3933       -50.5386
 332.781+0.011      5       332.7751         0.0045       244.3768       -50.5276
 332.781+0.011      6       332.7514         0.0473       244.3031       -50.5135
 332.781+0.011      7       332.7677         0.0577       244.3101       -50.4947
 332.782-0.548      1       332.6946        -0.6116       244.9673       -51.0243
 332.782-0.548      2       332.7267        -0.6203       245.0134       -51.0079
 332.782-0.548      3       332.8139        -0.7006       245.2016       -51.0036
 332.782-0.548      4       332.7015        -0.5863       244.9469       -51.0014
 332.782-0.548      5       332.7407        -0.6199       245.0287       -50.9977
 332.782-0.548      6       332.7747        -0.5839       245.0269       -50.9482
 332.782-0.548      7       332.7967        -0.5961       245.0653       -50.9415
 332.782-0.548      8       332.7581        -0.4661       244.8771       -50.8760
 332.785-0.652      1       332.6837        -0.6641       245.0137       -51.0692
 332.785-0.652      2       332.7375        -0.7130       245.1292       -51.0662
 332.785-0.652      3       332.7231        -0.6996       245.0980       -51.0668
 332.785-0.652      4       332.7515        -0.7227       245.1560       -51.0632
 332.785-0.652      5       332.7173        -0.6866       245.0769       -51.0617
 332.785-0.652      6       332.7160        -0.6743       245.0616       -51.0538
 332.785-0.652      7       332.6999        -0.6550       245.0218       -51.0514
 332.785-0.652      8       332.7123        -0.6478       245.0278       -51.0375
 332.785-0.652      9       332.7355        -0.6586       245.0662       -51.0289
 332.785-0.652     10       332.7200        -0.6375       245.0250       -51.0248
 332.785-0.652     11       332.7395        -0.6525       245.0638       -51.0218
 332.785-0.652     12       332.7587        -0.6493       245.0820       -51.0060
 332.785-0.652     13       332.7268        -0.6204       245.0136       -51.0079
 332.785-0.652     14       332.8139        -0.7006       245.2016       -51.0036
 332.785-0.652     15       332.7407        -0.6199       245.0287       -50.9977
 332.785-0.652     16       332.7629        -0.6391       245.0753       -50.9958
 332.785-0.652     17       332.8241        -0.6911       245.2025       -50.9896
 332.785-0.652     18       332.8324        -0.6895       245.2100       -50.9827
 332.785-0.652     19       332.7605        -0.6220       245.0534       -50.9853
 332.785-0.652     20       332.7568        -0.5959       245.0202       -50.9694
 332.785-0.652     21       332.7747        -0.5839       245.0269       -50.9482
 332.785-0.652     22       332.7967        -0.5961       245.0653       -50.9415
 332.785-0.652     23       332.8256        -0.6065       245.1096       -50.9285
 332.787-0.617      1       332.7587        -0.6493       245.0820       -51.0060
 332.787-0.617      2       332.7407        -0.6207       245.0296       -50.9983
 332.787-0.617      3       332.7629        -0.6391       245.0753       -50.9958
 332.787-0.617      4       332.7605        -0.6220       245.0534       -50.9853
 332.787-0.617      5       332.7574        -0.5964       245.0213       -50.9693
 332.787-0.617      6       332.7747        -0.5839       245.0269       -50.9482
 332.787-0.617      7       332.7967        -0.5961       245.0653       -50.9415
  332.789-0.48      1       332.8056        -0.5011       244.9696       -50.8676
  332.79+0.712      1       332.7886         0.7140       243.6227       -50.0069
 332.799+0.879      1       332.8007         0.8620       243.4779       -49.8912
 332.801-0.439      1       332.7581        -0.4661       244.8771       -50.8760
 332.801-0.439      2       332.7557        -0.4509       244.8574       -50.8669
 332.801-0.439      3       332.7714        -0.4538       244.8784       -50.8579
 332.801-0.439      4       332.7714        -0.4374       244.8602       -50.8463
 332.801-0.439      5       332.7666        -0.4241       244.8399       -50.8401
 332.801-0.917      1       332.7151        -0.9118       245.3272       -51.2230
 332.801-0.917      2       332.7607        -0.9226       245.3910       -51.1984
 332.801-0.917      3       332.7590        -0.8954       245.3585       -51.1803
 332.801-0.917      4       332.7598        -0.8785       245.3403       -51.1679
 332.801-0.917      5       332.7696        -0.8845       245.3581       -51.1652
 332.801-0.917      6       332.7518        -0.8652       245.3164       -51.1640
 332.801-0.917      7       332.7742        -0.8694       245.3463       -51.1512
 332.801-0.917      8       332.7850        -0.8769       245.3669       -51.1489
 332.801-0.917      9       332.8058        -0.8926       245.4081       -51.1453
 332.801-0.917     10       332.7583        -0.8449       245.3008       -51.1451
 332.801-0.917     11       332.8211        -0.8853       245.4172       -51.1294
 332.801-0.917     12       332.8017        -0.8603       245.3672       -51.1253
 332.801-0.917     13       332.7869        -0.8306       245.3170       -51.1148
 332.801-0.917     14       332.8333        -0.8699       245.4135       -51.1098
 332.801-0.917     15       332.8191        -0.8569       245.3830       -51.1107
 332.801-0.917     16       332.7943        -0.8327       245.3278       -51.1110
 332.808-0.814      1       332.8017        -0.8603       245.3672       -51.1253
 332.808-0.814      2       332.8192        -0.8568       245.3830       -51.1105
 332.808-0.814      3       332.8499        -0.8437       245.4028       -51.0796
 332.808-0.814      4       332.7515        -0.7227       245.1560       -51.0632
 332.808-0.814      5       332.8139        -0.7006       245.2016       -51.0036
 332.808-0.814      6       332.9260        -0.7989       245.4381       -50.9941
 332.808-0.814      7       332.8241        -0.6911       245.2025       -50.9896
 332.808-0.814      8       332.8324        -0.6895       245.2100       -50.9827
 332.808-0.814      9       332.9387        -0.7692       245.4190       -50.9642
 332.809+0.317      1       332.8112         0.3012       244.0939       -50.2893
 332.813-0.412      1       332.8176        -0.5330       245.0185       -50.8819
 332.813-0.412      2       332.7659        -0.4844       244.9062       -50.8836
 332.813-0.412      3       332.7581        -0.4661       244.8771       -50.8760
 332.813-0.412      4       332.8209        -0.5215       245.0095       -50.8714
 332.813-0.412      5       332.9731        -0.4102       245.0570       -50.6853
 332.816+0.755      1       332.8153         0.7583       243.6053       -49.9563
 332.827-0.654      1       332.8343        -0.6613       245.1807       -50.9613
  332.83+0.737      1       332.8118         0.7450       243.6156       -49.9684
  332.83+0.737      2       332.8358         0.7261       243.6629       -49.9655
  332.83+0.737      3       332.8337         0.7369       243.6490       -49.9591
  332.83+0.737      4       332.8161         0.7577       243.6069       -49.9562
  332.83+0.737      5       332.8473         0.7474       243.6530       -49.9422
 332.847-0.702      1       332.8139        -0.7006       245.2016       -51.0036
 332.847-0.702      2       332.8241        -0.6911       245.2025       -50.9896
 332.847-0.702      3       332.9436        -0.6852       245.3303       -50.9012
 332.862-0.512      1       332.7747        -0.5839       245.0269       -50.9482
 332.862-0.512      2       332.7967        -0.5961       245.0653       -50.9415
 332.862-0.512      3       332.7582        -0.4662       244.8772       -50.8760
 332.862-0.512      4       332.9857        -0.4885       245.1581       -50.7320
  332.87-0.527      1       332.8169        -0.5344       245.0194       -50.8833
 332.872-0.489      1       332.8870        -0.4890       245.0479       -50.8018
 332.878-0.584      1       332.8670        -0.5865       245.1339       -50.8852
 332.886-0.599      1       332.8871        -0.6366       245.2125       -50.9066
 332.889+0.833      1       332.8917         0.8332       243.6111       -49.8493
 332.891-0.415      1       332.8869        -0.4079       244.9575       -50.7442
   332.9-0.575      1       332.8246        -0.5483       245.0435       -50.8878
 332.908-0.418      1       332.9117        -0.4343       245.0148       -50.7456
 332.908-0.418      2       332.8871        -0.4076       244.9575       -50.7439
 332.908-0.418      3       332.9207        -0.4242       245.0136       -50.7320
 332.912-0.825      1       332.8718        -0.8364       245.4192       -51.0589
 332.912-0.825      2       332.8861        -0.8223       245.4194       -51.0388
 332.912-0.825      3       332.9260        -0.7989       245.4381       -50.9941
 332.912-0.825      4       332.9332        -0.7869       245.4327       -50.9805
  332.92-0.634      1       332.9422        -0.6373       245.2752       -50.8682
  332.92-0.634      2       332.9241        -0.6135       245.2283       -50.8641
 332.927-0.705      1       332.8142        -0.7009       245.2023       -51.0035
 332.927-0.705      2       332.9436        -0.6851       245.3303       -50.9011
 332.927-0.705      3       333.0173        -0.7496       245.4851       -50.8947
 332.927-0.705      4       332.9639        -0.6775       245.3445       -50.8814
 332.938-0.597      1       332.9356        -0.6172       245.2454       -50.8586
 332.939-0.196      1       332.9495        -0.2271       244.8278       -50.5715
 332.939-0.196      2       332.9493        -0.2135       244.8126       -50.5619
 332.939-0.196      3       332.9445        -0.1916       244.7830       -50.5496
 332.939-0.196      4       332.9578        -0.1839       244.7894       -50.5348
 332.943+0.805      1       332.8337         0.7369       243.6490       -49.9591
 332.943+0.805      2       332.8696         0.7915       243.6309       -49.8949
 332.943+0.805      3       332.8544         0.8176       243.5859       -49.8864
 332.943+0.805      4       332.9326         0.7510       243.7449       -49.8807
 332.943+0.805      5       332.9779         0.7134       243.8361       -49.8766
 332.943+0.805      6       332.9173         0.7706       243.7069       -49.8771
 332.943+0.805      7       332.9014         0.7929       243.6652       -49.8719
 332.943+0.805      8       332.9913         0.7237       243.8401       -49.8598
 332.943+0.805      9       332.9165         0.8007       243.6738       -49.8558
 332.943+0.805     10       332.9599         0.7759       243.7490       -49.8438
 332.943+0.805     11       332.9484         0.7892       243.7218       -49.8421
 332.943+0.805     12       332.9768         0.7670       243.7774       -49.8385
 332.943+0.805     13       333.0170         0.7320       243.8600       -49.8361
 332.943+0.805     14       332.9891         0.7571       243.8018       -49.8373
 332.943+0.805     15       332.9406         0.8109       243.6898       -49.8318
 332.943+0.805     16       332.8465         0.9138       243.4743       -49.8221
 332.943+0.805     17       333.0188         0.7643       243.8274       -49.8115
 332.943+0.805     18       332.9718         0.8155       243.7200       -49.8070
 332.943+0.805     19       332.9547         0.8341       243.6809       -49.8053
 332.943+0.805     20       332.9875         0.8107       243.7427       -49.7995
 332.943+0.805     21       333.0373         0.7728       243.8389       -49.7926
 332.943+0.805     22       333.0414         0.7860       243.8294       -49.7802
 332.943+0.805     23       333.0309         0.8016       243.8010       -49.7762
 332.943+0.805     24       332.9413         0.9111       243.5836       -49.7588
 332.944+0.771      1       332.9468         0.7481       243.7641       -49.8730
 332.946-0.251      1       332.9426        -0.2626       244.8592       -50.6015
 332.946-0.251      2       332.9493        -0.2136       244.8127       -50.5620
 332.948-0.651      1       332.9436        -0.6851       245.3303       -50.9011
 332.948-0.651      2       332.9639        -0.6775       245.3445       -50.8814
 332.948-0.651      3       332.9498        -0.6517       245.2998       -50.8731
 332.948-0.651      4       332.9780        -0.6691       245.3510       -50.8655
 332.948-0.651      5       332.9422        -0.6372       245.2751       -50.8681
 332.948-0.651      6       332.9837        -0.6597       245.3468       -50.8548
 332.948-0.651      7       332.9995        -0.6394       245.3418       -50.8293
 332.948-0.651      8       333.0105        -0.6354       245.3497       -50.8186
 332.948-0.651      9       333.0060        -0.6139       245.3206       -50.8066
  332.95-0.033      1       332.9742        -0.0692       244.6817       -50.4414
  332.95-0.033      2       332.9499        -0.0353       244.6172       -50.4342
  332.95-0.033      3       332.9750        -0.0332       244.6430       -50.4151
  332.95-0.033      4       332.9687        -0.0279       244.6301       -50.4158
  332.95-0.033      5       333.0007        -0.0559       244.6968       -50.4134
  332.95-0.033      6       332.9961        -0.0478       244.6827       -50.4108
  332.95-0.033      7       332.9584        -0.0093       244.5982       -50.4097
  332.95-0.033      8       332.9817         0.0006       244.6135       -50.3862
  332.95-0.033      9       333.0310        -0.0147       244.6855       -50.3627
  332.95-0.291      1       332.9592        -0.3408       244.9644       -50.6456
 332.958-0.143      1       332.9596        -0.1437       244.7472       -50.5048
 332.958-0.761      1       332.9388        -0.7691       245.4190       -50.9640
 332.958-0.761      2       332.9748        -0.7520       245.4402       -50.9265
 332.958-0.761      3       332.9647        -0.7354       245.4102       -50.9218
 332.962-0.676      1       332.9436        -0.6851       245.3303       -50.9011
 332.962-0.676      2       332.9639        -0.6775       245.3445       -50.8814
 332.962-0.676      3       332.9499        -0.6518       245.3000       -50.8730
 332.965-0.225      1       332.9498        -0.2272       244.8283       -50.5713
 332.965-0.225      2       332.9667        -0.2251       244.8450       -50.5579
 332.969-0.454      1       332.9871        -0.5026       245.1754       -50.7410
 332.969-0.454      2       332.9861        -0.4880       245.1581       -50.7314
 332.969-0.454      3       333.0129        -0.4662       245.1637       -50.6970
 332.969-0.454      4       333.0014        -0.4356       245.1169       -50.6833
 332.969-0.454      5       333.0204        -0.4497       245.1539       -50.6800
 332.969-0.454      6       333.0683        -0.4463       245.2038       -50.6438
  332.969-0.69      1       332.9436        -0.6851       245.3303       -50.9011
  332.969-0.69      2       333.0173        -0.7495       245.4851       -50.8947
  332.969-0.69      3       332.9639        -0.6775       245.3445       -50.8814
 332.981+0.744      1       332.9779         0.7134       243.8361       -49.8766
 332.981+0.744      2       332.9600         0.7759       243.7491       -49.8438
 332.981+0.744      3       332.9768         0.7670       243.7774       -49.8385
 332.981+0.744      4       332.9891         0.7571       243.8018       -49.8373
